countyFIPS,Estimate!!OCCUPATION!!Civilian employed population 16 years and over,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations","Percent Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations"
47071,9760,9760,2510,25.7,1937,19.8,2110,21.6,1033,10.6,2170,22.2
47073,22014,22014,5323,24.2,4196,19.1,4687,21.3,2560,11.6,5248,23.8
47075,7648,7648,1696,22.2,1619,21.2,1514,19.8,646,8.4,2173,28.4
47077,11310,11310,3245,28.7,1836,16.2,2071,18.3,1206,10.7,2952,26.1
47079,12437,12437,3421,27.5,1972,15.9,2687,21.6,1322,10.6,3035,24.4
47081,9771,9771,2409,24.7,1715,17.6,1710,17.5,1557,15.9,2380,24.4
47083,2990,2990,581,19.4,553,18.5,622,20.8,386,12.9,848,28.4
47085,7140,7140,2040,28.6,1070,15.0,1455,20.4,935,13.1,1640,23.0
47087,4335,4335,1068,24.6,649,15.0,898,20.7,817,18.8,903,20.8
47089,22913,22913,6221,27.2,4428,19.3,4992,21.8,2434,10.6,4838,21.1
47091,5810,5810,1489,25.6,1219,21.0,1222,21.0,813,14.0,1067,18.4
47093,226894,226894,92670,40.8,38206,16.8,55802,24.6,15677,6.9,24539,10.8
47095,1991,1991,532,26.7,485,24.4,415,20.8,178,8.9,381,19.1
47097,9376,9376,2265,24.2,1600,17.1,1885,20.1,918,9.8,2708,28.9
47099,16131,16131,4278,26.5,2572,15.9,2958,18.3,2131,13.2,4192,26.0
47101,4941,4941,1335,27.0,852,17.2,1007,20.4,513,10.4,1234,25.0
47103,14678,14678,4079,27.8,2195,15.0,2967,20.2,1739,11.8,3698,25.2
47105,20653,20653,6031,29.2,3790,18.4,4317,20.9,2220,10.7,4295,20.8
47107,21141,21141,5797,27.4,3528,16.7,4092,19.4,1969,9.3,5755,27.2
47109,9278,9278,2552,27.5,1586,17.1,1887,20.3,874,9.4,2379,25.6
47111,10215,10215,2695,26.4,1577,15.4,1623,15.9,1416,13.9,2904,28.4
47113,43519,43519,14526,33.4,8566,19.7,9890,22.7,3348,7.7,7189,16.5
47115,12401,12401,3323,26.8,1870,15.1,2616,21.1,1710,13.8,2882,23.2
47117,14297,14297,3582,25.1,2004,14.0,3177,22.2,1689,11.8,3845,26.9
47119,42042,42042,13814,32.9,6944,16.5,9734,23.2,4478,10.7,7072,16.8
47121,4480,4480,994,22.2,698,15.6,850,19.0,582,13.0,1356,30.3
47123,17042,17042,4168,24.5,2905,17.0,3370,19.8,1914,11.2,4685,27.5
47125,80066,80066,26008,32.5,14556,18.2,18141,22.7,7683,9.6,13678,17.1
47127,2763,2763,710,25.7,268,9.7,590,21.4,333,12.1,862,31.2
47129,7263,7263,1583,21.8,1846,25.4,1478,20.3,1030,14.2,1326,18.3
47131,12747,12747,3616,28.4,2302,18.1,2651,20.8,1163,9.1,3015,23.7
47133,8982,8982,2560,28.5,1201,13.4,2029,22.6,1103,12.3,2089,23.3
47135,2790,2790,724,25.9,459,16.5,446,16.0,487,17.5,674,24.2
47137,2042,2042,569,27.9,346,16.9,479,23.5,321,15.7,327,16.0
47139,6859,6859,1865,27.2,1004,14.6,1268,18.5,1162,16.9,1560,22.7
47141,33590,33590,11666,34.7,6419,19.1,7762,23.1,2568,7.6,5175,15.4
47143,13217,13217,3355,25.4,2543,19.2,2542,19.2,1620,12.3,3157,23.9
47145,21345,21345,7184,33.7,3689,17.3,4809,22.5,1684,7.9,3979,18.6
47147,33524,33524,10961,32.7,4954,14.8,7063,21.1,4293,12.8,6253,18.7
47149,161242,161242,56807,35.2,25008,15.5,38025,23.6,13197,8.2,28205,17.5
47151,8290,8290,2027,24.5,1103,13.3,1657,20.0,1039,12.5,2464,29.7
47153,5929,5929,1702,28.7,1110,18.7,1172,19.8,805,13.6,1140,19.2
47155,46263,46263,11608,25.1,11726,25.3,12574,27.2,4372,9.5,5983,12.9
47157,432142,432142,151366,35.0,78833,18.2,97137,22.5,29077,6.7,75729,17.5
47159,8792,8792,2527,28.7,1481,16.8,1957,22.3,819,9.3,2008,22.8
47161,5222,5222,1195,22.9,963,18.4,1253,24.0,816,15.6,995,19.1
47163,66020,66020,23118,35.0,11652,17.6,15748,23.9,6065,9.2,9437,14.3
47165,90151,90151,32041,35.5,13837,15.3,22982,25.5,7047,7.8,14244,15.8
47167,27266,27266,8029,29.4,4384,16.1,6579,24.1,3564,13.1,4710,17.3
47169,4051,4051,990,24.4,663,16.4,922,22.8,661,16.3,815,20.1
47171,7063,7063,1873,26.5,1209,17.1,1450,20.5,1032,14.6,1499,21.2
47173,7209,7209,1505,20.9,1253,17.4,1532,21.3,1218,16.9,1701,23.6
47175,2153,2153,538,25.0,595,27.6,343,15.9,187,8.7,490,22.8
47177,16895,16895,4381,25.9,2444,14.5,2949,17.5,2350,13.9,4771,28.2
47179,58720,58720,22790,38.8,11005,18.7,12703,21.6,4698,8.0,7524,12.8
47181,5753,5753,1663,28.9,1169,20.3,1142,19.9,682,11.9,1097,19.1
47183,14302,14302,4672,32.7,2561,17.9,3202,22.4,1241,8.7,2626,18.4
47185,10087,10087,2584,25.6,1733,17.2,2100,20.8,1116,11.1,2554,25.3
47187,110383,110383,60850,55.1,12706,11.5,25101,22.7,5081,4.6,6645,6.0
47189,66073,66073,25660,38.8,9117,13.8,16914,25.6,5310,8.0,9072,13.7
48001,19206,19206,4141,21.6,4682,24.4,4334,22.6,2482,12.9,3567,18.6
48003,8221,8221,1794,21.8,1073,13.1,2088,25.4,1923,23.4,1343,16.3
48005,35779,35779,10389,29.0,7351,20.5,7876,22.0,4606,12.9,5557,15.5
48007,10195,10195,2935,28.8,2708,26.6,1936,19.0,1408,13.8,1208,11.8
48009,4385,4385,1432,32.7,689,15.7,1064,24.3,600,13.7,600,13.7
48011,951,951,328,34.5,175,18.4,143,15.0,212,22.3,93,9.8
48013,20037,20037,5140,25.7,4276,21.3,3553,17.7,3634,18.1,3434,17.1
48015,13801,13801,4234,30.7,2429,17.6,3445,25.0,1548,11.2,2145,15.5
48017,3273,3273,753,23.0,398,12.2,697,21.3,852,26.0,573,17.5
48019,9243,9243,3052,33.0,1523,16.5,2355,25.5,1594,17.2,719,7.8
48021,35049,35049,11597,33.1,5659,16.1,7149,20.4,5953,17.0,4691,13.4
48023,1505,1505,467,31.0,327,21.7,411,27.3,182,12.1,118,7.8
48025,9449,9449,2259,23.9,2279,24.1,2115,22.4,1177,12.5,1619,17.1
48027,139158,139158,46277,33.3,28326,20.4,31959,23.0,13859,10.0,18737,13.5
48029,887464,887464,311487,35.1,174418,19.7,215173,24.2,86959,9.8,99427,11.2
48031,5343,5343,1859,34.8,1073,20.1,1143,21.4,791,14.8,477,8.9
48033,278,278,129,46.4,19,6.8,48,17.3,61,21.9,21,7.6
48035,7563,7563,2185,28.9,1237,16.4,1653,21.9,1219,16.1,1269,16.8
48037,37085,37085,11614,31.3,6700,18.1,8830,23.8,3702,10.0,6239,16.8
48039,165147,165147,69223,41.9,23043,14.0,31011,18.8,19110,11.6,22760,13.8
48041,104813,104813,45227,43.2,17857,17.0,22011,21.0,9215,8.8,10503,10.0
48043,4318,4318,1507,34.9,882,20.4,920,21.3,558,12.9,451,10.4
48045,690,690,207,30.0,98,14.2,171,24.8,146,21.2,68,9.9
48047,2428,2428,684,28.2,680,28.0,499,20.6,281,11.6,284,11.7
48049,15974,15974,5404,33.8,2845,17.8,3341,20.9,1601,10.0,2783,17.4
48051,7731,7731,2088,27.0,1199,15.5,1446,18.7,1496,19.4,1502,19.4
48053,20303,20303,6060,29.8,3840,18.9,4724,23.3,3303,16.3,2376,11.7
48055,18334,18334,4763,26.0,3557,19.4,3975,21.7,3327,18.1,2712,14.8
48057,9606,9606,2421,25.2,1622,16.9,1504,15.7,1844,19.2,2215,23.1
48059,5684,5684,1694,29.8,896,15.8,1219,21.4,1050,18.5,825,14.5
48061,157501,157501,43079,27.4,43721,27.8,35655,22.6,16913,10.7,18133,11.5
48063,5239,5239,1263,24.1,734,14.0,1118,21.3,804,15.3,1320,25.2
48065,2897,2897,1171,40.4,351,12.1,597,20.6,417,14.4,361,12.5
48067,11615,11615,2824,24.3,2460,21.2,2538,21.9,1597,13.7,2196,18.9
48069,3438,3438,920,26.8,444,12.9,855,24.9,612,17.8,607,17.7
48071,17821,17821,6447,36.2,1868,10.5,3528,19.8,2548,14.3,3430,19.2
48073,20364,20364,5712,28.0,3884,19.1,4105,20.2,3214,15.8,3449,16.9
48075,2801,2801,985,35.2,542,19.4,395,14.1,392,14.0,487,17.4
48077,4355,4355,1364,31.3,726,16.7,974,22.4,595,13.7,696,16.0
48079,1207,1207,300,24.9,129,10.7,157,13.0,338,28.0,283,23.4
48081,1411,1411,516,36.6,213,15.1,220,15.6,288,20.4,174,12.3
48083,3348,3348,1202,35.9,361,10.8,657,19.6,510,15.2,618,18.5
48085,492047,492047,262136,53.3,60635,12.3,112000,22.8,25888,5.3,31388,6.4
48087,1322,1322,353,26.7,283,21.4,250,18.9,277,21.0,159,12.0
48089,9489,9489,2643,27.9,1794,18.9,1988,21.0,1521,16.0,1543,16.3
48091,61977,61977,24444,39.4,9243,14.9,15773,25.4,6262,10.1,6255,10.1
48093,5638,5638,1835,32.5,776,13.8,1084,19.2,914,16.2,1029,18.3
48095,1245,1245,273,21.9,188,15.1,375,30.1,272,21.8,137,11.0
48097,19101,19101,5480,28.7,3980,20.8,3653,19.1,2047,10.7,3941,20.6
48099,23340,23340,7170,30.7,5207,22.3,5632,24.1,2854,12.2,2477,10.6
48101,655,655,156,23.8,194,29.6,133,20.3,132,20.2,40,6.1
48103,2029,2029,439,21.6,343,16.9,296,14.6,539,26.6,412,20.3
48105,1741,1741,465,26.7,323,18.6,354,20.3,368,21.1,231,13.3
48107,2443,2443,635,26.0,534,21.9,566,23.2,398,16.3,310,12.7
48109,983,983,218,22.2,311,31.6,154,15.7,211,21.5,89,9.1
48111,3623,3623,831,22.9,922,25.4,519,14.3,583,16.1,768,21.2
48113,1282839,1282839,440330,34.3,222273,17.3,290805,22.7,148638,11.6,180793,14.1
48115,4863,4863,1237,25.4,879,18.1,1048,21.6,931,19.1,768,15.8
48117,8581,8581,2047,23.9,1164,13.6,1543,18.0,1554,18.1,2273,26.5
48119,2060,2060,694,33.7,346,16.8,319,15.5,300,14.6,401,19.5
48121,436490,436490,202551,46.4,59492,13.6,104878,24.0,27203,6.2,42366,9.7
48123,7957,7957,2487,31.3,1502,18.9,1501,18.9,1222,15.4,1245,15.6
48125,743,743,234,31.5,156,21.0,139,18.7,124,16.7,90,12.1
48127,3533,3533,952,26.9,741,21.0,990,28.0,382,10.8,468,13.2
48129,1487,1487,500,33.6,257,17.3,326,21.9,261,17.6,143,9.6
48131,4073,4073,730,17.9,1280,31.4,665,16.3,946,23.2,452,11.1
48133,6531,6531,2194,33.6,1207,18.5,1335,20.4,824,12.6,971,14.9
48135,73658,73658,17740,24.1,11194,15.2,17672,24.0,13235,18.0,13817,18.8
48137,902,902,129,14.3,205,22.7,327,36.3,197,21.8,44,4.9
48139,81964,81964,27567,33.6,10922,13.3,19832,24.2,10408,12.7,13235,16.1
48141,348062,348062,105728,30.4,73314,21.1,90085,25.9,31365,9.0,47570,13.7
48143,19604,19604,6439,32.8,4168,21.3,3700,18.9,2161,11.0,3136,16.0
48145,5809,5809,1303,22.4,1107,19.1,1272,21.9,720,12.4,1407,24.2
48147,13461,13461,4346,32.3,2260,16.8,2871,21.3,1773,13.2,2211,16.4
48149,11209,11209,2654,23.7,2031,18.1,2792,24.9,1770,15.8,1962,17.5
48151,1715,1715,573,33.4,300,17.5,328,19.1,264,15.4,250,14.6
48153,2400,2400,712,29.7,486,20.3,348,14.5,494,20.6,360,15.0
48155,642,642,157,24.5,154,24.0,130,20.2,91,14.2,110,17.1
48157,353205,353205,178489,50.5,42955,12.2,79000,22.4,22333,6.3,30428,8.6
48159,4654,4654,1467,31.5,701,15.1,1090,23.4,575,12.4,821,17.6
48161,7273,7273,1959,26.9,1575,21.7,1399,19.2,977,13.4,1363,18.7
48163,6757,6757,1477,21.9,1491,22.1,1065,15.8,1312,19.4,1412,20.9
48165,8273,8273,2401,29.0,1095,13.2,1437,17.4,2161,26.1,1179,14.3
48167,153139,153139,62961,41.1,26763,17.5,31676,20.7,14900,9.7,16839,11.0
48169,2134,2134,625,29.3,638,29.9,260,12.2,299,14.0,312,14.6
48171,11911,11911,4007,33.6,2612,21.9,2456,20.6,1663,14.0,1173,9.8
48173,694,694,284,40.9,99,14.3,45,6.5,88,12.7,178,25.6
48175,3075,3075,1022,33.2,360,11.7,709,23.1,401,13.0,583,19.0
48177,9083,9083,1927,21.2,1472,16.2,1808,19.9,1580,17.4,2296,25.3
48179,9264,9264,2204,23.8,1737,18.8,1871,20.2,1967,21.2,1485,16.0
48181,59160,59160,18340,31.0,11058,18.7,13508,22.8,6691,11.3,9563,16.2
48183,55553,55553,15920,28.7,10280,18.5,12579,22.6,7140,12.9,9634,17.3
48185,10583,10583,2626,24.8,1796,17.0,2315,21.9,1642,15.5,2204,20.8
48187,72170,72170,24291,33.7,11585,16.1,17067,23.6,7333,10.2,11894,16.5
48189,14154,14154,3782,26.7,2810,19.9,3030,21.4,2108,14.9,2424,17.1
48191,1236,1236,281,22.7,282,22.8,280,22.7,272,22.0,121,9.8
48193,3583,3583,1052,29.4,604,16.9,699,19.5,672,18.8,556,15.5
48195,2286,2286,735,32.2,384,16.8,339,14.8,455,19.9,373,16.3
48197,1674,1674,529,31.6,360,21.5,299,17.9,276,16.5,210,12.5
48199,23565,23565,7359,31.2,3281,13.9,5684,24.1,3237,13.7,4004,17.0
48201,2223265,2223265,790357,35.5,387256,17.4,481536,21.7,258221,11.6,305895,13.8
48203,28251,28251,9743,34.5,4540,16.1,5180,18.3,3671,13.0,5117,18.1
48205,2013,2013,810,40.2,276,13.7,339,16.8,334,16.6,254,12.6
48207,2268,2268,567,25.0,428,18.9,439,19.4,437,19.3,397,17.5
48209,103747,103747,39507,38.1,18801,18.1,24635,23.7,9645,9.3,11159,10.8
48211,1917,1917,577,30.1,315,16.4,469,24.5,378,19.7,178,9.3
48213,31583,31583,9155,29.0,6033,19.1,6906,21.9,4696,14.9,4793,15.2
48215,321626,321626,88824,27.6,75867,23.6,77031,24.0,41240,12.8,38664,12.0
48217,14899,14899,3730,25.0,2713,18.2,3222,21.6,2150,14.4,3084,20.7
48219,10373,10373,2781,26.8,1818,17.5,2327,22.4,2028,19.6,1419,13.7
48221,23937,23937,8001,33.4,3740,15.6,5110,21.3,3075,12.8,4011,16.8
48223,15927,15927,4505,28.3,2683,16.8,3385,21.3,2015,12.7,3339,21.0
48225,8197,8197,2038,24.9,1668,20.3,1910,23.3,996,12.2,1585,19.3
48227,14563,14563,4125,28.3,2672,18.3,3377,23.2,2056,14.1,2333,16.0
48229,1119,1119,249,22.3,325,29.0,236,21.1,198,17.7,111,9.9
48231,40070,40070,12917,32.2,6998,17.5,9033,22.5,5396,13.5,5726,14.3
48233,8995,8995,2155,24.0,1512,16.8,2035,22.6,1554,17.3,1739,19.3
48235,642,642,210,32.7,67,10.4,121,18.8,102,15.9,142,22.1
48237,3251,3251,881,27.1,378,11.6,717,22.1,660,20.3,615,18.9
48239,6580,6580,1724,26.2,1007,15.3,1225,18.6,1317,20.0,1307,19.9
48241,13109,13109,3672,28.0,2451,18.7,2459,18.8,2150,16.4,2377,18.1
48243,879,879,267,30.4,240,27.3,159,18.1,178,20.3,35,4.0
48245,105903,105903,31134,29.4,20112,19.0,22843,21.6,14638,13.8,17176,16.2
48247,1759,1759,440,25.0,395,22.5,301,17.1,267,15.2,356,20.2
48249,16190,16190,4568,28.2,2927,18.1,3207,19.8,2639,16.3,2849,17.6
48251,74845,74845,21966,29.3,10557,14.1,14829,19.8,8410,11.2,19083,25.5
48253,4877,4877,1755,36.0,1048,21.5,964,19.8,452,9.3,658,13.5
48255,5382,5382,1594,29.6,1015,18.9,1112,20.7,969,18.0,692,12.9
48257,55103,55103,18209,33.0,8709,15.8,13250,24.0,6770,12.3,8165,14.8
48259,19498,19498,8775,45.0,3104,15.9,4451,22.8,1727,8.9,1441,7.4
48261,220,220,26,11.8,71,32.3,51,23.2,61,27.7,11,5.0
48263,309,309,140,45.3,54,17.5,54,17.5,40,12.9,21,6.8
48265,21870,21870,6647,30.4,5303,24.2,5127,23.4,2800,12.8,1993,9.1
48267,2124,2124,643,30.3,439,20.7,472,22.2,357,16.8,213,10.0
48269,122,122,47,38.5,16,13.1,23,18.9,23,18.9,13,10.7
48271,1213,1213,257,21.2,529,43.6,124,10.2,194,16.0,109,9.0
48273,13211,13211,3696,28.0,2772,21.0,2720,20.6,2073,15.7,1950,14.8
48275,1454,1454,425,29.2,191,13.1,235,16.2,392,27.0,211,14.5
48277,21218,21218,5835,27.5,3742,17.6,4820,22.7,2786,13.1,4035,19.0
48279,5647,5647,1947,34.5,847,15.0,1029,18.2,971,17.2,853,15.1
48281,8776,8776,3175,36.2,1748,19.9,1700,19.4,1097,12.5,1056,12.0
48283,2822,2822,780,27.6,581,20.6,358,12.7,759,26.9,344,12.2
48285,8969,8969,2827,31.5,1332,14.9,1751,19.5,1210,13.5,1849,20.6
48287,8019,8019,2068,25.8,1823,22.7,1842,23.0,1171,14.6,1115,13.9
48289,6463,6463,1739,26.9,1294,20.0,1304,20.2,1119,17.3,1007,15.6
48291,30006,30006,6883,22.9,4882,16.3,6011,20.0,5807,19.4,6423,21.4
48293,8902,8902,2322,26.1,1786,20.1,1790,20.1,1300,14.6,1704,19.1
48295,1630,1630,482,29.6,195,12.0,282,17.3,313,19.2,358,22.0
48297,4437,4437,1205,27.2,781,17.6,1010,22.8,757,17.1,684,15.4
48299,7748,7748,2180,28.1,1534,19.8,2035,26.3,1223,15.8,776,10.0
48301,36,36,9,25.0,0,0.0,3,8.3,3,8.3,21,58.3
48303,147651,147651,52880,35.8,28519,19.3,34939,23.7,13969,9.5,17344,11.7
48305,2342,2342,794,33.9,293,12.5,517,22.1,462,19.7,276,11.8
48307,3781,3781,901,23.8,891,23.6,680,18.0,599,15.8,710,18.8
48309,113281,113281,36685,32.4,20567,18.2,25891,22.9,12837,11.3,17301,15.3
48311,230,230,115,50.0,24,10.4,32,13.9,31,13.5,28,12.2
48313,4402,4402,1247,28.3,968,22.0,838,19.0,813,18.5,536,12.2
48315,3612,3612,968,26.8,644,17.8,822,22.8,498,13.8,680,18.8
48317,2527,2527,756,29.9,353,14.0,515,20.4,547,21.6,356,14.1
48319,2115,2115,415,19.6,510,24.1,515,24.3,509,24.1,166,7.8
48321,15709,15709,4262,27.1,2829,18.0,3036,19.3,2884,18.4,2698,17.2
48323,21520,21520,4251,19.8,6020,28.0,4652,21.6,2952,13.7,3645,16.9
48325,21359,21359,6835,32.0,4248,19.9,3937,18.4,3122,14.6,3217,15.1
48327,1128,1128,302,26.8,143,12.7,194,17.2,381,33.8,108,9.6
48329,82866,82866,29156,35.2,11961,14.4,17864,21.6,13250,16.0,10635,12.8
48331,9931,9931,3025,30.5,1512,15.2,2118,21.3,1755,17.7,1521,15.3
48333,1903,1903,523,27.5,404,21.2,530,27.9,185,9.7,261,13.7
48335,2743,2743,888,32.4,591,21.5,573,20.9,434,15.8,257,9.4
48337,8240,8240,2037,24.7,1189,14.4,1872,22.7,1489,18.1,1653,20.1
48339,262084,262084,107049,40.8,40568,15.5,57894,22.1,27357,10.4,29216,11.1
48341,10090,10090,2374,23.5,1435,14.2,1725,17.1,1777,17.6,2779,27.5
48343,5135,5135,1262,24.6,1204,23.4,927,18.1,430,8.4,1312,25.6
48345,503,503,185,36.8,84,16.7,32,6.4,128,25.4,74,14.7
48347,27948,27948,8784,31.4,4926,17.6,6326,22.6,3509,12.6,4403,15.8
48349,20941,20941,6067,29.0,4135,19.7,3976,19.0,2662,12.7,4101,19.6
48351,4965,4965,1121,22.6,928,18.7,964,19.4,933,18.8,1019,20.5
48353,6092,6092,1694,27.8,1163,19.1,1076,17.7,875,14.4,1284,21.1
48355,165496,165496,50862,30.7,34667,20.9,36975,22.3,21903,13.2,21089,12.7
48357,4627,4627,1091,23.6,786,17.0,1005,21.7,1037,22.4,708,15.3
48359,800,800,254,31.8,133,16.6,187,23.4,116,14.5,110,13.8
48361,37083,37083,10833,29.2,6320,17.0,7809,21.1,5361,14.5,6760,18.2
48363,11903,11903,3014,25.3,2294,19.3,2696,22.6,1555,13.1,2344,19.7
48365,9846,9846,2631,26.7,1669,17.0,2253,22.9,1543,15.7,1750,17.8
48367,60252,60252,23055,38.3,8561,14.2,13563,22.5,7075,11.7,7998,13.3
48369,4476,4476,1281,28.6,663,14.8,666,14.9,738,16.5,1128,25.2
48371,6096,6096,1368,22.4,1252,20.5,1113,18.3,1280,21.0,1083,17.8
48373,18582,18582,4534,24.4,3917,21.1,4298,23.1,3349,18.0,2484,13.4
48375,52637,52637,12876,24.5,11531,21.9,11139,21.2,6842,13.0,10249,19.5
48377,2532,2532,910,35.9,653,25.8,322,12.7,536,21.2,111,4.4
48379,4690,4690,1429,30.5,669,14.3,911,19.4,798,17.0,883,18.8
48381,70272,70272,26464,37.7,11978,17.0,17375,24.7,6395,9.1,8060,11.5
48383,1685,1685,389,23.1,131,7.8,352,20.9,423,25.1,390,23.1
48385,1292,1292,366,28.3,312,24.1,388,30.0,155,12.0,71,5.5
48387,4910,4910,1283,26.1,949,19.3,966,19.7,804,16.4,908,18.5
48389,5681,5681,1272,22.4,923,16.2,1094,19.3,971,17.1,1421,25.0
48391,2809,2809,724,25.8,732,26.1,489,17.4,381,13.6,483,17.2
48393,367,367,170,46.3,53,14.4,69,18.8,35,9.5,40,10.9
48395,7401,7401,2038,27.5,1236,16.7,1588,21.5,1160,15.7,1379,18.6
48397,46149,46149,21893,47.4,5989,13.0,11071,24.0,3353,7.3,3843,8.3
48399,4354,4354,1316,30.2,735,16.9,915,21.0,692,15.9,696,16.0
48401,20822,20822,5682,27.3,3592,17.3,3884,18.7,3297,15.8,4367,21.0
48403,3135,3135,673,21.5,548,17.5,968,30.9,481,15.3,465,14.8
48405,2591,2591,723,27.9,476,18.4,581,22.4,277,10.7,534,20.6
48407,10060,10060,2273,22.6,1920,19.1,2394,23.8,2065,20.5,1408,14.0
48409,29024,29024,8047,27.7,5612,19.3,5957,20.5,4986,17.2,4422,15.2
48411,2452,2452,734,29.9,402,16.4,323,13.2,677,27.6,316,12.9
48413,1405,1405,414,29.5,248,17.7,236,16.8,276,19.6,231,16.4
48415,6740,6740,1537,22.8,1033,15.3,1570,23.3,1323,19.6,1277,18.9
48417,1512,1512,496,32.8,297,19.6,334,22.1,241,15.9,144,9.5
48419,9522,9522,2336,24.5,1450,15.2,1771,18.6,2041,21.4,1924,20.2
48421,1629,1629,517,31.7,173,10.6,258,15.8,287,17.6,394,24.2
48423,99381,99381,33638,33.8,19570,19.7,21465,21.6,10444,10.5,14264,14.4
48425,3782,3782,1408,37.2,574,15.2,658,17.4,567,15.0,575,15.2
48427,21842,21842,5260,24.1,6758,30.9,3304,15.1,3956,18.1,2564,11.7
48429,3647,3647,930,25.5,668,18.3,676,18.5,624,17.1,749,20.5
48431,587,587,143,24.4,103,17.5,132,22.5,65,11.1,144,24.5
48433,586,586,199,34.0,78,13.3,132,22.5,95,16.2,82,14.0
48435,1938,1938,633,32.7,269,13.9,442,22.8,354,18.3,240,12.4
48437,2657,2657,836,31.5,413,15.5,595,22.4,414,15.6,399,15.0
48439,997459,997459,364845,36.6,158830,15.9,237398,23.8,90960,9.1,145426,14.6
48441,62890,62890,19774,31.4,13717,21.8,14546,23.1,6932,11.0,7921,12.6
48443,344,344,91,26.5,83,24.1,49,14.2,37,10.8,84,24.4
48445,4658,4658,1384,29.7,801,17.2,798,17.1,1171,25.1,504,10.8
48447,703,703,221,31.4,82,11.7,191,27.2,102,14.5,107,15.2
48449,14108,14108,3057,21.7,2598,18.4,3079,21.8,1435,10.2,3939,27.9
48451,53898,53898,17143,31.8,10230,19.0,12966,24.1,6952,12.9,6607,12.3
48453,666484,666484,321206,48.2,102666,15.4,140949,21.1,52520,7.9,49143,7.4
48455,4938,4938,1457,29.5,998,20.2,1052,21.3,675,13.7,756,15.3
48457,6714,6714,1690,25.2,1483,22.1,1374,20.5,1191,17.7,976,14.5
48459,16963,16963,4789,28.2,2744,16.2,4445,26.2,2032,12.0,2953,17.4
48461,1437,1437,393,27.3,220,15.3,226,15.7,361,25.1,237,16.5
48463,11308,11308,2644,23.4,2467,21.8,2558,22.6,2096,18.5,1543,13.6
48465,18916,18916,4529,23.9,4379,23.1,3823,20.2,2848,15.1,3337,17.6
48467,22207,22207,6901,31.1,4322,19.5,4549,20.5,3183,14.3,3252,14.6
48469,42576,42576,12803,30.1,7664,18.0,9918,23.3,5432,12.8,6759,15.9
48471,24925,24925,7764,31.1,7032,28.2,4919,19.7,2245,9.0,2965,11.9
48473,22715,22715,6280,27.6,4763,21.0,5539,24.4,2990,13.2,3143,13.8
48475,4914,4914,1321,26.9,737,15.0,868,17.7,936,19.0,1052,21.4
48477,14874,14874,5148,34.6,2471,16.6,3059,20.6,1808,12.2,2388,16.1
48479,106666,106666,28136,26.4,24497,23.0,28572,26.8,10662,10.0,14799,13.9
48481,18808,18808,4837,25.7,3534,18.8,3849,20.5,3314,17.6,3274,17.4
48483,2534,2534,664,26.2,441,17.4,641,25.3,537,21.2,251,9.9
48485,55188,55188,17751,32.2,11397,20.7,11794,21.4,6488,11.8,7758,14.1
48487,6395,6395,1686,26.4,1738,27.2,1205,18.8,850,13.3,916,14.3
48489,6975,6975,1544,22.1,1767,25.3,1553,22.3,1151,16.5,960,13.8
48491,266094,266094,122039,45.9,37137,14.0,64366,24.2,19666,7.4,22886,8.6
48493,21274,21274,6905,32.5,3582,16.8,4599,21.6,3140,14.8,3048,14.3
48495,3273,3273,645,19.7,661,20.2,588,18.0,655,20.0,724,22.1
48497,29107,29107,8301,28.5,4735,16.3,6378,21.9,4366,15.0,5327,18.3
48499,15878,15878,4588,28.9,2556,16.1,3821,24.1,2426,15.3,2487,15.7
48501,3762,3762,896,23.8,504,13.4,632,16.8,1121,29.8,609,16.2
48503,8045,8045,2595,32.3,1385,17.2,1399,17.4,1350,16.8,1316,16.4
48505,5036,5036,787,15.6,1436,28.5,725,14.4,982,19.5,1106,22.0
48507,4592,4592,1380,30.1,1036,22.6,692,15.1,725,15.8,759,16.5
49001,2726,2726,723,26.5,406,14.9,582,21.3,528,19.4,487,17.9
49003,23020,23020,7379,32.1,3288,14.3,4455,19.4,2499,10.9,5399,23.5
49005,59014,59014,22480,38.1,9410,15.9,12561,21.3,4471,7.6,10092,17.1
49007,8868,8868,2375,26.8,1789,20.2,2092,23.6,1360,15.3,1252,14.1
49009,257,257,55,21.4,110,42.8,13,5.1,26,10.1,53,20.6
49011,159157,159157,66029,41.5,22133,13.9,38830,24.4,11972,7.5,20193,12.7
