countyFIPS,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
29113,1645.0,1645.0,661.0,40.2,85.0,5.2,120.0,7.3,59.0,3.6,397.0,24.1,661.0,661.0,411.0,62.2,549.0,83.1
29115,265.0,265.0,203.0,76.6,42.0,15.8,21.0,7.9,28.0,10.6,112.0,42.3,203.0,203.0,104.0,51.2,175.0,86.2
29117,239.0,239.0,166.0,69.5,29.0,12.1,92.0,38.5,30.0,12.6,15.0,6.3,166.0,166.0,114.0,68.7,112.0,67.5
29119,545.0,545.0,265.0,48.6,59.0,10.8,48.0,8.8,64.0,11.7,94.0,17.2,265.0,265.0,171.0,64.5,187.0,70.6
29121,133.0,133.0,77.0,57.9,11.0,8.3,22.0,16.5,9.0,6.8,35.0,26.3,77.0,77.0,51.0,66.2,55.0,71.4
29123,216.0,216.0,147.0,68.1,16.0,7.4,20.0,9.3,4.0,1.9,107.0,49.5,147.0,147.0,100.0,68.0,91.0,61.9
29125,184.0,184.0,114.0,62.0,2.0,1.1,47.0,25.5,16.0,8.7,49.0,26.6,114.0,114.0,78.0,68.4,78.0,68.4
29127,536.0,536.0,307.0,57.3,61.0,11.4,95.0,17.7,5.0,0.9,146.0,27.2,307.0,307.0,172.0,56.0,238.0,77.5
29129,125.0,125.0,93.0,74.4,44.0,35.2,0.0,0.0,12.0,9.6,37.0,29.6,93.0,93.0,47.0,50.5,91.0,97.8
29131,667.0,667.0,203.0,30.4,26.0,3.9,30.0,4.5,55.0,8.2,92.0,13.8,203.0,203.0,130.0,64.0,123.0,60.6
29133,270.0,270.0,164.0,60.7,16.0,5.9,26.0,9.6,46.0,17.0,76.0,28.1,164.0,164.0,96.0,58.5,91.0,55.5
29135,209.0,209.0,144.0,68.9,73.0,34.9,15.0,7.2,2.0,1.0,54.0,25.8,144.0,144.0,84.0,58.3,126.0,87.5
29137,138.0,138.0,60.0,43.5,15.0,10.9,0.0,0.0,15.0,10.9,30.0,21.7,60.0,60.0,44.0,73.3,21.0,35.0
29139,221.0,221.0,126.0,57.0,46.0,20.8,54.0,24.4,5.0,2.3,21.0,9.5,126.0,126.0,76.0,60.3,91.0,72.2
29141,349.0,349.0,85.0,24.4,28.0,8.0,20.0,5.7,0.0,0.0,37.0,10.6,85.0,85.0,58.0,68.2,49.0,57.6
29143,562.0,562.0,364.0,64.8,111.0,19.8,24.0,4.3,7.0,1.2,222.0,39.5,364.0,364.0,244.0,67.0,258.0,70.9
29145,1157.0,1157.0,442.0,38.2,92.0,8.0,67.0,5.8,75.0,6.5,208.0,18.0,442.0,442.0,229.0,51.8,320.0,72.4
29147,210.0,210.0,114.0,54.3,32.0,15.2,0.0,0.0,19.0,9.0,63.0,30.0,114.0,114.0,55.0,48.2,59.0,51.8
29149,219.0,219.0,103.0,47.0,66.0,30.1,10.0,4.6,0.0,0.0,27.0,12.3,103.0,103.0,71.0,68.9,98.0,95.1
29151,155.0,155.0,97.0,62.6,26.0,16.8,24.0,15.5,7.0,4.5,40.0,25.8,97.0,97.0,57.0,58.8,60.0,61.9
29153,240.0,240.0,110.0,45.8,42.0,17.5,38.0,15.8,18.0,7.5,12.0,5.0,110.0,110.0,93.0,84.5,78.0,70.9
29155,566.0,566.0,393.0,69.4,77.0,13.6,97.0,17.1,69.0,12.2,150.0,26.5,393.0,393.0,209.0,53.2,260.0,66.2
29157,473.0,473.0,163.0,34.5,60.0,12.7,37.0,7.8,52.0,11.0,14.0,3.0,163.0,163.0,70.0,42.9,98.0,60.1
29159,928.0,928.0,279.0,30.1,59.0,6.4,47.0,5.1,72.0,7.8,101.0,10.9,279.0,279.0,189.0,67.7,206.0,73.8
29161,826.0,826.0,467.0,56.5,106.0,12.8,74.0,9.0,72.0,8.7,215.0,26.0,467.0,467.0,267.0,57.2,309.0,66.2
29163,465.0,465.0,294.0,63.2,133.0,28.6,34.0,7.3,9.0,1.9,118.0,25.4,294.0,294.0,170.0,57.8,256.0,87.1
29165,1433.0,1433.0,506.0,35.3,129.0,9.0,93.0,6.5,83.0,5.8,201.0,14.0,506.0,506.0,317.0,62.6,351.0,69.4
29167,763.0,763.0,319.0,41.8,95.0,12.5,53.0,6.9,53.0,6.9,118.0,15.5,319.0,319.0,175.0,54.9,290.0,90.9
29169,802.0,802.0,462.0,57.6,39.0,4.9,55.0,6.9,44.0,5.5,324.0,40.4,462.0,462.0,300.0,64.9,354.0,76.6
29171,29.0,29.0,2.0,6.9,0.0,0.0,0.0,0.0,2.0,6.9,0.0,0.0,2.0,2.0,2.0,100.0,2.0,100.0
29173,198.0,198.0,110.0,55.6,9.0,4.5,7.0,3.5,16.0,8.1,78.0,39.4,110.0,110.0,66.0,60.0,97.0,88.2
29175,345.0,345.0,199.0,57.7,50.0,14.5,55.0,15.9,12.0,3.5,82.0,23.8,199.0,199.0,125.0,62.8,152.0,76.4
29177,479.0,479.0,212.0,44.3,38.0,7.9,46.0,9.6,32.0,6.7,96.0,20.0,212.0,212.0,116.0,54.7,186.0,87.7
29179,126.0,126.0,86.0,68.3,10.0,7.9,9.0,7.1,16.0,12.7,51.0,40.5,86.0,86.0,47.0,54.7,67.0,77.9
29181,399.0,399.0,265.0,66.4,89.0,22.3,92.0,23.1,21.0,5.3,63.0,15.8,265.0,265.0,160.0,60.4,192.0,72.5
29183,6402.0,6402.0,2449.0,38.3,571.0,8.9,515.0,8.0,496.0,7.7,867.0,13.5,2449.0,2449.0,1448.0,59.1,1711.0,69.9
29185,209.0,209.0,81.0,38.8,11.0,5.3,34.0,16.3,12.0,5.7,24.0,11.5,81.0,81.0,42.0,51.9,69.0,85.2
29186,313.0,313.0,114.0,36.4,40.0,12.8,42.0,13.4,30.0,9.6,2.0,0.6,114.0,114.0,91.0,79.8,48.0,42.1
29187,1433.0,1433.0,667.0,46.5,62.0,4.3,87.0,6.1,180.0,12.6,338.0,23.6,667.0,667.0,450.0,67.5,524.0,78.6
29189,16220.0,16220.0,6421.0,39.6,1187.0,7.3,1557.0,9.6,830.0,5.1,2847.0,17.6,6421.0,6421.0,4019.0,62.6,4206.0,65.5
29195,508.0,508.0,185.0,36.4,39.0,7.7,35.0,6.9,19.0,3.7,92.0,18.1,185.0,185.0,98.0,53.0,145.0,78.4
29197,92.0,92.0,48.0,52.2,21.0,22.8,0.0,0.0,5.0,5.4,22.0,23.9,48.0,48.0,36.0,75.0,39.0,81.3
29199,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
29201,1024.0,1024.0,501.0,48.9,102.0,10.0,135.0,13.2,72.0,7.0,192.0,18.8,501.0,501.0,312.0,62.3,340.0,67.9
29203,137.0,137.0,55.0,40.1,0.0,0.0,10.0,7.3,1.0,0.7,44.0,32.1,55.0,55.0,40.0,72.7,25.0,45.5
29205,63.0,63.0,44.0,69.8,7.0,11.1,30.0,47.6,0.0,0.0,7.0,11.1,44.0,44.0,22.0,50.0,41.0,93.2
29207,661.0,661.0,351.0,53.1,114.0,17.2,53.0,8.0,90.0,13.6,94.0,14.2,351.0,351.0,182.0,51.9,251.0,71.5
29209,531.0,531.0,219.0,41.2,12.0,2.3,85.0,16.0,4.0,0.8,118.0,22.2,219.0,219.0,111.0,50.7,152.0,69.4
29211,224.0,224.0,75.0,33.5,27.0,12.1,22.0,9.8,2.0,0.9,24.0,10.7,75.0,75.0,52.0,69.3,59.0,78.7
29213,1411.0,1411.0,994.0,70.4,100.0,7.1,470.0,33.3,67.0,4.7,357.0,25.3,994.0,994.0,600.0,60.4,732.0,73.6
29215,404.0,404.0,155.0,38.4,13.0,3.2,29.0,7.2,45.0,11.1,68.0,16.8,155.0,155.0,91.0,58.7,118.0,76.1
29217,430.0,430.0,219.0,50.9,3.0,0.7,51.0,11.9,21.0,4.9,144.0,33.5,219.0,219.0,146.0,66.7,141.0,64.4
29219,607.0,607.0,321.0,52.9,78.0,12.9,68.0,11.2,98.0,16.1,77.0,12.7,321.0,321.0,202.0,62.9,284.0,88.5
29221,719.0,719.0,429.0,59.7,64.0,8.9,183.0,25.5,16.0,2.2,166.0,23.1,429.0,429.0,297.0,69.2,318.0,74.1
29223,493.0,493.0,193.0,39.1,66.0,13.4,23.0,4.7,16.0,3.2,88.0,17.8,193.0,193.0,126.0,65.3,140.0,72.5
29225,1059.0,1059.0,458.0,43.2,132.0,12.5,90.0,8.5,129.0,12.2,107.0,10.1,458.0,458.0,225.0,49.1,293.0,64.0
29227,30.0,30.0,30.0,100.0,23.0,76.7,7.0,23.3,0.0,0.0,0.0,0.0,30.0,30.0,17.0,56.7,30.0,100.0
29229,480.0,480.0,310.0,64.6,108.0,22.5,65.0,13.5,53.0,11.0,84.0,17.5,310.0,310.0,183.0,59.0,223.0,71.9
29510,5755.0,5755.0,2424.0,42.1,361.0,6.3,479.0,8.3,305.0,5.3,1279.0,22.2,2424.0,2424.0,1728.0,71.3,1153.0,47.6
30001,127.0,127.0,40.0,31.5,0.0,0.0,31.0,24.4,7.0,5.5,2.0,1.6,40.0,40.0,32.0,80.0,31.0,77.5
30003,875.0,875.0,515.0,58.9,28.0,3.2,86.0,9.8,68.0,7.8,333.0,38.1,515.0,515.0,344.0,66.8,334.0,64.9
30005,342.0,342.0,279.0,81.6,107.0,31.3,14.0,4.1,51.0,14.9,107.0,31.3,279.0,279.0,184.0,65.9,188.0,67.4
30007,39.0,39.0,12.0,30.8,3.0,7.7,3.0,7.7,0.0,0.0,6.0,15.4,12.0,12.0,6.0,50.0,6.0,50.0
30009,135.0,135.0,53.0,39.3,26.0,19.3,10.0,7.4,5.0,3.7,12.0,8.9,53.0,53.0,23.0,43.4,46.0,86.8
30011,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
30013,1296.0,1296.0,656.0,50.6,85.0,6.6,136.0,10.5,98.0,7.6,337.0,26.0,656.0,656.0,426.0,64.9,518.0,79.0
30015,176.0,176.0,117.0,66.5,20.0,11.4,27.0,15.3,26.0,14.8,44.0,25.0,117.0,117.0,78.0,66.7,70.0,59.8
30017,132.0,132.0,51.0,38.6,5.0,3.8,16.0,12.1,0.0,0.0,30.0,22.7,51.0,51.0,26.0,51.0,44.0,86.3
30019,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
30021,144.0,144.0,52.0,36.1,9.0,6.3,5.0,3.5,4.0,2.8,34.0,23.6,52.0,52.0,47.0,90.4,52.0,100.0
30023,240.0,240.0,129.0,53.8,0.0,0.0,17.0,7.1,79.0,32.9,33.0,13.8,129.0,129.0,68.0,52.7,98.0,76.0
30025,16.0,16.0,16.0,100.0,0.0,0.0,16.0,100.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,50.0,16.0,100.0
30027,207.0,207.0,99.0,47.8,64.0,30.9,3.0,1.4,17.0,8.2,15.0,7.2,99.0,99.0,56.0,56.6,94.0,94.9
30029,1342.0,1342.0,605.0,45.1,132.0,9.8,52.0,3.9,85.0,6.3,336.0,25.0,605.0,605.0,363.0,60.0,476.0,78.7
30031,882.0,882.0,313.0,35.5,57.0,6.5,33.0,3.7,40.0,4.5,183.0,20.7,313.0,313.0,190.0,60.7,299.0,95.5
30033,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
30035,634.0,634.0,279.0,44.0,103.0,16.2,61.0,9.6,13.0,2.1,102.0,16.1,279.0,279.0,199.0,71.3,155.0,55.6
30037,22.0,22.0,22.0,100.0,0.0,0.0,9.0,40.9,0.0,0.0,13.0,59.1,22.0,22.0,10.0,45.5,22.0,100.0
30039,29.0,29.0,16.0,55.2,0.0,0.0,8.0,27.6,0.0,0.0,8.0,27.6,16.0,16.0,13.0,81.3,16.0,100.0
30041,410.0,410.0,358.0,87.3,26.0,6.3,81.0,19.8,45.0,11.0,206.0,50.2,358.0,358.0,224.0,62.6,253.0,70.7
30043,153.0,153.0,41.0,26.8,10.0,6.5,10.0,6.5,0.0,0.0,21.0,13.7,41.0,41.0,15.0,36.6,25.0,61.0
30045,12.0,12.0,1.0,8.3,0.0,0.0,1.0,8.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
30047,816.0,816.0,567.0,69.5,219.0,26.8,30.0,3.7,148.0,18.1,170.0,20.8,567.0,567.0,326.0,57.5,435.0,76.7
30049,766.0,766.0,387.0,50.5,23.0,3.0,84.0,11.0,50.0,6.5,230.0,30.0,387.0,387.0,238.0,61.5,284.0,73.4
30051,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
30053,260.0,260.0,146.0,56.2,3.0,1.2,4.0,1.5,47.0,18.1,92.0,35.4,146.0,146.0,66.0,45.2,146.0,100.0
30055,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,2.0,2.0,1.0,50.0,2.0,100.0
30057,28.0,28.0,16.0,57.1,14.0,50.0,2.0,7.1,0.0,0.0,0.0,0.0,16.0,16.0,9.0,56.3,16.0,100.0
30059,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
30061,39.0,39.0,39.0,100.0,22.0,56.4,13.0,33.3,0.0,0.0,4.0,10.3,39.0,39.0,20.0,51.3,35.0,89.7
30063,1029.0,1029.0,388.0,37.7,43.0,4.2,182.0,17.7,66.0,6.4,97.0,9.4,388.0,388.0,226.0,58.2,319.0,82.2
30065,54.0,54.0,22.0,40.7,2.0,3.7,0.0,0.0,10.0,18.5,10.0,18.5,22.0,22.0,17.0,77.3,10.0,45.5
30067,59.0,59.0,26.0,44.1,0.0,0.0,11.0,18.6,0.0,0.0,15.0,25.4,26.0,26.0,13.0,50.0,26.0,100.0
30069,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
30071,40.0,40.0,9.0,22.5,8.0,20.0,0.0,0.0,1.0,2.5,0.0,0.0,9.0,9.0,5.0,55.6,9.0,100.0
30073,94.0,94.0,51.0,54.3,12.0,12.8,6.0,6.4,5.0,5.3,28.0,29.8,51.0,51.0,21.0,41.2,38.0,74.5
30075,11.0,11.0,11.0,100.0,0.0,0.0,4.0,36.4,0.0,0.0,7.0,63.6,11.0,11.0,9.0,81.8,4.0,36.4
30077,119.0,119.0,36.0,30.3,16.0,13.4,0.0,0.0,0.0,0.0,20.0,16.8,36.0,36.0,17.0,47.2,36.0,100.0
30079,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
30081,865.0,865.0,471.0,54.5,13.0,1.5,106.0,12.3,89.0,10.3,263.0,30.4,471.0,471.0,281.0,59.7,383.0,81.3
30083,164.0,164.0,51.0,31.1,8.0,4.9,22.0,13.4,18.0,11.0,3.0,1.8,51.0,51.0,28.0,54.9,22.0,43.1
30085,425.0,425.0,254.0,59.8,33.0,7.8,59.0,13.9,28.0,6.6,134.0,31.5,254.0,254.0,160.0,63.0,176.0,69.3
30087,220.0,220.0,163.0,74.1,27.0,12.3,18.0,8.2,34.0,15.5,84.0,38.2,163.0,163.0,123.0,75.5,76.0,46.6
30089,178.0,178.0,91.0,51.1,15.0,8.4,14.0,7.9,26.0,14.6,36.0,20.2,91.0,91.0,47.0,51.6,73.0,80.2
30091,23.0,23.0,17.0,73.9,0.0,0.0,0.0,0.0,0.0,0.0,17.0,73.9,17.0,17.0,6.0,35.3,11.0,64.7
30093,432.0,432.0,203.0,47.0,47.0,10.9,67.0,15.5,41.0,9.5,48.0,11.1,203.0,203.0,121.0,59.6,111.0,54.7
30095,131.0,131.0,53.0,40.5,12.0,9.2,41.0,31.3,0.0,0.0,0.0,0.0,53.0,53.0,37.0,69.8,46.0,86.8
30097,59.0,59.0,51.0,86.4,4.0,6.8,0.0,0.0,0.0,0.0,47.0,79.7,51.0,51.0,17.0,33.3,33.0,64.7
30099,82.0,82.0,32.0,39.0,22.0,26.8,10.0,12.2,0.0,0.0,0.0,0.0,32.0,32.0,15.0,46.9,32.0,100.0
30101,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
30103,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
30105,151.0,151.0,107.0,70.9,21.0,13.9,45.0,29.8,10.0,6.6,31.0,20.5,107.0,107.0,80.0,74.8,60.0,56.1
30107,41.0,41.0,22.0,53.7,13.0,31.7,0.0,0.0,0.0,0.0,9.0,22.0,22.0,22.0,14.0,63.6,22.0,100.0
30109,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,10.0,10.0,6.0,60.0,10.0,100.0
30111,2222.0,2222.0,1269.0,57.1,441.0,19.8,271.0,12.2,115.0,5.2,442.0,19.9,1269.0,1269.0,835.0,65.8,854.0,67.3
31001,441.0,441.0,187.0,42.4,39.0,8.8,46.0,10.4,57.0,12.9,45.0,10.2,187.0,187.0,115.0,61.5,142.0,75.9
31003,99.0,99.0,38.0,38.4,14.0,14.1,0.0,0.0,14.0,14.1,10.0,10.1,38.0,38.0,20.0,52.6,19.0,50.0
31005,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
31007,33.0,33.0,10.0,30.3,10.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,6.0,60.0
31009,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
31011,73.0,73.0,17.0,23.3,5.0,6.8,0.0,0.0,0.0,0.0,12.0,16.4,17.0,17.0,15.0,88.2,9.0,52.9
31013,166.0,166.0,61.0,36.7,13.0,7.8,32.0,19.3,0.0,0.0,16.0,9.6,61.0,61.0,31.0,50.8,35.0,57.4
31015,13.0,13.0,10.0,76.9,3.0,23.1,0.0,0.0,1.0,7.7,6.0,46.2,10.0,10.0,5.0,50.0,8.0,80.0
31017,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
31019,564.0,564.0,163.0,28.9,45.0,8.0,33.0,5.9,54.0,9.6,31.0,5.5,163.0,163.0,96.0,58.9,119.0,73.0
31021,64.0,64.0,39.0,60.9,1.0,1.6,16.0,25.0,0.0,0.0,22.0,34.4,39.0,39.0,24.0,61.5,28.0,71.8
31023,126.0,126.0,105.0,83.3,0.0,0.0,87.0,69.0,0.0,0.0,18.0,14.3,105.0,105.0,62.0,59.0,87.0,82.9
31025,398.0,398.0,174.0,43.7,52.0,13.1,36.0,9.0,35.0,8.8,51.0,12.8,174.0,174.0,115.0,66.1,125.0,71.8
31027,69.0,69.0,26.0,37.7,19.0,27.5,0.0,0.0,0.0,0.0,7.0,10.1,26.0,26.0,16.0,61.5,19.0,73.1
31029,21.0,21.0,18.0,85.7,16.0,76.2,0.0,0.0,0.0,0.0,2.0,9.5,18.0,18.0,10.0,55.6,16.0,88.9
31031,105.0,105.0,28.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.7,28.0,28.0,14.0,50.0,27.0,96.4
31033,131.0,131.0,10.0,7.6,0.0,0.0,5.0,3.8,0.0,0.0,5.0,3.8,10.0,10.0,2.0,20.0,7.0,70.0
31035,74.0,74.0,39.0,52.7,18.0,24.3,3.0,4.1,0.0,0.0,18.0,24.3,39.0,39.0,27.0,69.2,18.0,46.2
31037,81.0,81.0,10.0,12.3,10.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,100.0,10.0,100.0
31039,57.0,57.0,8.0,14.0,5.0,8.8,0.0,0.0,0.0,0.0,3.0,5.3,8.0,8.0,5.0,62.5,8.0,100.0
31041,131.0,131.0,48.0,36.6,0.0,0.0,32.0,24.4,5.0,3.8,11.0,8.4,48.0,48.0,44.0,91.7,9.0,18.8
31043,687.0,687.0,346.0,50.4,50.0,7.3,5.0,0.7,4.0,0.6,287.0,41.8,346.0,346.0,141.0,40.8,329.0,95.1
31045,59.0,59.0,47.0,79.7,8.0,13.6,0.0,0.0,0.0,0.0,39.0,66.1,47.0,47.0,22.0,46.8,47.0,100.0
31047,381.0,381.0,147.0,38.6,9.0,2.4,16.0,4.2,15.0,3.9,107.0,28.1,147.0,147.0,45.0,30.6,141.0,95.9
31049,30.0,30.0,21.0,70.0,9.0,30.0,2.0,6.7,5.0,16.7,5.0,16.7,21.0,21.0,17.0,81.0,21.0,100.0
31051,88.0,88.0,37.0,42.0,19.0,21.6,6.0,6.8,11.0,12.5,1.0,1.1,37.0,37.0,22.0,59.5,33.0,89.2
31053,314.0,314.0,123.0,39.2,1.0,0.3,44.0,14.0,0.0,0.0,78.0,24.8,123.0,123.0,67.0,54.5,92.0,74.8
31055,8340.0,8340.0,2803.0,33.6,646.0,7.7,705.0,8.5,324.0,3.9,1128.0,13.5,2803.0,2803.0,1950.0,69.6,1571.0,56.0
31057,21.0,21.0,11.0,52.4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,52.4,11.0,11.0,5.0,45.5,11.0,100.0
31059,42.0,42.0,1.0,2.4,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100.0
31061,49.0,49.0,28.0,57.1,7.0,14.3,7.0,14.3,0.0,0.0,14.0,28.6,28.0,28.0,14.0,50.0,24.0,85.7
31063,41.0,41.0,34.0,82.9,8.0,19.5,24.0,58.5,1.0,2.4,1.0,2.4,34.0,34.0,19.0,55.9,33.0,97.1
31065,88.0,88.0,55.0,62.5,25.0,28.4,0.0,0.0,0.0,0.0,30.0,34.1,55.0,55.0,23.0,41.8,55.0,100.0
31067,189.0,189.0,70.0,37.0,46.0,24.3,13.0,6.9,0.0,0.0,11.0,5.8,70.0,70.0,44.0,62.9,62.0,88.6
31069,19.0,19.0,5.0,26.3,5.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,100.0,0.0,0.0
31071,25.0,25.0,19.0,76.0,0.0,0.0,10.0,40.0,0.0,0.0,9.0,36.0,19.0,19.0,4.0,21.1,19.0,100.0
31073,22.0,22.0,6.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.3,6.0,6.0,6.0,100.0,0.0,0.0
31075,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
31077,16.0,16.0,8.0,50.0,0.0,0.0,8.0,50.0,0.0,0.0,0.0,0.0,8.0,8.0,5.0,62.5,8.0,100.0
31079,1527.0,1527.0,523.0,34.3,120.0,7.9,120.0,7.9,98.0,6.4,185.0,12.1,523.0,523.0,305.0,58.3,413.0,79.0
31081,103.0,103.0,74.0,71.8,25.0,24.3,3.0,2.9,16.0,15.5,30.0,29.1,74.0,74.0,40.0,54.1,64.0,86.5
31083,30.0,30.0,25.0,83.3,7.0,23.3,1.0,3.3,17.0,56.7,0.0,0.0,25.0,25.0,15.0,60.0,24.0,96.0
31085,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
31087,23.0,23.0,8.0,34.8,0.0,0.0,0.0,0.0,8.0,34.8,0.0,0.0,8.0,8.0,6.0,75.0,4.0,50.0
31089,154.0,154.0,103.0,66.9,7.0,4.5,49.0,31.8,4.0,2.6,43.0,27.9,103.0,103.0,62.0,60.2,86.0,83.5
31091,11.0,11.0,11.0,100.0,0.0,0.0,11.0,100.0,0.0,0.0,0.0,0.0,11.0,11.0,6.0,54.5,11.0,100.0
31093,43.0,43.0,11.0,25.6,7.0,16.3,0.0,0.0,0.0,0.0,4.0,9.3,11.0,11.0,8.0,72.7,7.0,63.6
31095,78.0,78.0,63.0,80.8,11.0,14.1,22.0,28.2,25.0,32.1,5.0,6.4,63.0,63.0,40.0,63.5,55.0,87.3
31097,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
31099,54.0,54.0,21.0,38.9,6.0,11.1,0.0,0.0,0.0,0.0,15.0,27.8,21.0,21.0,7.0,33.3,17.0,81.0
31101,81.0,81.0,52.0,64.2,30.0,37.0,15.0,18.5,0.0,0.0,7.0,8.6,52.0,52.0,25.0,48.1,48.0,92.3
31103,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
31105,57.0,57.0,15.0,26.3,0.0,0.0,3.0,5.3,0.0,0.0,12.0,21.1,15.0,15.0,8.0,53.3,15.0,100.0
31107,108.0,108.0,67.0,62.0,20.0,18.5,12.0,11.1,3.0,2.8,32.0,29.6,67.0,67.0,48.0,71.6,39.0,58.2
31109,3662.0,3662.0,1159.0,31.6,208.0,5.7,351.0,9.6,115.0,3.1,485.0,13.2,1159.0,1159.0,726.0,62.6,748.0,64.5
31111,409.0,409.0,254.0,62.1,22.0,5.4,42.0,10.3,117.0,28.6,73.0,17.8,254.0,254.0,161.0,63.4,186.0,73.2
31113,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
31115,8.0,8.0,5.0,62.5,0.0,0.0,0.0,0.0,5.0,62.5,0.0,0.0,5.0,5.0,2.0,40.0,5.0,100.0
31117,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
31119,343.0,343.0,161.0,46.9,21.0,6.1,53.0,15.5,15.0,4.4,72.0,21.0,161.0,161.0,88.0,54.7,134.0,83.2
