countyFIPS,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Percent Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married,Percent Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married
48247,276.0,276.0,184.0,66.7,0.0,0.0,83.0,30.1,45.0,16.3,56.0,20.3,184.0,184.0,92.0,50.0,130.0,70.7
48249,1602.0,1602.0,590.0,36.8,155.0,9.7,130.0,8.1,87.0,5.4,218.0,13.6,590.0,590.0,277.0,46.9,533.0,90.3
48251,5742.0,5742.0,2819.0,49.1,917.0,16.0,410.0,7.1,503.0,8.8,989.0,17.2,2819.0,2819.0,1559.0,55.3,2436.0,86.4
48253,437.0,437.0,349.0,79.9,16.0,3.7,89.0,20.4,9.0,2.1,235.0,53.8,349.0,349.0,212.0,60.7,264.0,75.6
48255,176.0,176.0,98.0,55.7,22.0,12.5,12.0,6.8,16.0,9.1,48.0,27.3,98.0,98.0,56.0,57.1,90.0,91.8
48257,4428.0,4428.0,1443.0,32.6,348.0,7.9,305.0,6.9,229.0,5.2,561.0,12.7,1443.0,1443.0,889.0,61.6,936.0,64.9
48259,1145.0,1145.0,381.0,33.3,103.0,9.0,35.0,3.1,67.0,5.9,176.0,15.4,381.0,381.0,198.0,52.0,320.0,84.0
48261,8.0,8.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,100.0,8.0,8.0,4.0,50.0,8.0,100.0
48263,20.0,20.0,13.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,65.0,13.0,13.0,13.0,100.0,0.0,0.0
48265,1279.0,1279.0,577.0,45.1,129.0,10.1,100.0,7.8,169.0,13.2,179.0,14.0,577.0,577.0,309.0,53.6,512.0,88.7
48267,138.0,138.0,110.0,79.7,37.0,26.8,0.0,0.0,0.0,0.0,73.0,52.9,110.0,110.0,64.0,58.2,96.0,87.3
48269,9.0,9.0,5.0,55.6,5.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,100.0,5.0,100.0
48271,80.0,80.0,9.0,11.3,9.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,100.0,0.0,0.0
48273,792.0,792.0,233.0,29.4,69.0,8.7,9.0,1.1,42.0,5.3,113.0,14.3,233.0,233.0,129.0,55.4,210.0,90.1
48275,65.0,65.0,45.0,69.2,4.0,6.2,8.0,12.3,21.0,32.3,12.0,18.5,45.0,45.0,29.0,64.4,42.0,93.3
48277,1351.0,1351.0,807.0,59.7,199.0,14.7,192.0,14.2,146.0,10.8,270.0,20.0,807.0,807.0,560.0,69.4,587.0,72.7
48279,267.0,267.0,99.0,37.1,42.0,15.7,31.0,11.6,25.0,9.4,1.0,0.4,99.0,99.0,63.0,63.6,83.0,83.8
48281,465.0,465.0,210.0,45.2,50.0,10.8,56.0,12.0,7.0,1.5,97.0,20.9,210.0,210.0,111.0,52.9,201.0,95.7
48283,215.0,215.0,173.0,80.5,56.0,26.0,0.0,0.0,15.0,7.0,102.0,47.4,173.0,173.0,88.0,50.9,151.0,87.3
48285,249.0,249.0,129.0,51.8,0.0,0.0,22.0,8.8,34.0,13.7,73.0,29.3,129.0,129.0,64.0,49.6,99.0,76.7
48287,295.0,295.0,94.0,31.9,30.0,10.2,8.0,2.7,4.0,1.4,52.0,17.6,94.0,94.0,63.0,67.0,57.0,60.6
48289,479.0,479.0,179.0,37.4,69.0,14.4,39.0,8.1,52.0,10.9,19.0,4.0,179.0,179.0,112.0,62.6,138.0,77.1
48291,2393.0,2393.0,1105.0,46.2,273.0,11.4,168.0,7.0,168.0,7.0,496.0,20.7,1105.0,1105.0,639.0,57.8,843.0,76.3
48293,604.0,604.0,370.0,61.3,100.0,16.6,104.0,17.2,73.0,12.1,93.0,15.4,370.0,370.0,207.0,55.9,316.0,85.4
48295,72.0,72.0,57.0,79.2,43.0,59.7,4.0,5.6,1.0,1.4,9.0,12.5,57.0,57.0,34.0,59.6,56.0,98.2
48297,289.0,289.0,109.0,37.7,0.0,0.0,20.0,6.9,0.0,0.0,89.0,30.8,109.0,109.0,36.0,33.0,79.0,72.5
48299,705.0,705.0,340.0,48.2,126.0,17.9,78.0,11.1,62.0,8.8,74.0,10.5,340.0,340.0,189.0,55.6,270.0,79.4
48301,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
48303,7439.0,7439.0,4369.0,58.7,658.0,8.8,832.0,11.2,486.0,6.5,2393.0,32.2,4369.0,4369.0,2558.0,58.5,2950.0,67.5
48305,126.0,126.0,55.0,43.7,7.0,5.6,14.0,11.1,0.0,0.0,34.0,27.0,55.0,55.0,29.0,52.7,50.0,90.9
48307,240.0,240.0,105.0,43.8,50.0,20.8,0.0,0.0,28.0,11.7,27.0,11.3,105.0,105.0,31.0,29.5,77.0,73.3
48309,6464.0,6464.0,2859.0,44.2,855.0,13.2,474.0,7.3,587.0,9.1,943.0,14.6,2859.0,2859.0,1854.0,64.8,1957.0,68.5
48311,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
48313,335.0,335.0,172.0,51.3,70.0,20.9,13.0,3.9,38.0,11.3,51.0,15.2,172.0,172.0,92.0,53.5,149.0,86.6
48315,222.0,222.0,118.0,53.2,41.0,18.5,23.0,10.4,32.0,14.4,22.0,9.9,118.0,118.0,80.0,67.8,69.0,58.5
48317,185.0,185.0,114.0,61.6,0.0,0.0,40.0,21.6,29.0,15.7,45.0,24.3,114.0,114.0,63.0,55.3,99.0,86.8
48319,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-
48321,829.0,829.0,252.0,30.4,28.0,3.4,22.0,2.7,25.0,3.0,177.0,21.4,252.0,252.0,173.0,68.7,171.0,67.9
48323,3040.0,3040.0,1136.0,37.4,244.0,8.0,326.0,10.7,141.0,4.6,425.0,14.0,1136.0,1136.0,565.0,49.7,1026.0,90.3
48325,1928.0,1928.0,415.0,21.5,138.0,7.2,132.0,6.8,32.0,1.7,113.0,5.9,415.0,415.0,202.0,48.7,395.0,95.2
48327,50.0,50.0,27.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,54.0,27.0,27.0,14.0,51.9,27.0,100.0
48329,4721.0,4721.0,2106.0,44.6,572.0,12.1,545.0,11.5,196.0,4.2,793.0,16.8,2106.0,2106.0,1266.0,60.1,1654.0,78.5
48331,661.0,661.0,294.0,44.5,45.0,6.8,141.0,21.3,12.0,1.8,96.0,14.5,294.0,294.0,193.0,65.6,202.0,68.7
48333,138.0,138.0,138.0,100.0,29.0,21.0,0.0,0.0,11.0,8.0,98.0,71.0,138.0,138.0,84.0,60.9,134.0,97.1
48335,230.0,230.0,141.0,61.3,113.0,49.1,0.0,0.0,28.0,12.2,0.0,0.0,141.0,141.0,66.0,46.8,128.0,90.8
48337,415.0,415.0,300.0,72.3,85.0,20.5,22.0,5.3,3.0,0.7,190.0,45.8,300.0,300.0,160.0,53.3,254.0,84.7
48339,12000.0,12000.0,4548.0,37.9,1124.0,9.4,1155.0,9.6,420.0,3.5,1849.0,15.4,4548.0,4548.0,2801.0,61.6,2980.0,65.5
48341,612.0,612.0,392.0,64.1,77.0,12.6,22.0,3.6,109.0,17.8,184.0,30.1,392.0,392.0,191.0,48.7,289.0,73.7
48343,425.0,425.0,186.0,43.8,24.0,5.6,67.0,15.8,30.0,7.1,65.0,15.3,186.0,186.0,97.0,52.2,174.0,93.5
48345,28.0,28.0,15.0,53.6,0.0,0.0,0.0,0.0,2.0,7.1,13.0,46.4,15.0,15.0,13.0,86.7,3.0,20.0
48347,1491.0,1491.0,774.0,51.9,60.0,4.0,262.0,17.6,75.0,5.0,377.0,25.3,774.0,774.0,435.0,56.2,573.0,74.0
48349,1575.0,1575.0,843.0,53.5,135.0,8.6,189.0,12.0,140.0,8.9,379.0,24.1,843.0,843.0,450.0,53.4,597.0,70.8
48351,264.0,264.0,125.0,47.3,92.0,34.8,11.0,4.2,0.0,0.0,22.0,8.3,125.0,125.0,76.0,60.8,42.0,33.6
48353,364.0,364.0,233.0,64.0,30.0,8.2,56.0,15.4,0.0,0.0,147.0,40.4,233.0,233.0,136.0,58.4,122.0,52.4
48355,10729.0,10729.0,4419.0,41.2,781.0,7.3,778.0,7.3,1128.0,10.5,1732.0,16.1,4419.0,4419.0,2730.0,61.8,3055.0,69.1
48357,257.0,257.0,127.0,49.4,0.0,0.0,22.0,8.6,18.0,7.0,87.0,33.9,127.0,127.0,53.0,41.7,98.0,77.2
48359,45.0,45.0,41.0,91.1,6.0,13.3,7.0,15.6,0.0,0.0,28.0,62.2,41.0,41.0,17.0,41.5,41.0,100.0
48361,2251.0,2251.0,1345.0,59.8,301.0,13.4,246.0,10.9,225.0,10.0,573.0,25.5,1345.0,1345.0,855.0,63.6,998.0,74.2
48363,667.0,667.0,260.0,39.0,40.0,6.0,78.0,11.7,41.0,6.1,101.0,15.1,260.0,260.0,160.0,61.5,214.0,82.3
48365,672.0,672.0,477.0,71.0,77.0,11.5,139.0,20.7,5.0,0.7,256.0,38.1,477.0,477.0,313.0,65.6,319.0,66.9
48367,3331.0,3331.0,978.0,29.4,306.0,9.2,229.0,6.9,55.0,1.7,388.0,11.6,978.0,978.0,599.0,61.2,765.0,78.2
48369,161.0,161.0,76.0,47.2,56.0,34.8,0.0,0.0,0.0,0.0,20.0,12.4,76.0,76.0,37.0,48.7,69.0,90.8
48371,470.0,470.0,209.0,44.5,91.0,19.4,19.0,4.0,30.0,6.4,69.0,14.7,209.0,209.0,102.0,48.8,209.0,100.0
48373,1425.0,1425.0,636.0,44.6,123.0,8.6,204.0,14.3,44.0,3.1,265.0,18.6,636.0,636.0,397.0,62.4,466.0,73.3
48375,3076.0,3076.0,2032.0,66.1,380.0,12.4,427.0,13.9,448.0,14.6,777.0,25.3,2032.0,2032.0,1383.0,68.1,1428.0,70.3
48377,177.0,177.0,67.0,37.9,50.0,28.2,0.0,0.0,0.0,0.0,17.0,9.6,67.0,67.0,58.0,86.6,67.0,100.0
48379,412.0,412.0,136.0,33.0,0.0,0.0,0.0,0.0,5.0,1.2,131.0,31.8,136.0,136.0,76.0,55.9,132.0,97.1
48381,2440.0,2440.0,1271.0,52.1,227.0,9.3,530.0,21.7,80.0,3.3,434.0,17.8,1271.0,1271.0,743.0,58.5,1034.0,81.4
48383,59.0,59.0,13.0,22.0,9.0,15.3,0.0,0.0,4.0,6.8,0.0,0.0,13.0,13.0,4.0,30.8,0.0,0.0
48385,71.0,71.0,51.0,71.8,0.0,0.0,8.0,11.3,0.0,0.0,43.0,60.6,51.0,51.0,20.0,39.2,51.0,100.0
48387,358.0,358.0,258.0,72.1,52.0,14.5,67.0,18.7,57.0,15.9,82.0,22.9,258.0,258.0,162.0,62.8,178.0,69.0
48389,465.0,465.0,173.0,37.2,0.0,0.0,13.0,2.8,24.0,5.2,136.0,29.2,173.0,173.0,109.0,63.0,168.0,97.1
48391,256.0,256.0,111.0,43.4,20.0,7.8,37.0,14.5,3.0,1.2,51.0,19.9,111.0,111.0,62.0,55.9,81.0,73.0
48393,25.0,25.0,24.0,96.0,0.0,0.0,4.0,16.0,0.0,0.0,20.0,80.0,24.0,24.0,8.0,33.3,22.0,91.7
48395,599.0,599.0,369.0,61.6,105.0,17.5,73.0,12.2,97.0,16.2,94.0,15.7,369.0,369.0,192.0,52.0,350.0,94.9
48397,2085.0,2085.0,555.0,26.6,71.0,3.4,131.0,6.3,54.0,2.6,299.0,14.3,555.0,555.0,266.0,47.9,466.0,84.0
48399,238.0,238.0,103.0,43.3,5.0,2.1,41.0,17.2,37.0,15.5,20.0,8.4,103.0,103.0,67.0,65.0,78.0,75.7
48401,1647.0,1647.0,978.0,59.4,104.0,6.3,189.0,11.5,264.0,16.0,421.0,25.6,978.0,978.0,578.0,59.1,567.0,58.0
48403,189.0,189.0,139.0,73.5,57.0,30.2,22.0,11.6,0.0,0.0,60.0,31.7,139.0,139.0,66.0,47.5,138.0,99.3
48405,114.0,114.0,77.0,67.5,0.0,0.0,19.0,16.7,37.0,32.5,21.0,18.4,77.0,77.0,60.0,77.9,68.0,88.3
48407,1190.0,1190.0,441.0,37.1,52.0,4.4,76.0,6.4,15.0,1.3,298.0,25.0,441.0,441.0,260.0,59.0,353.0,80.0
48409,2191.0,2191.0,964.0,44.0,361.0,16.5,179.0,8.2,57.0,2.6,367.0,16.8,964.0,964.0,540.0,56.0,735.0,76.2
48411,126.0,126.0,77.0,61.1,9.0,7.1,9.0,7.1,22.0,17.5,37.0,29.4,77.0,77.0,50.0,64.9,48.0,62.3
48413,32.0,32.0,32.0,100.0,20.0,62.5,10.0,31.3,2.0,6.3,0.0,0.0,32.0,32.0,15.0,46.9,30.0,93.8
48415,260.0,260.0,149.0,57.3,99.0,38.1,5.0,1.9,30.0,11.5,15.0,5.8,149.0,149.0,58.0,38.9,141.0,94.6
48417,77.0,77.0,8.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.4,8.0,8.0,6.0,75.0,4.0,50.0
48419,814.0,814.0,451.0,55.4,134.0,16.5,47.0,5.8,45.0,5.5,225.0,27.6,451.0,451.0,272.0,60.3,309.0,68.5
48421,67.0,67.0,57.0,85.1,26.0,38.8,3.0,4.5,9.0,13.4,19.0,28.4,57.0,57.0,28.0,49.1,57.0,100.0
48423,5892.0,5892.0,2455.0,41.7,542.0,9.2,483.0,8.2,324.0,5.5,1106.0,18.8,2455.0,2455.0,1492.0,60.8,1726.0,70.3
48425,292.0,292.0,125.0,42.8,0.0,0.0,76.0,26.0,0.0,0.0,49.0,16.8,125.0,125.0,118.0,94.4,49.0,39.2
48427,2791.0,2791.0,635.0,22.8,59.0,2.1,168.0,6.0,74.0,2.7,334.0,12.0,635.0,635.0,424.0,66.8,447.0,70.4
48429,278.0,278.0,257.0,92.4,77.0,27.7,22.0,7.9,22.0,7.9,136.0,48.9,257.0,257.0,167.0,65.0,168.0,65.4
48431,20.0,20.0,12.0,60.0,6.0,30.0,0.0,0.0,6.0,30.0,0.0,0.0,12.0,12.0,6.0,50.0,12.0,100.0
48433,19.0,19.0,12.0,63.2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,63.2,12.0,12.0,8.0,66.7,8.0,66.7
48435,24.0,24.0,10.0,41.7,0.0,0.0,5.0,20.8,0.0,0.0,5.0,20.8,10.0,10.0,5.0,50.0,5.0,50.0
48437,174.0,174.0,80.0,46.0,8.0,4.6,19.0,10.9,9.0,5.2,44.0,25.3,80.0,80.0,54.0,67.5,56.0,70.0
48439,51335.0,51335.0,19610.0,38.2,3600.0,7.0,4706.0,9.2,3273.0,6.4,8031.0,15.6,19610.0,19610.0,12174.0,62.1,13563.0,69.2
48441,3081.0,3081.0,1712.0,55.6,313.0,10.2,272.0,8.8,105.0,3.4,1022.0,33.2,1712.0,1712.0,1060.0,61.9,1429.0,83.5
48443,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
48445,408.0,408.0,202.0,49.5,16.0,3.9,75.0,18.4,21.0,5.1,90.0,22.1,202.0,202.0,114.0,56.4,192.0,95.0
48447,30.0,30.0,12.0,40.0,0.0,0.0,8.0,26.7,0.0,0.0,4.0,13.3,12.0,12.0,9.0,75.0,8.0,66.7
48449,974.0,974.0,425.0,43.6,149.0,15.3,68.0,7.0,77.0,7.9,131.0,13.4,425.0,425.0,303.0,71.3,241.0,56.7
48451,2798.0,2798.0,1449.0,51.8,308.0,11.0,290.0,10.4,195.0,7.0,656.0,23.4,1449.0,1449.0,836.0,57.7,1126.0,77.7
48453,21659.0,21659.0,7213.0,33.3,1186.0,5.5,1797.0,8.3,1195.0,5.5,3035.0,14.0,7213.0,7213.0,4504.0,62.4,4974.0,69.0
48455,491.0,491.0,268.0,54.6,46.0,9.4,42.0,8.6,86.0,17.5,94.0,19.1,268.0,268.0,131.0,48.9,201.0,75.0
48457,755.0,755.0,348.0,46.1,78.0,10.3,47.0,6.2,105.0,13.9,118.0,15.6,348.0,348.0,231.0,66.4,290.0,83.3
48459,1257.0,1257.0,615.0,48.9,95.0,7.6,191.0,15.2,19.0,1.5,310.0,24.7,615.0,615.0,339.0,55.1,467.0,75.9
48461,16.0,16.0,6.0,37.5,6.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,100.0,6.0,100.0
48463,1006.0,1006.0,386.0,38.4,141.0,14.0,69.0,6.9,8.0,0.8,168.0,16.7,386.0,386.0,296.0,76.7,245.0,63.5
48465,1836.0,1836.0,646.0,35.2,128.0,7.0,63.0,3.4,85.0,4.6,370.0,20.2,646.0,646.0,380.0,58.8,556.0,86.1
48467,1814.0,1814.0,709.0,39.1,66.0,3.6,79.0,4.4,94.0,5.2,470.0,25.9,709.0,709.0,447.0,63.0,478.0,67.4
48469,2408.0,2408.0,1085.0,45.1,137.0,5.7,264.0,11.0,125.0,5.2,559.0,23.2,1085.0,1085.0,734.0,67.6,715.0,65.9
48471,1095.0,1095.0,493.0,45.0,125.0,11.4,61.0,5.6,43.0,3.9,264.0,24.1,493.0,493.0,324.0,65.7,375.0,76.1
48473,1073.0,1073.0,509.0,47.4,109.0,10.2,130.0,12.1,80.0,7.5,190.0,17.7,509.0,509.0,244.0,47.9,413.0,81.1
48475,337.0,337.0,242.0,71.8,3.0,0.9,28.0,8.3,54.0,16.0,157.0,46.6,242.0,242.0,126.0,52.1,220.0,90.9
48477,456.0,456.0,200.0,43.9,48.0,10.5,59.0,12.9,8.0,1.8,85.0,18.6,200.0,200.0,91.0,45.5,165.0,82.5
48479,12833.0,12833.0,4479.0,34.9,801.0,6.2,560.0,4.4,892.0,7.0,2226.0,17.3,4479.0,4479.0,2518.0,56.2,3393.0,75.8
48481,1144.0,1144.0,491.0,42.9,3.0,0.3,87.0,7.6,221.0,19.3,180.0,15.7,491.0,491.0,306.0,62.3,322.0,65.6
48483,192.0,192.0,127.0,66.1,59.0,30.7,39.0,20.3,9.0,4.7,20.0,10.4,127.0,127.0,55.0,43.3,99.0,78.0
48485,2630.0,2630.0,1685.0,64.1,255.0,9.7,395.0,15.0,313.0,11.9,722.0,27.5,1685.0,1685.0,1098.0,65.2,1067.0,63.3
48487,358.0,358.0,270.0,75.4,95.0,26.5,34.0,9.5,36.0,10.1,105.0,29.3,270.0,270.0,158.0,58.5,205.0,75.9
48489,725.0,725.0,235.0,32.4,77.0,10.6,40.0,5.5,20.0,2.8,98.0,13.5,235.0,235.0,157.0,66.8,138.0,58.7
48491,12429.0,12429.0,3432.0,27.6,860.0,6.9,716.0,5.8,628.0,5.1,1228.0,9.9,3432.0,3432.0,1985.0,57.8,2958.0,86.2
48493,1452.0,1452.0,395.0,27.2,99.0,6.8,93.0,6.4,55.0,3.8,148.0,10.2,395.0,395.0,260.0,65.8,318.0,80.5
48495,205.0,205.0,121.0,59.0,91.0,44.4,0.0,0.0,27.0,13.2,3.0,1.5,121.0,121.0,74.0,61.2,93.0,76.9
48497,1640.0,1640.0,578.0,35.2,96.0,5.9,140.0,8.5,130.0,7.9,212.0,12.9,578.0,578.0,345.0,59.7,545.0,94.3
48499,1018.0,1018.0,608.0,59.7,154.0,15.1,64.0,6.3,163.0,16.0,227.0,22.3,608.0,608.0,315.0,51.8,481.0,79.1
48501,421.0,421.0,323.0,76.7,7.0,1.7,102.0,24.2,90.0,21.4,124.0,29.5,323.0,323.0,148.0,45.8,323.0,100.0
48503,342.0,342.0,209.0,61.1,9.0,2.6,62.0,18.1,0.0,0.0,138.0,40.4,209.0,209.0,77.0,36.8,140.0,67.0
48505,535.0,535.0,241.0,45.0,0.0,0.0,58.0,10.8,98.0,18.3,85.0,15.9,241.0,241.0,131.0,54.4,147.0,61.0
48507,527.0,527.0,272.0,51.6,36.0,6.8,40.0,7.6,0.0,0.0,196.0,37.2,272.0,272.0,181.0,66.5,235.0,86.4
49001,116.0,116.0,18.0,15.5,8.0,6.9,0.0,0.0,5.0,4.3,5.0,4.3,18.0,18.0,14.0,77.8,10.0,55.6
49003,1059.0,1059.0,355.0,33.5,126.0,11.9,77.0,7.3,8.0,0.8,144.0,13.6,355.0,355.0,203.0,57.2,264.0,74.4
49005,1854.0,1854.0,602.0,32.5,234.0,12.6,73.0,3.9,168.0,9.1,127.0,6.9,602.0,602.0,326.0,54.2,537.0,89.2
49007,534.0,534.0,239.0,44.8,56.0,10.5,93.0,17.4,10.0,1.9,80.0,15.0,239.0,239.0,157.0,65.7,146.0,61.1
49009,0.0,0.0,0.0,-,0.0,-,0.0,-,0.0,-,0.0,-,0.0,0.0,0.0,-,0.0,-
49011,7146.0,7146.0,2232.0,31.2,624.0,8.7,401.0,5.6,274.0,3.8,933.0,13.1,2232.0,2232.0,1228.0,55.0,1797.0,80.5
49013,466.0,466.0,252.0,54.1,81.0,17.4,68.0,14.6,35.0,7.5,68.0,14.6,252.0,252.0,145.0,57.5,208.0,82.5
49015,155.0,155.0,66.0,42.6,8.0,5.2,36.0,23.2,0.0,0.0,22.0,14.2,66.0,66.0,29.0,43.9,61.0,92.4
49017,117.0,117.0,63.0,53.8,23.0,19.7,25.0,21.4,0.0,0.0,15.0,12.8,63.0,63.0,41.0,65.1,49.0,77.8
49019,153.0,153.0,55.0,35.9,55.0,35.9,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,50.0,90.9,10.0,18.2
49021,639.0,639.0,234.0,36.6,29.0,4.5,146.0,22.8,3.0,0.5,56.0,8.8,234.0,234.0,151.0,64.5,189.0,80.8
49023,196.0,196.0,109.0,55.6,12.0,6.1,83.0,42.3,0.0,0.0,14.0,7.1,109.0,109.0,65.0,59.6,95.0,87.2
49025,104.0,104.0,3.0,2.9,1.0,1.0,2.0,1.9,0.0,0.0,0.0,0.0,3.0,3.0,1.0,33.3,3.0,100.0
49027,234.0,234.0,82.0,35.0,17.0,7.3,4.0,1.7,34.0,14.5,27.0,11.5,82.0,82.0,39.0,47.6,79.0,96.3
49029,210.0,210.0,34.0,16.2,5.0,2.4,11.0,5.2,0.0,0.0,18.0,8.6,34.0,34.0,10.0,29.4,29.0,85.3
49031,23.0,23.0,17.0,73.9,4.0,17.4,2.0,8.7,1.0,4.3,10.0,43.5,17.0,17.0,12.0,70.6,9.0,52.9
49033,8.0,8.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,100.0,8.0,8.0,4.0,50.0,8.0,100.0
49035,27304.0,27304.0,6655.0,24.4,1325.0,4.9,1565.0,5.7,862.0,3.2,2903.0,10.6,6655.0,6655.0,3929.0,59.0,4732.0,71.1
49037,486.0,486.0,200.0,41.2,50.0,10.3,34.0,7.0,38.0,7.8,78.0,16.0,200.0,200.0,109.0,54.5,156.0,78.0
49039,616.0,616.0,301.0,48.9,117.0,19.0,30.0,4.9,47.0,7.6,107.0,17.4,301.0,301.0,158.0,52.5,282.0,93.7
49041,290.0,290.0,121.0,41.7,40.0,13.8,18.0,6.2,0.0,0.0,63.0,21.7,121.0,121.0,97.0,80.2,52.0,43.0
49043,367.0,367.0,124.0,33.8,22.0,6.0,50.0,13.6,6.0,1.6,46.0,12.5,124.0,124.0,77.0,62.1,100.0,80.6
49045,1292.0,1292.0,533.0,41.3,78.0,6.0,116.0,9.0,20.0,1.5,319.0,24.7,533.0,533.0,253.0,47.5,436.0,81.8
49047,955.0,955.0,302.0,31.6,41.0,4.3,76.0,8.0,49.0,5.1,136.0,14.2,302.0,302.0,215.0,71.2,208.0,68.9
49049,11275.0,11275.0,2671.0,23.7,647.0,5.7,598.0,5.3,404.0,3.6,1022.0,9.1,2671.0,2671.0,1477.0,55.3,2321.0,86.9
49051,614.0,614.0,177.0,28.8,1.0,0.2,15.0,2.4,77.0,12.5,84.0,13.7,177.0,177.0,101.0,57.1,176.0,99.4
49053,3322.0,3322.0,821.0,24.7,210.0,6.3,268.0,8.1,102.0,3.1,241.0,7.3,821.0,821.0,488.0,59.4,646.0,78.7
49055,36.0,36.0,8.0,22.2,0.0,0.0,4.0,11.1,0.0,0.0,4.0,11.1,8.0,8.0,6.0,75.0,8.0,100.0
49057,5139.0,5139.0,1368.0,26.6,289.0,5.6,329.0,6.4,151.0,2.9,599.0,11.7,1368.0,1368.0,831.0,60.7,904.0,66.1
50001,446.0,446.0,75.0,16.8,17.0,3.8,8.0,1.8,18.0,4.0,32.0,7.2,75.0,75.0,42.0,56.0,70.0,93.3
50003,403.0,403.0,161.0,40.0,32.0,7.9,30.0,7.4,10.0,2.5,89.0,22.1,161.0,161.0,102.0,63.4,107.0,66.5
50005,635.0,635.0,142.0,22.4,35.0,5.5,9.0,1.4,44.0,6.9,54.0,8.5,142.0,142.0,63.0,44.4,129.0,90.8
50007,2043.0,2043.0,610.0,29.9,186.0,9.1,17.0,0.8,100.0,4.9,307.0,15.0,610.0,610.0,364.0,59.7,457.0,74.9
50009,116.0,116.0,59.0,50.9,9.0,7.8,18.0,15.5,0.0,0.0,32.0,27.6,59.0,59.0,33.0,55.9,49.0,83.1
50011,1061.0,1061.0,358.0,33.7,58.0,5.5,113.0,10.7,51.0,4.8,136.0,12.8,358.0,358.0,197.0,55.0,235.0,65.6
50013,60.0,60.0,2.0,3.3,0.0,0.0,2.0,3.3,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,100.0
50015,395.0,395.0,184.0,46.6,73.0,18.5,56.0,14.2,14.0,3.5,41.0,10.4,184.0,184.0,108.0,58.7,121.0,65.8
50017,619.0,619.0,255.0,41.2,23.0,3.7,89.0,14.4,81.0,13.1,62.0,10.0,255.0,255.0,137.0,53.7,173.0,67.8
50019,229.0,229.0,120.0,52.4,17.0,7.4,11.0,4.8,34.0,14.8,58.0,25.3,120.0,120.0,59.0,49.2,82.0,68.3
50021,667.0,667.0,277.0,41.5,45.0,6.7,15.0,2.2,39.0,5.8,178.0,26.7,277.0,277.0,153.0,55.2,213.0,76.9
