countyFIPS,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,"Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,Percent Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school
13263,1195.0,1195.0,101.0,8.5,59.0,4.9,431.0,36.1,377.0,31.5,227.0,19.0
13265,257.0,257.0,4.0,1.6,10.0,3.9,100.0,38.9,56.0,21.8,87.0,33.9
13267,5354.0,5354.0,293.0,5.5,246.0,4.6,2464.0,46.0,1620.0,30.3,731.0,13.7
13269,1856.0,1856.0,70.0,3.8,107.0,5.8,752.0,40.5,528.0,28.4,399.0,21.5
13271,2553.0,2553.0,137.0,5.4,221.0,8.7,1342.0,52.6,577.0,22.6,276.0,10.8
13273,2168.0,2168.0,242.0,11.2,108.0,5.0,940.0,43.4,493.0,22.7,385.0,17.8
13275,11320.0,11320.0,882.0,7.8,624.0,5.5,4969.0,43.9,2478.0,21.9,2367.0,20.9
13277,10900.0,10900.0,501.0,4.6,673.0,6.2,4611.0,42.3,2144.0,19.7,2971.0,27.3
13279,6860.0,6860.0,448.0,6.5,353.0,5.1,3446.0,50.2,1579.0,23.0,1034.0,15.1
13281,2534.0,2534.0,65.0,2.6,54.0,2.1,644.0,25.4,466.0,18.4,1305.0,51.5
13283,1392.0,1392.0,114.0,8.2,63.0,4.5,678.0,48.7,433.0,31.1,104.0,7.5
13285,18004.0,18004.0,1327.0,7.4,851.0,4.7,8332.0,46.3,3793.0,21.1,3701.0,20.6
13287,1627.0,1627.0,61.0,3.7,65.0,4.0,943.0,58.0,338.0,20.8,220.0,13.5
13289,1537.0,1537.0,26.0,1.7,76.0,4.9,776.0,50.5,393.0,25.6,266.0,17.3
13291,3466.0,3466.0,120.0,3.5,160.0,4.6,1604.0,46.3,1122.0,32.4,460.0,13.3
13293,5900.0,5900.0,493.0,8.4,319.0,5.4,2512.0,42.6,1502.0,25.5,1074.0,18.2
13295,15116.0,15116.0,745.0,4.9,887.0,5.9,6881.0,45.5,3791.0,25.1,2812.0,18.6
13297,23603.0,23603.0,1684.0,7.1,1381.0,5.9,10448.0,44.3,5435.0,23.0,4655.0,19.7
13299,7917.0,7917.0,433.0,5.5,648.0,8.2,3750.0,47.4,1858.0,23.5,1228.0,15.5
13301,920.0,920.0,58.0,6.3,65.0,7.1,555.0,60.3,141.0,15.3,101.0,11.0
13303,4795.0,4795.0,305.0,6.4,319.0,6.7,2155.0,44.9,1067.0,22.3,949.0,19.8
13305,6774.0,6774.0,368.0,5.4,473.0,7.0,3330.0,49.2,1598.0,23.6,1005.0,14.8
13307,739.0,739.0,66.0,8.9,34.0,4.6,402.0,54.4,133.0,18.0,104.0,14.1
13309,1573.0,1573.0,71.0,4.5,88.0,5.6,744.0,47.3,256.0,16.3,414.0,26.3
13311,5969.0,5969.0,191.0,3.2,507.0,8.5,2415.0,40.5,1601.0,26.8,1255.0,21.0
13313,27177.0,27177.0,1363.0,5.0,1388.0,5.1,12928.0,47.6,6275.0,23.1,5223.0,19.2
13315,1691.0,1691.0,117.0,6.9,134.0,7.9,785.0,46.4,375.0,22.2,280.0,16.6
13317,2102.0,2102.0,186.0,8.8,190.0,9.0,888.0,42.2,538.0,25.6,300.0,14.3
13319,2146.0,2146.0,130.0,6.1,78.0,3.6,1068.0,49.8,489.0,22.8,381.0,17.8
13321,4772.0,4772.0,386.0,8.1,289.0,6.1,2099.0,44.0,1152.0,24.1,846.0,17.7
15001,42784.0,42784.0,2746.0,6.4,2318.0,5.4,18852.0,44.1,8935.0,20.9,9933.0,23.2
15003,237241.0,237241.0,16100.0,6.8,10908.0,4.6,89528.0,37.7,43667.0,18.4,77038.0,32.5
15005,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0
15007,13647.0,13647.0,998.0,7.3,780.0,5.7,6592.0,48.3,2901.0,21.3,2376.0,17.4
15009,33944.0,33944.0,2526.0,7.4,2028.0,6.0,15721.0,46.3,7376.0,21.7,6293.0,18.5
16001,117802.0,117802.0,6616.0,5.6,5749.0,4.9,49980.0,42.4,25299.0,21.5,30158.0,25.6
16003,739.0,739.0,22.0,3.0,40.0,5.4,354.0,47.9,200.0,27.1,123.0,16.6
16005,25601.0,25601.0,1169.0,4.6,1286.0,5.0,9846.0,38.5,4979.0,19.4,8321.0,32.5
16007,1242.0,1242.0,77.0,6.2,144.0,11.6,604.0,48.6,312.0,25.1,105.0,8.5
16009,1952.0,1952.0,68.0,3.5,171.0,8.8,930.0,47.6,577.0,29.6,206.0,10.6
16011,13208.0,13208.0,790.0,6.0,807.0,6.1,6273.0,47.5,3137.0,23.8,2201.0,16.7
16013,4561.0,4561.0,228.0,5.0,351.0,7.7,2292.0,50.3,1351.0,29.6,339.0,7.4
16015,1308.0,1308.0,25.0,1.9,17.0,1.3,645.0,49.3,402.0,30.7,219.0,16.7
16017,7878.0,7878.0,350.0,4.4,459.0,5.8,3791.0,48.1,2273.0,28.9,1005.0,12.8
16019,32956.0,32956.0,2011.0,6.1,2131.0,6.5,15987.0,48.5,7237.0,22.0,5590.0,17.0
16021,2181.0,2181.0,77.0,3.5,119.0,5.5,1287.0,59.0,573.0,26.3,125.0,5.7
16023,585.0,585.0,16.0,2.7,64.0,10.9,330.0,56.4,79.0,13.5,96.0,16.4
16025,203.0,203.0,9.0,4.4,5.0,2.5,110.0,54.2,62.0,30.5,17.0,8.4
16027,58797.0,58797.0,2118.0,3.6,3310.0,5.6,27862.0,47.4,13837.0,23.5,11670.0,19.8
16029,1905.0,1905.0,170.0,8.9,155.0,8.1,885.0,46.5,463.0,24.3,232.0,12.2
16031,6792.0,6792.0,326.0,4.8,450.0,6.6,3532.0,52.0,1680.0,24.7,804.0,11.8
16033,272.0,272.0,2.0,0.7,15.0,5.5,129.0,47.4,101.0,37.1,25.0,9.2
16035,1360.0,1360.0,71.0,5.2,78.0,5.7,588.0,43.2,431.0,31.7,192.0,14.1
16037,662.0,662.0,33.0,5.0,34.0,5.1,314.0,47.4,256.0,38.7,25.0,3.8
16039,6399.0,6399.0,341.0,5.3,458.0,7.2,2731.0,42.7,1349.0,21.1,1520.0,23.8
16041,3863.0,3863.0,163.0,4.2,139.0,3.6,2043.0,52.9,1208.0,31.3,310.0,8.0
16043,3554.0,3554.0,120.0,3.4,154.0,4.3,1608.0,45.2,981.0,27.6,691.0,19.4
16045,3832.0,3832.0,187.0,4.9,193.0,5.0,1810.0,47.2,1055.0,27.5,587.0,15.3
