countyFIPS,Estimate!!HOUSEHOLDS BY TYPE!!Total households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years",Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size
31063,1116.0,1116.0,712.0,63.8,278.0,24.9,614.0,55.0,223.0,20.0,48.0,4.3,26.0,2.3,50.0,4.5,29.0,2.6,404.0,36.2,361.0,32.3,234.0,21.0,291.0,26.1,457.0,40.9,2.23,(X),2.79,(X)
31065,2142.0,2142.0,1342.0,62.7,501.0,23.4,1140.0,53.2,383.0,17.9,74.0,3.5,45.0,2.1,128.0,6.0,73.0,3.4,800.0,37.3,710.0,33.1,382.0,17.8,560.0,26.1,804.0,37.5,2.19,(X),2.77,(X)
31067,9160.0,9160.0,5621.0,61.4,2137.0,23.3,4761.0,52.0,1598.0,17.4,249.0,2.7,138.0,1.5,611.0,6.7,401.0,4.4,3539.0,38.6,3126.0,34.1,1413.0,15.4,2322.0,25.3,3008.0,32.8,2.29,(X),2.92,(X)
31069,871.0,871.0,519.0,59.6,188.0,21.6,487.0,55.9,173.0,19.9,4.0,0.5,0.0,0.0,28.0,3.2,15.0,1.7,352.0,40.4,323.0,37.1,168.0,19.3,203.0,23.3,326.0,37.4,2.08,(X),2.76,(X)
31071,886.0,886.0,594.0,67.0,197.0,22.2,506.0,57.1,136.0,15.3,27.0,3.0,21.0,2.4,61.0,6.9,40.0,4.5,292.0,33.0,276.0,31.2,172.0,19.4,213.0,24.0,375.0,42.3,2.17,(X),2.66,(X)
31073,877.0,877.0,583.0,66.5,171.0,19.5,530.0,60.4,149.0,17.0,21.0,2.4,4.0,0.5,32.0,3.6,18.0,2.1,294.0,33.5,242.0,27.6,86.0,9.8,186.0,21.2,314.0,35.8,2.26,(X),2.77,(X)
31075,293.0,293.0,198.0,67.6,65.0,22.2,188.0,64.2,58.0,19.8,3.0,1.0,3.0,1.0,7.0,2.4,4.0,1.4,95.0,32.4,88.0,30.0,35.0,11.9,69.0,23.5,108.0,36.9,2.3,(X),2.85,(X)
31077,1034.0,1034.0,673.0,65.1,276.0,26.7,585.0,56.6,239.0,23.1,41.0,4.0,3.0,0.3,47.0,4.5,34.0,3.3,361.0,34.9,338.0,32.7,199.0,19.2,300.0,29.0,434.0,42.0,2.31,(X),2.91,(X)
31079,22870.0,22870.0,15486.0,67.7,7608.0,33.3,10951.0,47.9,4527.0,19.8,1207.0,5.3,689.0,3.0,3328.0,14.6,2392.0,10.5,7384.0,32.3,5933.0,25.9,2547.0,11.1,8366.0,36.6,6065.0,26.5,2.64,(X),3.17,(X)
31081,3699.0,3699.0,2770.0,74.9,1111.0,30.0,2359.0,63.8,856.0,23.1,154.0,4.2,119.0,3.2,257.0,6.9,136.0,3.7,929.0,25.1,811.0,21.9,391.0,10.6,1218.0,32.9,1122.0,30.3,2.44,(X),2.82,(X)
31083,1521.0,1521.0,939.0,61.7,347.0,22.8,824.0,54.2,287.0,18.9,49.0,3.2,13.0,0.9,66.0,4.3,47.0,3.1,582.0,38.3,498.0,32.7,238.0,15.6,357.0,23.5,576.0,37.9,2.22,(X),2.84,(X)
31085,413.0,413.0,268.0,64.9,86.0,20.8,239.0,57.9,74.0,17.9,28.0,6.8,11.0,2.7,1.0,0.2,1.0,0.2,145.0,35.1,127.0,30.8,65.0,15.7,88.0,21.3,122.0,29.5,2.28,(X),2.87,(X)
31087,1209.0,1209.0,717.0,59.3,267.0,22.1,583.0,48.2,186.0,15.4,56.0,4.6,27.0,2.2,78.0,6.5,54.0,4.5,492.0,40.7,447.0,37.0,184.0,15.2,277.0,22.9,460.0,38.0,2.32,(X),3.05,(X)
31089,4435.0,4435.0,2872.0,64.8,1071.0,24.1,2495.0,56.3,899.0,20.3,139.0,3.1,60.0,1.4,238.0,5.4,112.0,2.5,1563.0,35.2,1317.0,29.7,644.0,14.5,1234.0,27.8,1454.0,32.8,2.26,(X),2.84,(X)
31091,319.0,319.0,178.0,55.8,47.0,14.7,157.0,49.2,31.0,9.7,2.0,0.6,2.0,0.6,19.0,6.0,14.0,4.4,141.0,44.2,129.0,40.4,49.0,15.4,50.0,15.7,139.0,43.6,1.96,(X),2.62,(X)
31093,2684.0,2684.0,1815.0,67.6,807.0,30.1,1564.0,58.3,630.0,23.5,48.0,1.8,39.0,1.5,203.0,7.6,138.0,5.1,869.0,32.4,737.0,27.5,426.0,15.9,828.0,30.8,968.0,36.1,2.39,(X),2.94,(X)
31095,3283.0,3283.0,1914.0,58.3,638.0,19.4,1530.0,46.6,394.0,12.0,104.0,3.2,69.0,2.1,280.0,8.5,175.0,5.3,1369.0,41.7,1241.0,37.8,581.0,17.7,684.0,20.8,1178.0,35.9,2.15,(X),2.83,(X)
31097,1820.0,1820.0,1241.0,68.2,530.0,29.1,992.0,54.5,358.0,19.7,66.0,3.6,30.0,1.6,183.0,10.1,142.0,7.8,579.0,31.8,525.0,28.8,289.0,15.9,554.0,30.4,650.0,35.7,2.27,(X),2.74,(X)
31099,2682.0,2682.0,1654.0,61.7,641.0,23.9,1464.0,54.6,503.0,18.8,81.0,3.0,57.0,2.1,109.0,4.1,81.0,3.0,1028.0,38.3,879.0,32.8,379.0,14.1,689.0,25.7,867.0,32.3,2.42,(X),3.08,(X)
31101,3844.0,3844.0,2377.0,61.8,852.0,22.2,1962.0,51.0,542.0,14.1,142.0,3.7,112.0,2.9,273.0,7.1,198.0,5.2,1467.0,38.2,1348.0,35.1,607.0,15.8,906.0,23.6,1453.0,37.8,2.09,(X),2.65,(X)
31103,326.0,326.0,228.0,69.9,81.0,24.8,218.0,66.9,75.0,23.0,4.0,1.2,4.0,1.2,6.0,1.8,2.0,0.6,98.0,30.1,81.0,24.8,48.0,14.7,81.0,24.8,121.0,37.1,2.43,(X),2.92,(X)
31105,1571.0,1571.0,989.0,63.0,374.0,23.8,737.0,46.9,216.0,13.7,65.0,4.1,39.0,2.5,187.0,11.9,119.0,7.6,582.0,37.0,485.0,30.9,261.0,16.6,393.0,25.0,639.0,40.7,2.3,(X),2.89,(X)
31107,3674.0,3674.0,2343.0,63.8,913.0,24.9,2046.0,55.7,730.0,19.9,105.0,2.9,62.0,1.7,192.0,5.2,121.0,3.3,1331.0,36.2,1171.0,31.9,557.0,15.2,978.0,26.6,1323.0,36.0,2.25,(X),2.87,(X)
31109,122646.0,122646.0,72982.0,59.5,33294.0,27.1,56142.0,45.8,23547.0,19.2,5024.0,4.1,2347.0,1.9,11816.0,9.6,7400.0,6.0,49664.0,40.5,37171.0,30.3,12048.0,9.8,35959.0,29.3,28892.0,23.6,2.42,(X),3.05,(X)
31111,14985.0,14985.0,9614.0,64.2,4205.0,28.1,7812.0,52.1,2911.0,19.4,550.0,3.7,338.0,2.3,1252.0,8.4,956.0,6.4,5371.0,35.8,4591.0,30.6,1902.0,12.7,4527.0,30.2,4435.0,29.6,2.31,(X),2.87,(X)
31113,341.0,341.0,229.0,67.2,93.0,27.3,220.0,64.5,91.0,26.7,2.0,0.6,1.0,0.3,7.0,2.1,1.0,0.3,112.0,32.8,88.0,25.8,44.0,12.9,97.0,28.4,110.0,32.3,2.6,(X),3.24,(X)
31115,279.0,279.0,197.0,70.6,51.0,18.3,171.0,61.3,45.0,16.1,8.0,2.9,2.0,0.7,18.0,6.5,4.0,1.4,82.0,29.4,74.0,26.5,30.0,10.8,58.0,20.8,116.0,41.6,2.1,(X),2.5,(X)
31117,203.0,203.0,139.0,68.5,50.0,24.6,137.0,67.5,48.0,23.6,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,64.0,31.5,64.0,31.5,48.0,23.6,52.0,25.6,81.0,39.9,2.23,(X),2.8,(X)
31119,14254.0,14254.0,9107.0,63.9,4166.0,29.2,7367.0,51.7,2951.0,20.7,356.0,2.5,236.0,1.7,1384.0,9.7,979.0,6.9,5147.0,36.1,4158.0,29.2,1491.0,10.5,4401.0,30.9,3573.0,25.1,2.39,(X),2.97,(X)
31121,3324.0,3324.0,2205.0,66.3,830.0,25.0,1847.0,55.6,657.0,19.8,110.0,3.3,48.0,1.4,248.0,7.5,125.0,3.8,1119.0,33.7,904.0,27.2,391.0,11.8,919.0,27.6,1002.0,30.1,2.29,(X),2.77,(X)
31123,1982.0,1982.0,1197.0,60.4,521.0,26.3,932.0,47.0,350.0,17.7,70.0,3.5,45.0,2.3,195.0,9.8,126.0,6.4,785.0,39.6,680.0,34.3,324.0,16.3,605.0,30.5,662.0,33.4,2.36,(X),3.07,(X)
31125,1546.0,1546.0,980.0,63.4,419.0,27.1,814.0,52.7,305.0,19.7,59.0,3.8,54.0,3.5,107.0,6.9,60.0,3.9,566.0,36.6,497.0,32.1,221.0,14.3,437.0,28.3,479.0,31.0,2.2,(X),2.78,(X)
31127,2877.0,2877.0,1907.0,66.3,817.0,28.4,1561.0,54.3,589.0,20.5,108.0,3.8,70.0,2.4,238.0,8.3,158.0,5.5,970.0,33.7,829.0,28.8,396.0,13.8,852.0,29.6,938.0,32.6,2.25,(X),2.73,(X)
31129,1914.0,1914.0,1165.0,60.9,421.0,22.0,1016.0,53.1,316.0,16.5,49.0,2.6,29.0,1.5,100.0,5.2,76.0,4.0,749.0,39.1,682.0,35.6,365.0,19.1,445.0,23.2,821.0,42.9,2.19,(X),2.83,(X)
31131,6452.0,6452.0,4209.0,65.2,1791.0,27.8,3349.0,51.9,1308.0,20.3,245.0,3.8,143.0,2.2,615.0,9.5,340.0,5.3,2243.0,34.8,1941.0,30.1,1010.0,15.7,1946.0,30.2,2091.0,32.4,2.43,(X),3.0,(X)
31133,1219.0,1219.0,765.0,62.8,267.0,21.9,622.0,51.0,215.0,17.6,54.0,4.4,13.0,1.1,89.0,7.3,39.0,3.2,454.0,37.2,398.0,32.6,238.0,19.5,276.0,22.6,517.0,42.4,2.16,(X),2.76,(X)
31135,1225.0,1225.0,850.0,69.4,330.0,26.9,778.0,63.5,312.0,25.5,26.0,2.1,0.0,0.0,46.0,3.8,18.0,1.5,375.0,30.6,363.0,29.6,179.0,14.6,355.0,29.0,449.0,36.7,2.34,(X),2.91,(X)
31137,3927.0,3927.0,2506.0,63.8,1078.0,27.5,2222.0,56.6,893.0,22.7,141.0,3.6,80.0,2.0,143.0,3.6,105.0,2.7,1421.0,36.2,1236.0,31.5,495.0,12.6,1167.0,29.7,1178.0,30.0,2.26,(X),2.81,(X)
31139,3026.0,3026.0,2055.0,67.9,850.0,28.1,1771.0,58.5,667.0,22.0,108.0,3.6,58.0,1.9,176.0,5.8,125.0,4.1,971.0,32.1,838.0,27.7,381.0,12.6,911.0,30.1,906.0,29.9,2.32,(X),2.84,(X)
31141,13000.0,13000.0,8558.0,65.8,3610.0,27.8,7215.0,55.5,2784.0,21.4,399.0,3.1,244.0,1.9,944.0,7.3,582.0,4.5,4442.0,34.2,3790.0,29.2,1756.0,13.5,3880.0,29.8,3877.0,29.8,2.51,(X),3.14,(X)
31143,2052.0,2052.0,1448.0,70.6,532.0,25.9,1261.0,61.5,414.0,20.2,63.0,3.1,42.0,2.0,124.0,6.0,76.0,3.7,604.0,29.4,532.0,25.9,279.0,13.6,583.0,28.4,711.0,34.6,2.52,(X),3.06,(X)
31145,4459.0,4459.0,2927.0,65.6,1016.0,22.8,2412.0,54.1,721.0,16.2,168.0,3.8,96.0,2.2,347.0,7.8,199.0,4.5,1532.0,34.4,1297.0,29.1,635.0,14.2,1097.0,24.6,1469.0,32.9,2.33,(X),2.9,(X)
31147,3772.0,3772.0,2316.0,61.4,938.0,24.9,1847.0,49.0,623.0,16.5,154.0,4.1,85.0,2.3,315.0,8.4,230.0,6.1,1456.0,38.6,1284.0,34.0,680.0,18.0,1007.0,26.7,1372.0,36.4,2.08,(X),2.63,(X)
31149,626.0,626.0,403.0,64.4,102.0,16.3,355.0,56.7,84.0,13.4,4.0,0.6,0.0,0.0,44.0,7.0,18.0,2.9,223.0,35.6,184.0,29.4,84.0,13.4,107.0,17.1,239.0,38.2,2.06,(X),2.56,(X)
31151,5073.0,5073.0,3512.0,69.2,1767.0,34.8,2811.0,55.4,1303.0,25.7,306.0,6.0,174.0,3.4,395.0,7.8,290.0,5.7,1561.0,30.8,1382.0,27.2,613.0,12.1,1788.0,35.2,1329.0,26.2,2.63,(X),3.15,(X)
31153,65045.0,65045.0,47379.0,72.8,24182.0,37.2,38266.0,58.8,18630.0,28.6,2845.0,4.4,1596.0,2.5,6268.0,9.6,3956.0,6.1,17666.0,27.2,14175.0,21.8,4914.0,7.6,26135.0,40.2,13617.0,20.9,2.72,(X),3.2,(X)
31155,8326.0,8326.0,5750.0,69.1,2407.0,28.9,4804.0,57.7,1804.0,21.7,363.0,4.4,235.0,2.8,583.0,7.0,368.0,4.4,2576.0,30.9,2156.0,25.9,1034.0,12.4,2561.0,30.8,2568.0,30.8,2.49,(X),3.01,(X)
31157,14613.0,14613.0,9499.0,65.0,4254.0,29.1,6824.0,46.7,2574.0,17.6,864.0,5.9,538.0,3.7,1811.0,12.4,1142.0,7.8,5114.0,35.0,4385.0,30.0,1961.0,13.4,4788.0,32.8,4599.0,31.5,2.43,(X),2.96,(X)
31159,6596.0,6596.0,4512.0,68.4,1940.0,29.4,3785.0,57.4,1506.0,22.8,280.0,4.2,153.0,2.3,447.0,6.8,281.0,4.3,2084.0,31.6,1701.0,25.8,760.0,11.5,2001.0,30.3,1945.0,29.5,2.38,(X),2.88,(X)
31161,2251.0,2251.0,1372.0,61.0,502.0,22.3,1103.0,49.0,335.0,14.9,76.0,3.4,64.0,2.8,193.0,8.6,103.0,4.6,879.0,39.0,824.0,36.6,431.0,19.1,563.0,25.0,947.0,42.1,2.27,(X),2.94,(X)
31163,1358.0,1358.0,854.0,62.9,275.0,20.3,737.0,54.3,207.0,15.2,61.0,4.5,36.0,2.7,56.0,4.1,32.0,2.4,504.0,37.1,412.0,30.3,223.0,16.4,319.0,23.5,526.0,38.7,2.2,(X),2.74,(X)
31165,579.0,579.0,388.0,67.0,114.0,19.7,329.0,56.8,78.0,13.5,20.0,3.5,6.0,1.0,39.0,6.7,30.0,5.2,191.0,33.0,165.0,28.5,93.0,16.1,121.0,20.9,211.0,36.4,2.19,(X),2.68,(X)
31167,2410.0,2410.0,1781.0,73.9,746.0,31.0,1400.0,58.1,533.0,22.1,88.0,3.7,41.0,1.7,293.0,12.2,172.0,7.1,629.0,26.1,508.0,21.1,147.0,6.1,826.0,34.3,641.0,26.6,2.47,(X),2.87,(X)
31169,2283.0,2283.0,1488.0,65.2,524.0,23.0,1280.0,56.1,407.0,17.8,86.0,3.8,30.0,1.3,122.0,5.3,87.0,3.8,795.0,34.8,724.0,31.7,381.0,16.7,545.0,23.9,836.0,36.6,2.17,(X),2.71,(X)
31171,292.0,292.0,186.0,63.7,77.0,26.4,166.0,56.8,69.0,23.6,6.0,2.1,0.0,0.0,14.0,4.8,8.0,2.7,106.0,36.3,87.0,29.8,45.0,15.4,82.0,28.1,102.0,34.9,2.21,(X),2.79,(X)
31173,2175.0,2175.0,1613.0,74.2,732.0,33.7,960.0,44.1,367.0,16.9,150.0,6.9,90.0,4.1,503.0,23.1,275.0,12.6,562.0,25.8,492.0,22.6,228.0,10.5,1009.0,46.4,621.0,28.6,3.26,(X),3.83,(X)
31175,1840.0,1840.0,1237.0,67.2,480.0,26.1,1085.0,59.0,374.0,20.3,51.0,2.8,43.0,2.3,101.0,5.5,63.0,3.4,603.0,32.8,542.0,29.5,311.0,16.9,504.0,27.4,714.0,38.8,2.26,(X),2.71,(X)
31177,8125.0,8125.0,5800.0,71.4,2297.0,28.3,5042.0,62.1,1875.0,23.1,224.0,2.8,81.0,1.0,534.0,6.6,341.0,4.2,2325.0,28.6,1810.0,22.3,892.0,11.0,2447.0,30.1,2460.0,30.3,2.45,(X),2.9,(X)
31179,3657.0,3657.0,2320.0,63.4,983.0,26.9,2040.0,55.8,804.0,22.0,64.0,1.8,27.0,0.7,216.0,5.9,152.0,4.2,1337.0,36.6,880.0,24.1,372.0,10.2,989.0,27.0,954.0,26.1,2.22,(X),2.75,(X)
31181,1519.0,1519.0,936.0,61.6,415.0,27.3,813.0,53.5,306.0,20.1,31.0,2.0,26.0,1.7,92.0,6.1,83.0,5.5,583.0,38.4,530.0,34.9,240.0,15.8,430.0,28.3,498.0,32.8,2.3,(X),2.95,(X)
31183,357.0,357.0,234.0,65.5,65.0,18.2,200.0,56.0,52.0,14.6,3.0,0.8,0.0,0.0,31.0,8.7,13.0,3.6,123.0,34.5,117.0,32.8,42.0,11.8,71.0,19.9,131.0,36.7,2.3,(X),2.85,(X)
31185,5691.0,5691.0,3665.0,64.4,1404.0,24.7,3177.0,55.8,1095.0,19.2,169.0,3.0,119.0,2.1,319.0,5.6,190.0,3.3,2026.0,35.6,1806.0,31.7,656.0,11.5,1499.0,26.3,1741.0,30.6,2.25,(X),2.83,(X)
32001,9819.0,9819.0,6324.0,64.4,2446.0,24.9,4997.0,50.9,1690.0,17.2,457.0,4.7,241.0,2.5,870.0,8.9,515.0,5.2,3495.0,35.6,2761.0,28.1,1021.0,10.4,2681.0,27.3,3122.0,31.8,2.39,(X),2.96,(X)
32003,767954.0,767954.0,488867.0,63.7,213300.0,27.8,330594.0,43.0,132765.0,17.3,51742.0,6.7,23932.0,3.1,106531.0,13.9,56603.0,7.4,279087.0,36.3,218806.0,28.5,69764.0,9.1,242620.0,31.6,208420.0,27.1,2.76,(X),3.44,(X)
32005,20579.0,20579.0,14016.0,68.1,4176.0,20.3,11118.0,54.0,2874.0,14.0,985.0,4.8,486.0,2.4,1913.0,9.3,816.0,4.0,6563.0,31.9,5046.0,24.5,2551.0,12.4,4600.0,22.4,8628.0,41.9,2.31,(X),2.74,(X)
32007,17688.0,17688.0,12477.0,70.5,6087.0,34.4,9804.0,55.4,4349.0,24.6,1254.0,7.1,772.0,4.4,1419.0,8.0,966.0,5.5,5211.0,29.5,4241.0,24.0,1385.0,7.8,6727.0,38.0,3696.0,20.9,2.91,(X),3.43,(X)
32009,454.0,454.0,209.0,46.0,89.0,19.6,160.0,35.2,63.0,13.9,14.0,3.1,9.0,2.0,35.0,7.7,17.0,3.7,245.0,54.0,210.0,46.3,81.0,17.8,89.0,19.6,184.0,40.5,2.15,(X),3.22,(X)
32011,750.0,750.0,525.0,70.0,202.0,26.9,478.0,63.7,155.0,20.7,21.0,2.8,21.0,2.8,26.0,3.5,26.0,3.5,225.0,30.0,196.0,26.1,124.0,16.5,222.0,29.6,242.0,32.3,2.43,(X),2.94,(X)
32013,6271.0,6271.0,4228.0,67.4,2111.0,33.7,3375.0,53.8,1479.0,23.6,394.0,6.3,301.0,4.8,459.0,7.3,331.0,5.3,2043.0,32.6,1871.0,29.8,611.0,9.7,2239.0,35.7,1488.0,23.7,2.66,(X),3.28,(X)
32015,2087.0,2087.0,1547.0,74.1,845.0,40.5,1015.0,48.6,526.0,25.2,209.0,10.0,94.0,4.5,323.0,15.5,225.0,10.8,540.0,25.9,469.0,22.5,192.0,9.2,877.0,42.0,556.0,26.6,2.73,(X),3.13,(X)
32017,2041.0,2041.0,1297.0,63.5,462.0,22.6,1078.0,52.8,391.0,19.2,43.0,2.1,0.0,0.0,176.0,8.6,71.0,3.5,744.0,36.5,713.0,34.9,493.0,24.2,477.0,23.4,966.0,47.3,2.27,(X),2.94,(X)
32019,20528.0,20528.0,13488.0,65.7,4936.0,24.0,10377.0,50.6,3491.0,17.0,1163.0,5.7,687.0,3.3,1948.0,9.5,758.0,3.7,7040.0,34.3,5354.0,26.1,2578.0,12.6,5920.0,28.8,7696.0,37.5,2.58,(X),3.13,(X)
32021,1938.0,1938.0,1110.0,57.3,354.0,18.3,745.0,38.4,132.0,6.8,129.0,6.7,78.0,4.0,236.0,12.2,144.0,7.4,828.0,42.7,741.0,38.2,322.0,16.6,400.0,20.6,750.0,38.7,2.26,(X),2.97,(X)
32023,18668.0,18668.0,11015.0,59.0,2865.0,15.3,8693.0,46.6,2004.0,10.7,862.0,4.6,325.0,1.7,1460.0,7.8,536.0,2.9,7653.0,41.0,6212.0,33.3,3077.0,16.5,3333.0,17.9,8589.0,46.0,2.31,(X),2.93,(X)
32027,1933.0,1933.0,1351.0,69.9,613.0,31.7,1058.0,54.7,419.0,21.7,170.0,8.8,91.0,4.7,123.0,6.4,103.0,5.3,582.0,30.1,484.0,25.0,230.0,11.9,692.0,35.8,675.0,34.9,2.42,(X),2.9,(X)
32029,1598.0,1598.0,1042.0,65.2,305.0,19.1,852.0,53.3,195.0,12.2,75.0,4.7,32.0,2.0,115.0,7.2,78.0,4.9,556.0,34.8,450.0,28.2,245.0,15.3,357.0,22.3,719.0,45.0,2.44,(X),2.83,(X)
32031,177632.0,177632.0,109643.0,61.7,47422.0,26.7,81488.0,45.9,32123.0,18.1,9145.0,5.1,4804.0,2.7,19010.0,10.7,10495.0,5.9,67989.0,38.3,51704.0,29.1,19442.0,10.9,52483.0,29.5,50496.0,28.4,2.5,(X),3.1,(X)
32033,3529.0,3529.0,2215.0,62.8,897.0,25.4,1877.0,53.2,647.0,18.3,97.0,2.7,73.0,2.1,241.0,6.8,177.0,5.0,1314.0,37.2,1085.0,30.7,503.0,14.3,1017.0,28.8,1092.0,30.9,2.34,(X),2.97,(X)
32510,22461.0,22461.0,13831.0,61.6,5652.0,25.2,9546.0,42.5,3465.0,15.4,1456.0,6.5,770.0,3.4,2829.0,12.6,1417.0,6.3,8630.0,38.4,7306.0,32.5,3484.0,15.5,6555.0,29.2,7811.0,34.8,2.33,(X),2.91,(X)
33001,24739.0,24739.0,16404.0,66.3,5253.0,21.2,13213.0,53.4,3718.0,15.0,877.0,3.5,442.0,1.8,2314.0,9.4,1093.0,4.4,8335.0,33.7,6495.0,26.3,2987.0,12.1,5975.0,24.2,8438.0,34.1,2.41,(X),2.9,(X)
33003,21070.0,21070.0,13561.0,64.4,4011.0,19.0,11213.0,53.2,2730.0,13.0,921.0,4.4,420.0,2.0,1427.0,6.8,861.0,4.1,7509.0,35.6,5863.0,27.8,2766.0,13.1,4417.0,21.0,8351.0,39.6,2.24,(X),2.72,(X)
33005,30319.0,30319.0,18629.0,61.4,6831.0,22.5,14850.0,49.0,4565.0,15.1,1255.0,4.1,814.0,2.7,2524.0,8.3,1452.0,4.8,11690.0,38.6,9055.0,29.9,3957.0,13.1,7547.0,24.9,9932.0,32.8,2.37,(X),2.91,(X)
33007,13720.0,13720.0,8394.0,61.2,2807.0,20.5,6567.0,47.9,1696.0,12.4,530.0,3.9,323.0,2.4,1297.0,9.5,788.0,5.7,5326.0,38.8,4450.0,32.4,2035.0,14.8,3161.0,23.0,4984.0,36.3,2.16,(X),2.66,(X)
33009,34752.0,34752.0,21455.0,61.7,7341.0,21.1,17381.0,50.0,5039.0,14.5,1486.0,4.3,869.0,2.5,2588.0,7.4,1433.0,4.1,13297.0,38.3,10835.0,31.2,4095.0,11.8,8182.0,23.5,11364.0,32.7,2.39,(X),2.95,(X)
33011,159200.0,159200.0,105483.0,66.3,43987.0,27.6,81883.0,51.4,31385.0,19.7,7430.0,4.7,3581.0,2.2,16170.0,10.2,9021.0,5.7,53717.0,33.7,40438.0,25.4,15150.0,9.5,48101.0,30.2,42245.0,26.5,2.53,(X),3.05,(X)
33013,57843.0,57843.0,38526.0,66.6,15128.0,26.2,30928.0,53.5,10969.0,19.0,2462.0,4.3,1208.0,2.1,5136.0,8.9,2951.0,5.1,19317.0,33.4,14896.0,25.8,6618.0,11.4,16668.0,28.8,17623.0,30.5,2.47,(X),2.96,(X)
33015,120147.0,120147.0,84161.0,70.0,32905.0,27.4,68320.0,56.9,24685.0,20.5,5412.0,4.5,2678.0,2.2,10429.0,8.7,5542.0,4.6,35986.0,30.0,27704.0,23.1,12288.0,10.2,35549.0,29.6,35563.0,29.6,2.52,(X),2.97,(X)
33017,48548.0,48548.0,30664.0,63.2,12106.0,24.9,24446.0,50.4,8693.0,17.9,2291.0,4.7,1259.0,2.6,3927.0,8.1,2154.0,4.4,17884.0,36.8,12717.0,26.2,4618.0,9.5,13543.0,27.9,12600.0,26.0,2.46,(X),2.97,(X)
33019,17740.0,17740.0,11628.0,65.5,3956.0,22.3,8597.0,48.5,2339.0,13.2,880.0,5.0,479.0,2.7,2151.0,12.1,1138.0,6.4,6112.0,34.5,4973.0,28.0,1971.0,11.1,4518.0,25.5,5993.0,33.8,2.39,(X),2.85,(X)
34001,99874.0,99874.0,66553.0,66.6,27418.0,27.5,45409.0,45.5,16478.0,16.5,5445.0,5.5,2297.0,2.3,15699.0,15.7,8643.0,8.7,33321.0,33.4,27528.0,27.6,12715.0,12.7,31547.0,31.6,32510.0,32.6,2.63,(X),3.22,(X)
34003,338249.0,338249.0,244841.0,72.4,105600.0,31.2,193553.0,57.2,85871.0,25.4,14568.0,4.3,4858.0,1.4,36720.0,10.9,14871.0,4.4,93408.0,27.6,79772.0,23.6,36228.0,10.7,112764.0,33.3,107241.0,31.7,2.72,(X),3.24,(X)
