countyFIPS,Estimate!!HOUSEHOLDS BY TYPE!!Total households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families),Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Married-couple family!!With own children of the householder under 18 years,"Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Male householder, no wife present, family!!With own children of the householder under 18 years","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family","Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years","Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family!!With own children of the householder under 18 years",Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average household size,Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,Percent Estimate!!HOUSEHOLDS BY TYPE!!Total households!!Average family size
51510,69979.0,69979.0,33939.0,48.5,14650.0,20.9,25301.0,36.2,10466.0,15.0,2545.0,3.6,791.0,1.1,6093.0,8.7,3393.0,4.8,36040.0,51.5,29189.0,41.7,6132.0,8.8,15659.0,22.4,12580.0,18.0,2.21,(X),3.06,(X)
51520,7402.0,7402.0,4525.0,61.1,1775.0,24.0,3168.0,42.8,899.0,12.1,192.0,2.6,83.0,1.1,1165.0,15.7,793.0,10.7,2877.0,38.9,2434.0,32.9,1227.0,16.6,1941.0,26.2,2575.0,34.8,2.22,(X),2.82,(X)
51530,2539.0,2539.0,1688.0,66.5,667.0,26.3,1190.0,46.9,502.0,19.8,131.0,5.2,56.0,2.2,367.0,14.5,109.0,4.3,851.0,33.5,680.0,26.8,275.0,10.8,810.0,31.9,838.0,33.0,2.32,(X),2.8,(X)
51540,18613.0,18613.0,8644.0,46.4,4039.0,21.7,5815.0,31.2,2528.0,13.6,807.0,4.3,391.0,2.1,2022.0,10.9,1120.0,6.0,9969.0,53.6,6458.0,34.7,1612.0,8.7,4366.0,23.5,3671.0,19.7,2.37,(X),2.95,(X)
51550,84230.0,84230.0,63308.0,75.2,28007.0,33.3,46367.0,55.0,19191.0,22.8,4206.0,5.0,1915.0,2.3,12735.0,15.1,6901.0,8.2,20922.0,24.8,17676.0,21.0,6677.0,7.9,31818.0,37.8,20893.0,24.8,2.75,(X),3.19,(X)
51570,7054.0,7054.0,4453.0,63.1,1864.0,26.4,3023.0,42.9,1048.0,14.9,266.0,3.8,155.0,2.2,1164.0,16.5,661.0,9.4,2601.0,36.9,2301.0,32.6,1128.0,16.0,2208.0,31.3,2685.0,38.1,2.47,(X),3.1,(X)
51580,2409.0,2409.0,1538.0,63.8,680.0,28.2,1176.0,48.8,475.0,19.7,88.0,3.7,36.0,1.5,274.0,11.4,169.0,7.0,871.0,36.2,777.0,32.3,382.0,15.9,848.0,35.2,914.0,37.9,2.28,(X),2.86,(X)
51590,18479.0,18479.0,10601.0,57.4,4248.0,23.0,5972.0,32.3,1824.0,9.9,889.0,4.8,428.0,2.3,3740.0,20.2,1996.0,10.8,7878.0,42.6,6775.0,36.7,2792.0,15.1,4880.0,26.4,6254.0,33.8,2.16,(X),2.81,(X)
51595,2119.0,2119.0,1364.0,64.4,596.0,28.1,658.0,31.1,137.0,6.5,171.0,8.1,92.0,4.3,535.0,25.2,367.0,17.3,755.0,35.6,734.0,34.6,356.0,16.8,699.0,33.0,606.0,28.6,2.43,(X),3.13,(X)
51600,8553.0,8553.0,5794.0,67.7,2459.0,28.8,4898.0,57.3,2156.0,25.2,254.0,3.0,68.0,0.8,642.0,7.5,235.0,2.7,2759.0,32.3,1836.0,21.5,616.0,7.2,2714.0,31.7,2209.0,25.8,2.72,(X),3.17,(X)
51610,5262.0,5262.0,3529.0,67.1,1813.0,34.5,2793.0,53.1,1408.0,26.8,143.0,2.7,56.0,1.1,593.0,11.3,349.0,6.6,1733.0,32.9,1476.0,28.1,499.0,9.5,1870.0,35.5,1200.0,22.8,2.66,(X),3.28,(X)
51620,3526.0,3526.0,2216.0,62.8,967.0,27.4,1256.0,35.6,376.0,10.7,113.0,3.2,16.0,0.5,847.0,24.0,575.0,16.3,1310.0,37.2,1209.0,34.3,714.0,20.2,1111.0,31.5,1221.0,34.6,2.29,(X),2.89,(X)
51630,10582.0,10582.0,5600.0,52.9,2606.0,24.6,3680.0,34.8,1489.0,14.1,416.0,3.9,180.0,1.7,1504.0,14.2,937.0,8.9,4982.0,47.1,4039.0,38.2,971.0,9.2,2809.0,26.5,2284.0,21.6,2.44,(X),3.33,(X)
51640,2742.0,2742.0,1825.0,66.6,859.0,31.3,1220.0,44.5,552.0,20.1,257.0,9.4,149.0,5.4,348.0,12.7,158.0,5.8,917.0,33.4,881.0,32.1,498.0,18.2,921.0,33.6,969.0,35.3,2.28,(X),2.82,(X)
51650,53700.0,53700.0,32350.0,60.2,13089.0,24.4,20388.0,38.0,6948.0,12.9,2634.0,4.9,1135.0,2.1,9328.0,17.4,5006.0,9.3,21350.0,39.8,17401.0,32.4,5790.0,10.8,15128.0,28.2,14130.0,26.3,2.44,(X),3.09,(X)
51660,16768.0,16768.0,8834.0,52.7,4398.0,26.2,5676.0,33.9,2549.0,15.2,982.0,5.9,593.0,3.5,2176.0,13.0,1256.0,7.5,7934.0,47.3,5018.0,29.9,1668.0,9.9,4754.0,28.4,3325.0,19.8,2.74,(X),3.18,(X)
51670,9193.0,9193.0,5607.0,61.0,2436.0,26.5,3026.0,32.9,1061.0,11.5,552.0,6.0,228.0,2.5,2029.0,22.1,1147.0,12.5,3586.0,39.0,2958.0,32.2,1156.0,12.6,2982.0,32.4,2644.0,28.8,2.41,(X),3.07,(X)
51678,1984.0,1984.0,880.0,44.4,349.0,17.6,666.0,33.6,265.0,13.4,32.0,1.6,0.0,0.0,182.0,9.2,84.0,4.2,1104.0,55.6,921.0,46.4,490.0,24.7,393.0,19.8,855.0,43.1,1.93,(X),2.64,(X)
51680,28069.0,28069.0,16186.0,57.7,6756.0,24.1,10696.0,38.1,3767.0,13.4,1207.0,4.3,567.0,2.0,4283.0,15.3,2422.0,8.6,11883.0,42.3,8884.0,31.7,3493.0,12.4,7482.0,26.7,7885.0,28.1,2.47,(X),3.12,(X)
51683,12749.0,12749.0,9473.0,74.3,4621.0,36.2,7429.0,58.3,3455.0,27.1,543.0,4.3,240.0,1.9,1501.0,11.8,926.0,7.3,3276.0,25.7,2615.0,20.5,922.0,7.2,5161.0,40.5,2737.0,21.5,3.25,(X),3.78,(X)
51685,4706.0,4706.0,3290.0,69.9,1825.0,38.8,2452.0,52.1,1276.0,27.1,286.0,6.1,153.0,3.3,552.0,11.7,396.0,8.4,1416.0,30.1,1073.0,22.8,239.0,5.1,2059.0,43.8,848.0,18.0,3.49,(X),4.14,(X)
51690,5630.0,5630.0,3308.0,58.8,1374.0,24.4,1905.0,33.8,557.0,9.9,206.0,3.7,126.0,2.2,1197.0,21.3,691.0,12.3,2322.0,41.2,2060.0,36.6,792.0,14.1,1595.0,28.3,1855.0,32.9,2.25,(X),2.91,(X)
51700,69324.0,69324.0,42025.0,60.6,18740.0,27.0,26717.0,38.5,10108.0,14.6,3675.0,5.3,1729.0,2.5,11633.0,16.8,6903.0,10.0,27299.0,39.4,22640.0,32.7,6726.0,9.7,21200.0,30.6,16424.0,23.7,2.47,(X),3.15,(X)
51710,88155.0,88155.0,50556.0,57.3,23313.0,26.4,30905.0,35.1,12328.0,14.0,4243.0,4.8,1947.0,2.2,15408.0,17.5,9038.0,10.3,37599.0,42.7,29837.0,33.8,8653.0,9.8,26646.0,30.2,19299.0,21.9,2.49,(X),3.19,(X)
51720,1819.0,1819.0,1048.0,57.6,582.0,32.0,641.0,35.2,315.0,17.3,139.0,7.6,82.0,4.5,268.0,14.7,185.0,10.2,771.0,42.4,675.0,37.1,346.0,19.0,617.0,33.9,543.0,29.9,2.16,(X),2.84,(X)
51730,13274.0,13274.0,6854.0,51.6,2585.0,19.5,3105.0,23.4,775.0,5.8,646.0,4.9,278.0,2.1,3103.0,23.4,1532.0,11.5,6420.0,48.4,5503.0,41.5,1628.0,12.3,3209.0,24.2,3770.0,28.4,2.34,(X),3.22,(X)
51735,4615.0,4615.0,3399.0,73.7,1503.0,32.6,2850.0,61.8,1173.0,25.4,104.0,2.3,48.0,1.0,445.0,9.6,282.0,6.1,1216.0,26.3,1025.0,22.2,506.0,11.0,1589.0,34.4,1549.0,33.6,2.6,(X),3.07,(X)
51740,36471.0,36471.0,21670.0,59.4,9099.0,24.9,12836.0,35.2,4522.0,12.4,1709.0,4.7,777.0,2.1,7125.0,19.5,3800.0,10.4,14801.0,40.6,12380.0,33.9,4236.0,11.6,10900.0,29.9,10100.0,27.7,2.52,(X),3.27,(X)
51750,5438.0,5438.0,2368.0,43.5,889.0,16.3,1632.0,30.0,611.0,11.2,99.0,1.8,35.0,0.6,637.0,11.7,243.0,4.5,3070.0,56.5,2162.0,39.8,691.0,12.7,1158.0,21.3,1165.0,21.4,2.68,(X),3.17,(X)
51760,89846.0,89846.0,40339.0,44.9,16474.0,18.3,21729.0,24.2,7205.0,8.0,3844.0,4.3,1404.0,1.6,14766.0,16.4,7865.0,8.8,49507.0,55.1,38874.0,43.3,10800.0,12.0,19205.0,21.4,20700.0,23.0,2.37,(X),3.31,(X)
51770,42037.0,42037.0,23065.0,54.9,9483.0,22.6,13734.0,32.7,4412.0,10.5,2361.0,5.6,1230.0,2.9,6970.0,16.6,3841.0,9.1,18972.0,45.1,15723.0,37.4,5031.0,12.0,11323.0,26.9,11559.0,27.5,2.32,(X),3.07,(X)
51775,9881.0,9881.0,6079.0,61.5,2334.0,23.6,4329.0,43.8,1410.0,14.3,325.0,3.3,205.0,2.1,1425.0,14.4,719.0,7.3,3802.0,38.5,3354.0,33.9,1485.0,15.0,2756.0,27.9,3251.0,32.9,2.33,(X),2.97,(X)
51790,10520.0,10520.0,5927.0,56.3,2293.0,21.8,4361.0,41.5,1367.0,13.0,368.0,3.5,232.0,2.2,1198.0,11.4,694.0,6.6,4593.0,43.7,3849.0,36.6,1749.0,16.6,2659.0,25.3,3603.0,34.2,2.2,(X),2.85,(X)
51800,33198.0,33198.0,24277.0,73.1,10488.0,31.6,17459.0,52.6,7140.0,21.5,1467.0,4.4,536.0,1.6,5351.0,16.1,2812.0,8.5,8921.0,26.9,7535.0,22.7,3056.0,9.2,12214.0,36.8,9010.0,27.1,2.67,(X),3.15,(X)
51810,169290.0,169290.0,116983.0,69.1,52022.0,30.7,86073.0,50.8,35352.0,20.9,8793.0,5.2,4493.0,2.7,22117.0,13.1,12177.0,7.2,52307.0,30.9,41036.0,24.2,15394.0,9.1,58337.0,34.5,42795.0,25.3,2.6,(X),3.09,(X)
51820,9144.0,9144.0,5191.0,56.8,2199.0,24.0,3555.0,38.9,1166.0,12.8,418.0,4.6,197.0,2.2,1218.0,13.3,836.0,9.1,3953.0,43.2,3274.0,35.8,1588.0,17.4,2605.0,28.5,3013.0,33.0,2.38,(X),3.11,(X)
51830,4670.0,4670.0,2178.0,46.6,846.0,18.1,1564.0,33.5,482.0,10.3,74.0,1.6,57.0,1.2,540.0,11.6,307.0,6.6,2492.0,53.4,1895.0,40.6,658.0,14.1,890.0,19.1,1461.0,31.3,2.26,(X),2.87,(X)
51840,10554.0,10554.0,6126.0,58.0,2843.0,26.9,4091.0,38.8,1682.0,15.9,562.0,5.3,362.0,3.4,1473.0,14.0,799.0,7.6,4428.0,42.0,3611.0,34.2,1425.0,13.5,3178.0,30.1,3049.0,28.9,2.54,(X),3.32,(X)
53001,5881.0,5881.0,4428.0,75.3,2365.0,40.2,3173.0,54.0,1536.0,26.1,472.0,8.0,277.0,4.7,783.0,13.3,552.0,9.4,1453.0,24.7,1196.0,20.3,478.0,8.1,2746.0,46.7,1365.0,23.2,3.26,(X),3.79,(X)
53003,9171.0,9171.0,5807.0,63.3,2053.0,22.4,4415.0,48.1,1262.0,13.8,351.0,3.8,118.0,1.3,1041.0,11.4,673.0,7.3,3364.0,36.7,2631.0,28.7,1391.0,15.2,2348.0,25.6,3444.0,37.6,2.41,(X),2.94,(X)
53005,70983.0,70983.0,48375.0,68.2,21740.0,30.6,37454.0,52.8,15400.0,21.7,3276.0,4.6,1745.0,2.5,7645.0,10.8,4595.0,6.5,22608.0,31.8,18209.0,25.7,7309.0,10.3,23697.0,33.4,19348.0,27.3,2.71,(X),3.28,(X)
53007,28038.0,28038.0,18334.0,65.4,7353.0,26.2,14314.0,51.1,5205.0,18.6,1495.0,5.3,708.0,2.5,2525.0,9.0,1440.0,5.1,9704.0,34.6,8086.0,28.8,3582.0,12.8,7951.0,28.4,9459.0,33.7,2.66,(X),3.32,(X)
53009,32732.0,32732.0,19916.0,60.8,6298.0,19.2,15419.0,47.1,3914.0,12.0,1190.0,3.6,523.0,1.6,3307.0,10.1,1861.0,5.7,12816.0,39.2,10478.0,32.0,5954.0,18.2,7180.0,21.9,14706.0,44.9,2.24,(X),2.76,(X)
53011,171522.0,171522.0,119493.0,69.7,52170.0,30.4,94029.0,54.8,38816.0,22.6,8379.0,4.9,4254.0,2.5,17085.0,10.0,9100.0,5.3,52029.0,30.3,39960.0,23.3,16979.0,9.9,58317.0,34.0,47681.0,27.8,2.69,(X),3.17,(X)
53013,1758.0,1758.0,1101.0,62.6,307.0,17.5,923.0,52.5,219.0,12.5,79.0,4.5,38.0,2.2,99.0,5.6,50.0,2.8,657.0,37.4,557.0,31.7,353.0,20.1,339.0,19.3,800.0,45.5,2.23,(X),2.76,(X)
53015,41397.0,41397.0,27113.0,65.5,10766.0,26.0,19868.0,48.0,6762.0,16.3,2338.0,5.6,1285.0,3.1,4907.0,11.9,2719.0,6.6,14284.0,34.5,11487.0,27.7,5369.0,13.0,12519.0,30.2,13727.0,33.2,2.51,(X),3.02,(X)
53017,15064.0,15064.0,11057.0,73.4,4585.0,30.4,8392.0,55.7,2986.0,19.8,945.0,6.3,595.0,3.9,1720.0,11.4,1004.0,6.7,4007.0,26.6,3153.0,20.9,1406.0,9.3,5089.0,33.8,4750.0,31.5,2.72,(X),3.13,(X)
53019,3097.0,3097.0,1997.0,64.5,620.0,20.0,1511.0,48.8,368.0,11.9,110.0,3.6,22.0,0.7,376.0,12.1,230.0,7.4,1100.0,35.5,943.0,30.4,387.0,12.5,790.0,25.5,1320.0,42.6,2.38,(X),2.91,(X)
53021,26316.0,26316.0,20306.0,77.2,11684.0,44.4,14534.0,55.2,7809.0,29.7,1595.0,6.1,973.0,3.7,4177.0,15.9,2902.0,11.0,6010.0,22.8,4736.0,18.0,1606.0,6.1,12697.0,48.2,5146.0,19.6,3.36,(X),3.78,(X)
53023,997.0,997.0,656.0,65.8,254.0,25.5,586.0,58.8,205.0,20.6,31.0,3.1,25.0,2.5,39.0,3.9,24.0,2.4,341.0,34.2,300.0,30.1,136.0,13.6,262.0,26.3,344.0,34.5,2.21,(X),2.75,(X)
53025,30651.0,30651.0,21955.0,71.6,10488.0,34.2,16366.0,53.4,7442.0,24.3,1874.0,6.1,1000.0,3.3,3715.0,12.1,2046.0,6.7,8696.0,28.4,6829.0,22.3,3049.0,9.9,11642.0,38.0,8685.0,28.3,3.06,(X),3.62,(X)
53027,28263.0,28263.0,17902.0,63.3,6402.0,22.7,13057.0,46.2,3921.0,13.9,1459.0,5.2,742.0,2.6,3386.0,12.0,1739.0,6.2,10361.0,36.7,8237.0,29.1,3761.0,13.3,7611.0,26.9,10299.0,36.4,2.44,(X),2.99,(X)
53029,34364.0,34364.0,23577.0,68.6,8063.0,23.5,19735.0,57.4,6029.0,17.5,1118.0,3.3,538.0,1.6,2724.0,7.9,1496.0,4.4,10787.0,31.4,8632.0,25.1,4431.0,12.9,8843.0,25.7,13298.0,38.7,2.31,(X),2.75,(X)
53031,14239.0,14239.0,8934.0,62.7,1972.0,13.8,7521.0,52.8,1399.0,9.8,364.0,2.6,114.0,0.8,1049.0,7.4,459.0,3.2,5305.0,37.3,3915.0,27.5,2252.0,15.8,2319.0,16.3,7394.0,51.9,2.11,(X),2.52,(X)
53033,865627.0,865627.0,521183.0,60.2,233482.0,27.0,413858.0,47.8,179743.0,20.8,34115.0,3.9,16107.0,1.9,73210.0,8.5,37632.0,4.3,344444.0,39.8,253506.0,29.3,76271.0,8.8,250695.0,29.0,196043.0,22.6,2.46,(X),3.07,(X)
53035,101662.0,101662.0,68471.0,67.4,27322.0,26.9,53995.0,53.1,19300.0,19.0,4687.0,4.6,2755.0,2.7,9789.0,9.6,5267.0,5.2,33191.0,32.6,25792.0,25.4,10734.0,10.6,30552.0,30.1,30917.0,30.4,2.51,(X),2.98,(X)
53037,18003.0,18003.0,9681.0,53.8,3771.0,20.9,7812.0,43.4,2834.0,15.7,588.0,3.3,274.0,1.5,1281.0,7.1,663.0,3.7,8322.0,46.2,5377.0,29.9,1906.0,10.6,4166.0,23.1,4933.0,27.4,2.35,(X),2.95,(X)
53039,8539.0,8539.0,5445.0,63.8,1877.0,22.0,4486.0,52.5,1452.0,17.0,344.0,4.0,136.0,1.6,615.0,7.2,289.0,3.4,3094.0,36.2,2419.0,28.3,967.0,11.3,2027.0,23.7,3230.0,37.8,2.48,(X),3.03,(X)
53041,30262.0,30262.0,19912.0,65.8,7273.0,24.0,15299.0,50.6,4978.0,16.4,1544.0,5.1,749.0,2.5,3069.0,10.1,1546.0,5.1,10350.0,34.2,8302.0,27.4,4062.0,13.4,8627.0,28.5,11089.0,36.6,2.51,(X),3.03,(X)
53043,4485.0,4485.0,3072.0,68.5,992.0,22.1,2482.0,55.3,732.0,16.3,247.0,5.5,122.0,2.7,343.0,7.6,138.0,3.1,1413.0,31.5,1180.0,26.3,638.0,14.2,1118.0,24.9,1832.0,40.8,2.3,(X),2.76,(X)
53045,23535.0,23535.0,15110.0,64.2,4878.0,20.7,11447.0,48.6,3109.0,13.2,1325.0,5.6,714.0,3.0,2338.0,9.9,1055.0,4.5,8425.0,35.8,6696.0,28.5,2820.0,12.0,5924.0,25.2,8851.0,37.6,2.61,(X),3.18,(X)
53047,17527.0,17527.0,11699.0,66.7,4815.0,27.5,8725.0,49.8,2809.0,16.0,847.0,4.8,560.0,3.2,2127.0,12.1,1446.0,8.3,5828.0,33.3,4843.0,27.6,2302.0,13.1,5469.0,31.2,6276.0,35.8,2.31,(X),2.76,(X)
53049,9087.0,9087.0,5770.0,63.5,1667.0,18.3,4605.0,50.7,1038.0,11.4,405.0,4.5,316.0,3.5,760.0,8.4,313.0,3.4,3317.0,36.5,2666.0,29.3,1358.0,14.9,1919.0,21.1,4286.0,47.2,2.31,(X),2.82,(X)
53051,5782.0,5782.0,4049.0,70.0,1465.0,25.3,3129.0,54.1,977.0,16.9,372.0,6.4,216.0,3.7,548.0,9.5,272.0,4.7,1733.0,30.0,1442.0,24.9,707.0,12.2,1638.0,28.3,2337.0,40.4,2.26,(X),2.65,(X)
53053,317699.0,317699.0,212302.0,66.8,94903.0,29.9,161012.0,50.7,66124.0,20.8,14806.0,4.7,7726.0,2.4,36484.0,11.5,21053.0,6.6,105397.0,33.2,82362.0,25.9,29963.0,9.4,105589.0,33.2,80368.0,25.3,2.65,(X),3.2,(X)
53055,8025.0,8025.0,4867.0,60.6,1321.0,16.5,4109.0,51.2,894.0,11.1,242.0,3.0,126.0,1.6,516.0,6.4,301.0,3.8,3158.0,39.4,2468.0,30.8,1209.0,15.1,1466.0,18.3,3651.0,45.5,2.03,(X),2.45,(X)
53057,47937.0,47937.0,32419.0,67.6,12150.0,25.3,25859.0,53.9,8674.0,18.1,2156.0,4.5,1096.0,2.3,4404.0,9.2,2380.0,5.0,15518.0,32.4,11929.0,24.9,5541.0,11.6,14004.0,29.2,16685.0,34.8,2.55,(X),3.03,(X)
53059,4685.0,4685.0,3236.0,69.1,1070.0,22.8,2572.0,54.9,745.0,15.9,218.0,4.7,119.0,2.5,446.0,9.5,206.0,4.4,1449.0,30.9,1049.0,22.4,397.0,8.5,1209.0,25.8,1590.0,33.9,2.47,(X),2.9,(X)
53061,289737.0,289737.0,199589.0,68.9,88737.0,30.6,155974.0,53.8,66137.0,22.8,15187.0,5.2,7325.0,2.5,28428.0,9.8,15275.0,5.3,90148.0,31.1,67869.0,23.4,25587.0,8.8,97674.0,33.7,71179.0,24.6,2.68,(X),3.17,(X)
53063,198489.0,198489.0,125905.0,63.4,54856.0,27.6,94862.0,47.8,36804.0,18.5,9180.0,4.6,5353.0,2.7,21863.0,11.0,12699.0,6.4,72584.0,36.6,57684.0,29.1,22346.0,11.3,60112.0,30.3,54942.0,27.7,2.43,(X),2.99,(X)
53065,17433.0,17433.0,11995.0,68.8,3803.0,21.8,9456.0,54.2,2790.0,16.0,990.0,5.7,362.0,2.1,1549.0,8.9,651.0,3.7,5438.0,31.2,4419.0,25.3,2071.0,11.9,4439.0,25.5,6739.0,38.7,2.52,(X),2.99,(X)
53067,108070.0,108070.0,71946.0,66.6,30554.0,28.3,55316.0,51.2,21205.0,19.6,4577.0,4.2,2673.0,2.5,12053.0,11.2,6676.0,6.2,36124.0,33.4,28017.0,25.9,11330.0,10.5,33522.0,31.0,31438.0,29.1,2.51,(X),2.98,(X)
53069,1844.0,1844.0,1401.0,76.0,328.0,17.8,1134.0,61.5,269.0,14.6,133.0,7.2,37.0,2.0,134.0,7.3,22.0,1.2,443.0,24.0,346.0,18.8,220.0,11.9,420.0,22.8,912.0,49.5,2.24,(X),2.55,(X)
53071,22304.0,22304.0,14341.0,64.3,5807.0,26.0,11078.0,49.7,4140.0,18.6,885.0,4.0,427.0,1.9,2378.0,10.7,1240.0,5.6,7963.0,35.7,6436.0,28.9,2769.0,12.4,6473.0,29.0,7141.0,32.0,2.47,(X),3.04,(X)
53073,85008.0,85008.0,51611.0,60.7,20510.0,24.1,40794.0,48.0,14929.0,17.6,3665.0,4.3,1899.0,2.2,7152.0,8.4,3682.0,4.3,33397.0,39.3,23264.0,27.4,9533.0,11.2,22461.0,26.4,24962.0,29.4,2.49,(X),3.0,(X)
53075,17910.0,17910.0,8746.0,48.8,3636.0,20.3,7281.0,40.7,2758.0,15.4,568.0,3.2,330.0,1.8,897.0,5.0,548.0,3.1,9164.0,51.2,5490.0,30.7,1330.0,7.4,3774.0,21.1,3367.0,18.8,2.33,(X),2.89,(X)
53077,82300.0,82300.0,59595.0,72.4,29344.0,35.7,41222.0,50.1,18012.0,21.9,5646.0,6.9,3400.0,4.1,12727.0,15.5,7932.0,9.6,22705.0,27.6,18560.0,22.6,7748.0,9.4,33519.0,40.7,22922.0,27.9,2.98,(X),3.51,(X)
54001,6416.0,6416.0,4252.0,66.3,1464.0,22.8,3235.0,50.4,991.0,15.4,344.0,5.4,179.0,2.8,673.0,10.5,294.0,4.6,2164.0,33.7,1778.0,27.7,728.0,11.3,1701.0,26.5,2170.0,33.8,2.52,(X),3.05,(X)
54003,43237.0,43237.0,29901.0,69.2,13010.0,30.1,22373.0,51.7,8481.0,19.6,2384.0,5.5,1407.0,3.3,5144.0,11.9,3122.0,7.2,13336.0,30.8,10761.0,24.9,3790.0,8.8,14706.0,34.0,11307.0,26.2,2.61,(X),3.09,(X)
54005,9148.0,9148.0,6418.0,70.2,2290.0,25.0,4671.0,51.1,1590.0,17.4,531.0,5.8,205.0,2.2,1216.0,13.3,495.0,5.4,2730.0,29.8,2261.0,24.7,1077.0,11.8,2821.0,30.8,3081.0,33.7,2.48,(X),2.97,(X)
54007,5491.0,5491.0,4003.0,72.9,1252.0,22.8,3140.0,57.2,970.0,17.7,234.0,4.3,36.0,0.7,629.0,11.5,246.0,4.5,1488.0,27.1,1221.0,22.2,619.0,11.3,1519.0,27.7,2151.0,39.2,2.54,(X),2.97,(X)
54009,9957.0,9957.0,6387.0,64.1,2018.0,20.3,4735.0,47.6,1186.0,11.9,560.0,5.6,240.0,2.4,1092.0,11.0,592.0,5.9,3570.0,35.9,2991.0,30.0,1435.0,14.4,2422.0,24.3,3650.0,36.7,2.18,(X),2.65,(X)
54011,39628.0,39628.0,21919.0,55.3,8715.0,22.0,15654.0,39.5,5361.0,13.5,1699.0,4.3,930.0,2.3,4566.0,11.5,2424.0,6.1,17709.0,44.7,14471.0,36.5,5153.0,13.0,9988.0,25.2,11924.0,30.1,2.3,(X),3.04,(X)
54013,2864.0,2864.0,2017.0,70.4,699.0,24.4,1630.0,56.9,516.0,18.0,87.0,3.0,26.0,0.9,300.0,10.5,157.0,5.5,847.0,29.6,696.0,24.3,376.0,13.1,799.0,27.9,1046.0,36.5,2.57,(X),2.98,(X)
54015,3261.0,3261.0,2258.0,69.2,726.0,22.3,1729.0,53.0,561.0,17.2,173.0,5.3,39.0,1.2,356.0,10.9,126.0,3.9,1003.0,30.8,736.0,22.6,310.0,9.5,900.0,27.6,1172.0,35.9,2.67,(X),3.15,(X)
54017,2647.0,2647.0,1811.0,68.4,335.0,12.7,1531.0,57.8,243.0,9.2,109.0,4.1,54.0,2.0,171.0,6.5,38.0,1.4,836.0,31.6,692.0,26.1,324.0,12.2,464.0,17.5,1127.0,42.6,2.95,(X),3.57,(X)
54019,17795.0,17795.0,11939.0,67.1,3839.0,21.6,8884.0,49.9,2416.0,13.6,982.0,5.5,511.0,2.9,2073.0,11.6,912.0,5.1,5856.0,32.9,5255.0,29.5,2277.0,12.8,4826.0,27.1,6152.0,34.6,2.38,(X),2.91,(X)
54021,2670.0,2670.0,1680.0,62.9,473.0,17.7,1282.0,48.0,319.0,11.9,135.0,5.1,49.0,1.8,263.0,9.9,105.0,3.9,990.0,37.1,815.0,30.5,312.0,11.7,554.0,20.7,930.0,34.8,2.47,(X),3.13,(X)
