countyFIPS,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force
51111,10138,10138,4690,46.3,4675,46.1,4470,44.1,205,2.0,15,0.1,5448,53.7,4675,4675,(X),4.4,4768,4768,2166,45.4,2166,45.4,2100,44.0,720,720,511,71.0,1370,1370,972,70.9
51113,10689,10689,6431,60.2,6431,60.2,6080,56.9,351,3.3,0,0.0,4258,39.8,6431,6431,(X),5.5,5558,5558,2993,53.9,2993,53.9,2799,50.4,704,704,361,51.3,1890,1890,1531,81.0
51115,7686,7686,3912,50.9,3874,50.4,3768,49.0,106,1.4,38,0.5,3774,49.1,3874,3874,(X),2.7,4069,4069,1716,42.2,1711,42.0,1644,40.4,299,299,138,46.2,1018,1018,657,64.5
51117,25745,25745,12885,50.0,12885,50.0,12329,47.9,556,2.2,0,0.0,12860,50.0,12885,12885,(X),4.3,13441,13441,6719,50.0,6719,50.0,6469,48.1,1506,1506,1132,75.2,3706,3706,2813,75.9
51119,9210,9210,4502,48.9,4502,48.9,4302,46.7,200,2.2,0,0.0,4708,51.1,4502,4502,(X),4.4,4717,4717,2159,45.8,2159,45.8,2066,43.8,513,513,276,53.8,1114,1114,737,66.2
51121,84509,84509,48693,57.6,48434,57.3,46179,54.6,2255,2.7,259,0.3,35816,42.4,48434,48434,(X),4.7,40630,40630,22531,55.5,22458,55.3,21278,52.4,4697,4697,3104,66.1,9835,9835,7291,74.1
51125,12351,12351,7283,59.0,7283,59.0,6997,56.7,286,2.3,0,0.0,5068,41.0,7283,7283,(X),3.9,6443,6443,3486,54.1,3486,54.1,3324,51.6,641,641,494,77.1,1704,1704,1269,74.5
51127,17152,17152,11063,64.5,11041,64.4,10544,61.5,497,2.9,22,0.1,6089,35.5,11041,11041,(X),4.5,8570,8570,5233,61.1,5233,61.1,4990,58.2,1416,1416,853,60.2,2770,2770,2335,84.3
51131,9813,9813,5076,51.7,5053,51.5,4897,49.9,156,1.6,23,0.2,4737,48.3,5053,5053,(X),3.1,5172,5172,2713,52.5,2713,52.5,2654,51.3,647,647,455,70.3,1504,1504,1240,82.4
51133,10593,10593,5107,48.2,5107,48.2,4780,45.1,327,3.1,0,0.0,5486,51.8,5107,5107,(X),6.4,5519,5519,2432,44.1,2432,44.1,2395,43.4,545,545,296,54.3,1155,1155,858,74.3
51135,12832,12832,5812,45.3,5812,45.3,5596,43.6,216,1.7,0,0.0,7020,54.7,5812,5812,(X),3.7,5794,5794,2712,46.8,2712,46.8,2584,44.6,891,891,473,53.1,1920,1920,1235,64.3
51137,28672,28672,17641,61.5,17603,61.4,16575,57.8,1028,3.6,38,0.1,11031,38.5,17603,17603,(X),5.8,14871,14871,7984,53.7,7984,53.7,7563,50.9,2382,2382,1529,64.2,4823,4823,3087,64.0
51139,19476,19476,11557,59.3,11539,59.2,10794,55.4,745,3.8,18,0.1,7919,40.7,11539,11539,(X),6.5,9992,9992,5514,55.2,5514,55.2,5063,50.7,1374,1374,1025,74.6,3162,3162,2258,71.4
51141,15166,15166,7722,50.9,7722,50.9,7283,48.0,439,2.9,0,0.0,7444,49.1,7722,7722,(X),5.7,7693,7693,3327,43.2,3327,43.2,3150,40.9,1031,1031,516,50.0,1947,1947,1085,55.7
51143,51197,51197,29415,57.5,29209,57.1,27404,53.5,1805,3.5,206,0.4,21782,42.5,29209,29209,(X),6.2,26118,26118,14166,54.2,14123,54.1,13259,50.8,3149,3149,2270,72.1,8097,8097,6003,74.1
51145,24180,24180,13614,56.3,13602,56.3,13269,54.9,333,1.4,12,0.0,10566,43.7,13602,13602,(X),2.4,11233,11233,6469,57.6,6469,57.6,6328,56.3,1371,1371,1049,76.5,3523,3523,2610,74.1
51147,19661,19661,9112,46.3,9112,46.3,8531,43.4,581,3.0,0,0.0,10549,53.7,9112,9112,(X),6.4,9867,9867,4567,46.3,4567,46.3,4290,43.5,1073,1073,665,62.0,2341,2341,1479,63.2
51149,30671,30671,17726,57.8,16291,53.1,15090,49.2,1201,3.9,1435,4.7,12945,42.2,16291,16291,(X),7.4,13639,13639,7988,58.6,7764,56.9,7376,54.1,2345,2345,1326,56.5,5497,5497,3812,69.3
51153,344952,344952,251848,73.0,246265,71.4,234698,68.0,11567,3.4,5583,1.6,93104,27.0,246265,246265,(X),4.7,174690,174690,116140,66.5,115350,66.0,109245,62.5,40781,40781,26101,64.0,80504,80504,59179,73.5
51155,28913,28913,16482,57.0,16444,56.9,15441,53.4,1003,3.5,38,0.1,12431,43.0,16444,16444,(X),6.1,14481,14481,7789,53.8,7759,53.6,7325,50.6,1728,1728,1243,71.9,4065,4065,3085,75.9
51157,6238,6238,3641,58.4,3641,58.4,3499,56.1,142,2.3,0,0.0,2597,41.6,3641,3641,(X),3.9,3123,3123,1681,53.8,1681,53.8,1598,51.2,333,333,237,71.2,895,895,702,78.4
51159,7473,7473,3559,47.6,3557,47.6,3489,46.7,68,0.9,2,0.0,3914,52.4,3557,3557,(X),1.9,3175,3175,1733,54.6,1733,54.6,1703,53.6,314,314,284,90.4,1127,1127,643,57.1
51161,77007,77007,47461,61.6,47435,61.6,45700,59.3,1735,2.3,26,0.0,29546,38.4,47435,47435,(X),3.7,40636,40636,22877,56.3,22877,56.3,22164,54.5,5092,5092,3717,73.0,12677,12677,8954,70.6
51163,19017,19017,10809,56.8,10788,56.7,10153,53.4,635,3.3,21,0.1,8208,43.2,10788,10788,(X),5.9,9596,9596,5082,53.0,5072,52.9,4769,49.7,1337,1337,799,59.8,2394,2394,1821,76.1
51165,63966,63966,40657,63.6,40641,63.5,39144,61.2,1497,2.3,16,0.0,23309,36.4,40641,40641,(X),3.7,33046,33046,19047,57.6,19039,57.6,18191,55.0,5035,5035,3528,70.1,11700,11700,8526,72.9
51167,22909,22909,10209,44.6,10205,44.5,9508,41.5,697,3.0,4,0.0,12700,55.4,10205,10205,(X),6.8,11767,11767,4715,40.1,4715,40.1,4554,38.7,1370,1370,797,58.2,3190,3190,1456,45.6
51169,18374,18374,8846,48.1,8831,48.1,8340,45.4,491,2.7,15,0.1,9528,51.9,8831,8831,(X),5.6,9141,9141,3847,42.1,3847,42.1,3661,40.1,1098,1098,844,76.9,2375,2375,1686,71.0
51171,34898,34898,21501,61.6,21460,61.5,20419,58.5,1041,3.0,41,0.1,13397,38.4,21460,21460,(X),4.9,18114,18114,10065,55.6,10065,55.6,9693,53.5,2641,2641,1881,71.2,6041,6041,4689,77.6
51173,25823,25823,13368,51.8,13368,51.8,12593,48.8,775,3.0,0,0.0,12455,48.2,13368,13368,(X),5.8,13287,13287,6248,47.0,6248,47.0,5848,44.0,1645,1645,1099,66.8,3791,3791,2371,62.5
51175,14906,14906,8180,54.9,8149,54.7,7799,52.3,350,2.3,31,0.2,6726,45.1,8149,8149,(X),4.3,7107,7107,3854,54.2,3849,54.2,3726,52.4,1000,1000,707,70.7,2195,2195,1661,75.7
51177,102321,102321,69486,67.9,69084,67.5,65438,64.0,3646,3.6,402,0.4,32835,32.1,69084,69084,(X),5.3,52555,52555,32160,61.2,32129,61.1,30724,58.5,9654,9654,6121,63.4,22018,22018,15938,72.4
51179,110583,110583,76994,69.6,73328,66.3,70371,63.6,2957,2.7,3666,3.3,33589,30.4,73328,73328,(X),4.0,55001,55001,34711,63.1,34445,62.6,32983,60.0,10678,10678,6550,61.3,25765,25765,17613,68.4
51181,5559,5559,3219,57.9,3213,57.8,2983,53.7,230,4.1,6,0.1,2340,42.1,3213,3213,(X),7.2,2876,2876,1614,56.1,1614,56.1,1485,51.6,348,348,226,64.9,754,754,556,73.7
51183,9958,9958,3670,36.9,3659,36.7,3339,33.5,320,3.2,11,0.1,6288,63.1,3659,3659,(X),8.7,3902,3902,2059,52.8,2054,52.6,1890,48.4,520,520,446,85.8,1102,1102,857,77.8
51185,34971,34971,16893,48.3,16883,48.3,15604,44.6,1279,3.7,10,0.0,18078,51.7,16883,16883,(X),7.6,17651,17651,7528,42.6,7528,42.6,6859,38.9,2439,2439,1300,53.3,4977,4977,2784,55.9
51187,31872,31872,20324,63.8,20311,63.7,19074,59.8,1237,3.9,13,0.0,11548,36.2,20311,20311,(X),6.1,15959,15959,9121,57.2,9121,57.2,8516,53.4,2829,2829,1710,60.4,5365,5365,3201,59.7
51191,45616,45616,25457,55.8,25403,55.7,23898,52.4,1505,3.3,54,0.1,20159,44.2,25403,25403,(X),5.9,23282,23282,12390,53.2,12375,53.2,11777,50.6,2593,2593,1964,75.7,6353,6353,4670,73.5
51193,14616,14616,8381,57.3,8241,56.4,7610,52.1,631,4.3,140,1.0,6235,42.7,8241,8241,(X),7.7,7643,7643,4122,53.9,4122,53.9,3728,48.8,1002,1002,491,49.0,2187,2187,1439,65.8
51195,32156,32156,14415,44.8,14402,44.8,13075,40.7,1327,4.1,13,0.0,17741,55.2,14402,14402,(X),9.2,15163,15163,6197,40.9,6192,40.8,5676,37.4,2221,2221,1189,53.5,4823,4823,2527,52.4
51197,23918,23918,13994,58.5,13994,58.5,13070,54.6,924,3.9,0,0.0,9924,41.5,13994,13994,(X),6.6,12272,12272,6644,54.1,6644,54.1,6201,50.5,1358,1358,923,68.0,4008,4008,2940,73.4
51199,53188,53188,35667,67.1,32228,60.6,30286,56.9,1942,3.7,3439,6.5,17521,32.9,32228,32228,(X),6.0,27146,27146,15850,58.4,15433,56.9,14523,53.5,4464,4464,2667,59.7,11308,11308,8174,72.3
51510,130057,130057,101862,78.3,99424,76.4,96180,74.0,3244,2.5,2438,1.9,28195,21.7,99424,99424,(X),3.3,68352,68352,50151,73.4,49624,72.6,47854,70.0,12760,12760,8349,65.4,14918,14918,11163,74.8
51520,13734,13734,7641,55.6,7624,55.5,7174,52.2,450,3.3,17,0.1,6093,44.4,7624,7624,(X),5.9,7281,7281,3832,52.6,3832,52.6,3666,50.4,1030,1030,677,65.7,2210,2210,1643,74.3
51530,5262,5262,3070,58.3,3065,58.2,2991,56.8,74,1.4,5,0.1,2192,41.7,3065,3065,(X),2.4,2894,2894,1568,54.2,1563,54.0,1520,52.5,336,336,222,66.1,741,741,575,77.6
51540,40493,40493,25826,63.8,25650,63.3,24605,60.8,1045,2.6,176,0.4,14667,36.2,25650,25650,(X),4.1,21016,21016,13522,64.3,13505,64.3,12898,61.4,2855,2855,2048,71.7,4107,4107,3044,74.1
51550,186848,186848,123312,66.0,116386,62.3,110464,59.1,5922,3.2,6926,3.7,63536,34.0,116386,116386,(X),5.1,96493,96493,59244,61.4,58074,60.2,55224,57.2,17611,17611,11649,66.1,37558,37558,26902,71.6
51570,13923,13923,8441,60.6,8391,60.3,7624,54.8,767,5.5,50,0.4,5482,39.4,8391,8391,(X),9.1,7680,7680,4080,53.1,4077,53.1,3764,49.0,1282,1282,917,71.5,2514,2514,1768,70.3
51580,4601,4601,2608,56.7,2580,56.1,2454,53.3,126,2.7,28,0.6,1993,43.3,2580,2580,(X),4.9,2349,2349,1258,53.6,1258,53.6,1183,50.4,283,283,244,86.2,692,692,519,75.0
51590,33276,33276,18366,55.2,18326,55.1,16636,50.0,1690,5.1,40,0.1,14910,44.8,18326,18326,(X),9.2,18351,18351,9622,52.4,9622,52.4,8756,47.7,2910,2910,1949,67.0,5361,5361,3784,70.6
51595,4183,4183,2528,60.4,2528,60.4,1939,46.4,589,14.1,0,0.0,1655,39.6,2528,2528,(X),23.3,2277,2277,1247,54.8,1247,54.8,1009,44.3,299,299,259,86.6,1052,1052,826,78.5
51600,18995,18995,13318,70.1,13252,69.8,12717,66.9,535,2.8,66,0.3,5677,29.9,13252,13252,(X),4.0,9709,9709,6157,63.4,6143,63.3,5905,60.8,2226,2226,1675,75.2,2939,2939,2264,77.0
51610,10819,10819,8062,74.5,8028,74.2,7717,71.3,311,2.9,34,0.3,2757,25.5,8028,8028,(X),3.9,5661,5661,3891,68.7,3891,68.7,3702,65.4,1027,1027,697,67.9,2498,2498,1750,70.1
51620,6318,6318,4001,63.3,4001,63.3,3402,53.8,599,9.5,0,0.0,2317,36.7,4001,4001,(X),15.0,3625,3625,2191,60.4,2191,60.4,1880,51.9,483,483,425,88.0,1417,1417,1239,87.4
51630,23012,23012,16346,71.0,16201,70.4,15332,66.6,869,3.8,145,0.6,6666,29.0,16201,16201,(X),5.4,12782,12782,8251,64.6,8205,64.2,7713,60.3,2280,2280,1642,72.0,3420,3420,2612,76.4
51640,5383,5383,2980,55.4,2980,55.4,2788,51.8,192,3.6,0,0.0,2403,44.6,2980,2980,(X),6.4,2834,2834,1515,53.5,1515,53.5,1407,49.6,343,343,160,46.6,1002,1002,735,73.4
51650,109643,109643,71645,65.3,66810,60.9,61974,56.5,4836,4.4,4835,4.4,37998,34.7,66810,66810,(X),7.2,57429,57429,35312,61.5,34159,59.5,31871,55.5,9170,9170,6014,65.6,17761,17761,13486,75.9
51660,45482,45482,27189,59.8,27108,59.6,25898,56.9,1210,2.7,81,0.2,18293,40.2,27108,27108,(X),4.5,23895,23895,13436,56.2,13415,56.1,12634,52.9,3150,3150,2140,67.9,5187,5187,3926,75.7
51670,17302,17302,10368,59.9,10234,59.1,9384,54.2,850,4.9,134,0.8,6934,40.1,10234,10234,(X),8.3,9462,9462,5289,55.9,5289,55.9,4822,51.0,1777,1777,1042,58.6,3555,3555,2839,79.9
51678,6606,6606,2442,37.0,2350,35.6,2251,34.1,99,1.5,92,1.4,4164,63.0,2350,2350,(X),4.2,2804,2804,1247,44.5,1228,43.8,1147,40.9,195,195,55,28.2,371,371,316,85.2
51680,66433,66433,38660,58.2,38571,58.1,36191,54.5,2380,3.6,89,0.1,27773,41.8,38571,38571,(X),6.2,35927,35927,19414,54.0,19396,54.0,18185,50.6,5374,5374,3738,69.6,9233,9233,6892,74.6
51683,31506,31506,23492,74.6,23394,74.3,22051,70.0,1343,4.3,98,0.3,8014,25.4,23394,23394,(X),5.7,15792,15792,10594,67.1,10580,67.0,9992,63.3,3842,3842,2428,63.2,6687,6687,4632,69.3
51685,12640,12640,9250,73.2,9226,73.0,8645,68.4,581,4.6,24,0.2,3390,26.8,9226,9226,(X),6.3,6018,6018,4081,67.8,4081,67.8,3724,61.9,1257,1257,876,69.7,2679,2679,2117,79.0
51690,10183,10183,5796,56.9,5796,56.9,5345,52.5,451,4.4,0,0.0,4387,43.1,5796,5796,(X),7.8,5687,5687,3045,53.5,3045,53.5,2836,49.9,1152,1152,678,58.9,1709,1709,1135,66.4
51700,142166,142166,95838,67.4,87670,61.7,81765,57.5,5905,4.2,8168,5.7,46328,32.6,87670,87670,(X),6.7,74464,74464,46329,62.2,45018,60.5,41541,55.8,15380,15380,10158,66.0,24176,24176,17256,71.4
51710,201428,201428,139189,69.1,114289,56.7,104931,52.1,9358,4.6,24900,12.4,62239,30.9,114289,114289,(X),8.2,95544,95544,60640,63.5,55748,58.3,51002,53.4,18674,18674,12622,67.6,27065,27065,20051,74.1
51720,3112,3112,1786,57.4,1786,57.4,1539,49.5,247,7.9,0,0.0,1326,42.6,1786,1786,(X),13.8,1788,1788,1006,56.3,1006,56.3,889,49.7,328,328,252,76.8,595,595,484,81.3
51730,25609,25609,15542,60.7,15088,58.9,13387,52.3,1701,6.6,454,1.8,10067,39.3,15088,15088,(X),11.3,14145,14145,8457,59.8,8314,58.8,7622,53.9,2356,2356,1860,78.9,3829,3829,3011,78.6
51735,9880,9880,6222,63.0,6008,60.8,5690,57.6,318,3.2,214,2.2,3658,37.0,6008,6008,(X),5.3,5089,5089,2767,54.4,2698,53.0,2507,49.3,617,617,358,58.0,1990,1990,1453,73.0
51740,75069,75069,48896,65.1,45600,60.7,41388,55.1,4212,5.6,3296,4.4,26173,34.9,45600,45600,(X),9.2,39366,39366,23774,60.4,22914,58.2,20722,52.6,7883,7883,5299,67.2,12372,12372,9636,77.9
51750,16037,16037,8345,52.0,8315,51.8,7822,48.8,493,3.1,30,0.2,7692,48.0,8315,8315,(X),5.9,8454,8454,4491,53.1,4463,52.8,4200,49.7,522,522,259,49.6,1222,1222,789,64.6
51760,187419,187419,122582,65.4,121985,65.1,112654,60.1,9331,5.0,597,0.3,64837,34.6,121985,121985,(X),7.6,99548,99548,62965,63.3,62854,63.1,57941,58.2,15419,15419,11384,73.8,21420,21420,15786,73.7
51770,79627,79627,51028,64.1,50937,64.0,47450,59.6,3487,4.4,91,0.1,28599,35.9,50937,50937,(X),6.8,42148,42148,24860,59.0,24800,58.8,23063,54.7,7947,7947,5747,72.3,12145,12145,8873,73.1
51775,21168,21168,12935,61.1,12897,60.9,12228,57.8,669,3.2,38,0.2,8233,38.9,12897,12897,(X),5.2,11337,11337,6704,59.1,6680,58.9,6413,56.6,1527,1527,1081,70.8,2981,2981,2513,84.3
51790,20312,20312,12185,60.0,12170,59.9,11775,58.0,395,1.9,15,0.1,8127,40.0,12170,12170,(X),3.2,11331,11331,6086,53.7,6086,53.7,5912,52.2,1556,1556,911,58.5,2667,2667,2064,77.4
51800,69571,69571,46543,66.9,44729,64.3,41944,60.3,2785,4.0,1814,2.6,23028,33.1,44729,44729,(X),6.2,36377,36377,22493,61.8,22155,60.9,20917,57.5,6921,6921,4472,64.6,13920,13920,10576,76.0
51810,360313,360313,254098,70.5,231348,64.2,220127,61.1,11221,3.1,22750,6.3,106215,29.5,231348,231348,(X),4.9,185176,185176,118834,64.2,115197,62.2,110042,59.4,32965,32965,21262,64.5,64011,64011,46922,73.3
51820,17265,17265,10793,62.5,10776,62.4,10293,59.6,483,2.8,17,0.1,6472,37.5,10776,10776,(X),4.5,9167,9167,4965,54.2,4965,54.2,4833,52.7,1678,1678,1172,69.8,3000,3000,2105,70.2
51830,13418,13418,6603,49.2,6515,48.6,6027,44.9,488,3.6,88,0.7,6815,50.8,6515,6515,(X),7.5,7536,7536,3483,46.2,3483,46.2,3208,42.6,560,560,379,67.7,1038,1038,815,78.5
51840,22195,22195,14281,64.3,14253,64.2,13718,61.8,535,2.4,28,0.1,7914,35.7,14253,14253,(X),3.8,11564,11564,7000,60.5,7000,60.5,6692,57.9,1970,1970,1613,81.9,3997,3997,2919,73.0
53001,13323,13323,8420,63.2,8420,63.2,7890,59.2,530,4.0,0,0.0,4903,36.8,8420,8420,(X),6.3,6678,6678,3584,53.7,3584,53.7,3361,50.3,2203,2203,1498,68.0,4391,4391,2954,67.3
53003,18314,18314,10354,56.5,10354,56.5,9643,52.7,711,3.9,0,0.0,7960,43.5,10354,10354,(X),6.9,9453,9453,4993,52.8,4993,52.8,4611,48.8,1239,1239,935,75.5,3150,3150,2230,70.8
53005,147845,147845,91627,62.0,91475,61.9,86708,58.6,4767,3.2,152,0.1,56218,38.0,91475,91475,(X),5.2,74523,74523,41194,55.3,41194,55.3,39153,52.5,16279,16279,9702,59.6,33711,33711,21985,65.2
53007,59783,59783,36649,61.3,36619,61.3,34693,58.0,1926,3.2,30,0.1,23134,38.7,36619,36619,(X),5.3,30248,30248,16823,55.6,16805,55.6,15774,52.1,5393,5393,3817,70.8,11621,11621,8610,74.1
53009,63094,63094,31213,49.5,31029,49.2,28644,45.4,2385,3.8,184,0.3,31881,50.5,31029,31029,(X),7.7,31988,31988,14439,45.1,14417,45.1,13513,42.2,4035,4035,2268,56.2,7949,7949,5521,69.5
53011,364435,364435,234257,64.3,233844,64.2,221205,60.7,12639,3.5,413,0.1,130178,35.7,233844,233844,(X),5.4,186148,186148,106968,57.5,106846,57.4,101043,54.3,33934,33934,19050,56.1,75653,75653,50163,66.3
53013,3350,3350,1845,55.1,1845,55.1,1762,52.6,83,2.5,0,0.0,1505,44.9,1845,1845,(X),4.5,1721,1721,858,49.9,858,49.9,820,47.6,175,175,86,49.1,535,535,383,71.6
53015,83678,83678,47440,56.7,47402,56.6,43701,52.2,3701,4.4,38,0.0,36238,43.3,47402,47402,(X),7.8,42470,42470,22140,52.1,22140,52.1,20363,47.9,7118,7118,4475,62.9,15313,15313,11383,74.3
53017,31539,31539,19759,62.6,19749,62.6,18962,60.1,787,2.5,10,0.0,11780,37.4,19749,19749,(X),4.0,15808,15808,9077,57.4,9077,57.4,8754,55.4,3423,3423,2347,68.6,6830,6830,5066,74.2
53019,6435,6435,2869,44.6,2869,44.6,2648,41.1,221,3.4,0,0.0,3566,55.4,2869,2869,(X),7.7,3147,3147,1340,42.6,1340,42.6,1240,39.4,355,355,209,58.9,822,822,546,66.4
53021,63838,63838,42098,65.9,42097,65.9,39752,62.3,2345,3.7,1,0.0,21740,34.1,42097,42097,(X),5.6,30339,30339,18285,60.3,18285,60.3,17228,56.8,9533,9533,5913,62.0,19121,19121,13767,72.0
53023,1783,1783,997,55.9,997,55.9,923,51.8,74,4.2,0,0.0,786,44.1,997,997,(X),7.4,945,945,472,49.9,472,49.9,438,46.3,163,163,83,50.9,350,350,239,68.3
53025,69406,69406,43519,62.7,43427,62.6,40985,59.1,2442,3.5,92,0.1,25887,37.3,43427,43427,(X),5.6,34177,34177,18639,54.5,18548,54.3,17456,51.1,8875,8875,5140,57.9,18444,18444,12952,70.2
53027,58610,58610,29979,51.1,29888,51.0,27388,46.7,2500,4.3,91,0.2,28631,48.9,29888,29888,(X),8.4,28382,28382,14249,50.2,14249,50.2,13213,46.6,4512,4512,2906,64.4,9176,9176,6175,67.3
53029,68293,68293,39592,58.0,34356,50.3,32257,47.2,2099,3.1,5236,7.7,28701,42.0,34356,34356,(X),6.1,34312,34312,17496,51.0,16434,47.9,15550,45.3,5131,5131,2958,57.6,9398,9398,6334,67.4
53031,27428,27428,12435,45.3,12351,45.0,11569,42.2,782,2.9,84,0.3,14993,54.7,12351,12351,(X),6.3,13776,13776,6142,44.6,6128,44.5,5925,43.0,1188,1188,760,64.0,2350,2350,1609,68.5
53033,1765344,1765344,1233848,69.9,1231992,69.8,1176560,66.6,55432,3.1,1856,0.1,531496,30.1,1231992,1231992,(X),4.5,885498,885498,564918,63.8,564580,63.8,538590,60.8,151645,151645,92279,60.9,278422,278422,189955,68.2
53035,214355,214355,132489,61.8,119537,55.8,113310,52.9,6227,2.9,12952,6.0,81866,38.2,119537,119537,(X),5.2,104904,104904,57249,54.6,55989,53.4,53270,50.8,17688,17688,9984,56.4,34091,34091,22731,66.7
53037,37944,37944,23046,60.7,22861,60.2,21497,56.7,1364,3.6,185,0.5,14898,39.3,22861,22861,(X),6.0,19015,19015,10850,57.1,10768,56.6,10078,53.0,2463,2463,1543,62.6,4984,4984,3409,68.4
53039,17681,17681,8877,50.2,8877,50.2,8329,47.1,548,3.1,0,0.0,8804,49.8,8877,8877,(X),6.2,8814,8814,3892,44.2,3892,44.2,3706,42.0,1300,1300,901,69.3,2681,2681,1924,71.8
53041,62358,62358,33192,53.2,33136,53.1,30414,48.8,2722,4.4,56,0.1,29166,46.8,33136,33136,(X),8.2,31361,31361,15259,48.7,15259,48.7,13982,44.6,4827,4827,2978,61.7,10429,10429,7253,69.5
53043,8513,8513,4349,51.1,4349,51.1,4160,48.9,189,2.2,0,0.0,4164,48.9,4349,4349,(X),4.3,4157,4157,2026,48.7,2026,48.7,1926,46.3,579,579,248,42.8,1556,1556,1058,68.0
53045,51963,51963,26159,50.3,26019,50.1,24072,46.3,1947,3.7,140,0.3,25804,49.7,26019,26019,(X),7.5,25255,25255,11798,46.7,11798,46.7,11090,43.9,3791,3791,2042,53.9,7577,7577,4984,65.8
53047,33122,33122,18171,54.9,18104,54.7,16954,51.2,1150,3.5,67,0.2,14951,45.1,18104,18104,(X),6.4,16491,16491,8763,53.1,8763,53.1,8341,50.6,2871,2871,1785,62.2,5925,5925,4116,69.5
53049,18164,18164,7580,41.7,7522,41.4,7012,38.6,510,2.8,58,0.3,10584,58.3,7522,7522,(X),6.8,9082,9082,3510,38.6,3499,38.5,3341,36.8,999,999,624,62.5,2279,2279,1384,60.7
53051,10987,10987,4953,45.1,4953,45.1,4654,42.4,299,2.7,0,0.0,6034,54.9,4953,4953,(X),6.0,5436,5436,2390,44.0,2390,44.0,2210,40.7,670,670,468,69.9,1812,1812,1165,64.3
53053,677697,677697,437678,64.6,421669,62.2,397125,58.6,24544,3.6,16009,2.4,240019,35.4,421669,421669,(X),5.8,343329,343329,199652,58.2,197591,57.6,187169,54.5,67186,67186,38742,57.7,127023,127023,85385,67.2
53055,14521,14521,7901,54.4,7896,54.4,7657,52.7,239,1.6,5,0.0,6620,45.6,7896,7896,(X),3.0,7517,7517,3816,50.8,3816,50.8,3706,49.3,570,570,313,54.9,1484,1484,1079,72.7
53057,99600,99600,59381,59.6,58907,59.1,55506,55.7,3401,3.4,474,0.5,40219,40.4,58907,58907,(X),5.8,50484,50484,26886,53.3,26821,53.1,25441,50.4,8304,8304,5038,60.7,17371,17371,12042,69.3
53059,9653,9653,5424,56.2,5422,56.2,5162,53.5,260,2.7,2,0.0,4229,43.8,5422,5422,(X),4.8,4811,4811,2561,53.2,2561,53.2,2408,50.1,604,604,323,53.5,1468,1468,1120,76.3
53061,627302,627302,424425,67.7,420918,67.1,401702,64.0,19216,3.1,3507,0.6,202877,32.3,420918,420918,(X),4.6,314544,314544,193371,61.5,192877,61.3,183673,58.4,57796,57796,34873,60.3,114995,114995,81140,70.6
