countyFIPS,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Percent Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force,Percent Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force
1001,43368,43368,25736,59.3,25189,58.1,24124,55.6,1065,2.5,547,1.3,17632,40.7,25189,25189,(X),4.2,22458,22458,11709,52.1,11661,51.9,11263,50.2,3777,3777,2025,53.6,8961,8961,6176,68.9
1003,167712,167712,98030,58.5,97722,58.3,93379,55.7,4343,2.6,308,0.2,69682,41.5,97722,97722,(X),4.4,86912,86912,47115,54.2,47045,54.1,45096,51.9,13362,13362,8128,60.8,29987,29987,22021,73.4
1005,20948,20948,9638,46.0,9638,46.0,8720,41.6,918,4.4,0,0.0,11310,54.0,9638,9638,(X),9.5,9764,9764,4533,46.4,4533,46.4,4104,42.0,1557,1557,809,52.0,3416,3416,2227,65.2
1007,18470,18470,8757,47.4,8757,47.4,8099,43.8,658,3.6,0,0.0,9713,52.6,8757,8757,(X),7.5,8546,8546,3995,46.7,3995,46.7,3635,42.5,1511,1511,837,55.4,2887,2887,2054,71.1
1009,45915,45915,22306,48.6,22255,48.5,21346,46.5,909,2.0,51,0.1,23609,51.4,22255,22255,(X),4.1,23360,23360,9789,41.9,9771,41.8,9304,39.8,3821,3821,2127,55.7,8851,8851,4568,51.6
1011,8413,8413,4430,52.7,4430,52.7,3940,46.8,490,5.8,0,0.0,3983,47.3,4430,4430,(X),11.1,3754,3754,1791,47.7,1791,47.7,1663,44.3,608,608,270,44.4,1348,1348,715,53.0
1013,15970,15970,8464,53.0,8452,52.9,7885,49.4,567,3.6,12,0.1,7506,47.0,8452,8452,(X),6.7,8729,8729,4464,51.1,4457,51.1,4196,48.1,1387,1387,1101,79.4,2828,2828,2283,80.7
1015,93023,93023,53078,57.1,52785,56.7,48157,51.8,4628,5.0,293,0.3,39945,42.9,52785,52785,(X),8.8,48908,48908,25387,51.9,25379,51.9,22809,46.6,7615,7615,4891,64.2,15251,15251,10906,71.5
1017,27656,27656,15571,56.3,15559,56.3,14786,53.5,773,2.8,12,0.0,12085,43.7,15559,15559,(X),5.0,14570,14570,7377,50.6,7365,50.5,7052,48.4,2055,2055,1433,69.7,4218,4218,3193,75.7
1019,21349,21349,10386,48.6,10386,48.6,9805,45.9,581,2.7,0,0.0,10963,51.4,10386,10386,(X),5.6,10784,10784,4440,41.2,4440,41.2,4283,39.7,1287,1287,984,76.5,3645,3645,2385,65.4
1021,34516,34516,18836,54.6,18836,54.6,17500,50.7,1336,3.9,0,0.0,15680,45.4,18836,18836,(X),7.1,17604,17604,8374,47.6,8374,47.6,7963,45.2,3089,3089,1769,57.3,6890,6890,4628,67.2
1023,10800,10800,4768,44.1,4768,44.1,4264,39.5,504,4.7,0,0.0,6032,55.9,4768,4768,(X),10.6,5721,5721,2133,37.3,2133,37.3,1951,34.1,646,646,330,51.1,1722,1722,746,43.3
1025,19763,19763,8941,45.2,8930,45.2,7647,38.7,1283,6.5,11,0.1,10822,54.8,8930,8930,(X),14.4,10542,10542,3818,36.2,3818,36.2,3169,30.1,1448,1448,799,55.2,3470,3470,2286,65.9
1027,10843,10843,5920,54.6,5920,54.6,5542,51.1,378,3.5,0,0.0,4923,45.4,5920,5920,(X),6.4,5665,5665,2823,49.8,2823,49.8,2664,47.0,691,691,502,72.6,1945,1945,1314,67.6
1029,11847,11847,6108,51.6,6086,51.4,5628,47.5,458,3.9,22,0.2,5739,48.4,6086,6086,(X),7.5,6149,6149,2699,43.9,2699,43.9,2535,41.2,913,913,505,55.3,2090,2090,1364,65.3
1031,40510,40510,24240,59.8,23096,57.0,21725,53.6,1371,3.4,1144,2.8,16270,40.2,23096,23096,(X),5.9,20716,20716,11038,53.3,10952,52.9,10315,49.8,3364,3364,2436,72.4,7743,7743,5457,70.5
1033,44328,44328,23880,53.9,23833,53.8,22436,50.6,1397,3.2,47,0.1,20448,46.1,23833,23833,(X),5.9,23324,23324,11320,48.5,11320,48.5,10824,46.4,3514,3514,2186,62.2,7229,7229,5173,71.6
1035,10152,10152,4397,43.3,4397,43.3,3892,38.3,505,5.0,0,0.0,5755,56.7,4397,4397,(X),11.5,5357,5357,2061,38.5,2061,38.5,1874,35.0,739,739,454,61.4,1743,1743,887,50.9
1037,9227,9227,4363,47.3,4363,47.3,4110,44.5,253,2.7,0,0.0,4864,52.7,4363,4363,(X),5.8,4589,4589,2090,45.5,2090,45.5,2001,43.6,430,430,303,70.5,1240,1240,807,65.1
1039,30107,30107,16348,54.3,16327,54.2,14899,49.5,1428,4.7,21,0.1,13759,45.7,16327,16327,(X),8.7,15801,15801,7442,47.1,7432,47.0,6768,42.8,2481,2481,1706,68.8,4818,4818,3229,67.0
1041,11106,11106,6006,54.1,5959,53.7,5612,50.5,347,3.1,47,0.4,5100,45.9,5959,5959,(X),5.8,5770,5770,2688,46.6,2688,46.6,2533,43.9,832,832,558,67.1,1977,1977,1365,69.0
1043,65879,65879,34955,53.1,34906,53.0,33003,50.1,1903,2.9,49,0.1,30924,46.9,34906,34906,(X),5.5,33694,33694,15584,46.3,15575,46.2,14741,43.7,5455,5455,3347,61.4,11880,11880,7712,64.9
1045,39028,39028,22131,56.7,19763,50.6,18025,46.2,1738,4.5,2368,6.1,16897,43.3,19763,19763,(X),8.8,20034,20034,9789,48.9,9482,47.3,8548,42.7,3658,3658,2093,57.2,7144,7144,4805,67.3
1047,31400,31400,16213,51.6,16201,51.6,14295,45.5,1906,6.1,12,0.0,15187,48.4,16201,16201,(X),11.8,17357,17357,8286,47.7,8274,47.7,7271,41.9,2884,2884,1758,61.0,6098,6098,4262,69.9
1049,55947,55947,29993,53.6,29988,53.6,28637,51.2,1351,2.4,5,0.0,25954,46.4,29988,29988,(X),4.5,28458,28458,13070,45.9,13070,45.9,12409,43.6,4927,4927,3252,66.0,10918,10918,6818,62.4
1051,65199,65199,36488,56.0,36030,55.3,33811,51.9,2219,3.4,458,0.7,28711,44.0,36030,36030,(X),6.2,33955,33955,18391,54.2,18290,53.9,17122,50.4,5488,5488,3838,69.9,12087,12087,8657,71.6
1053,29981,29981,14077,47.0,14077,47.0,12182,40.6,1895,6.3,0,0.0,15904,53.0,14077,14077,(X),13.5,14580,14580,6660,45.7,6660,45.7,5695,39.1,2389,2389,1683,70.4,4956,4956,3259,65.8
1055,83391,83391,45330,54.4,45312,54.3,42367,50.8,2945,3.5,18,0.0,38061,45.6,45312,45312,(X),6.5,43580,43580,21380,49.1,21371,49.0,20111,46.1,6135,6135,3756,61.2,14152,14152,9097,64.3
1057,13491,13491,6876,51.0,6863,50.9,6380,47.3,483,3.6,13,0.1,6615,49.0,6863,6863,(X),7.0,7038,7038,3111,44.2,3111,44.2,2871,40.8,1040,1040,682,65.6,2243,2243,1393,62.1
1059,24598,24598,13691,55.7,13689,55.7,12849,52.2,840,3.4,2,0.0,10907,44.3,13689,13689,(X),6.1,12536,12536,5766,46.0,5766,46.0,5358,42.7,2350,2350,1418,60.3,4799,4799,2945,61.4
1061,21376,21376,11081,51.8,10992,51.4,10047,47.0,945,4.4,89,0.4,10295,48.2,10992,10992,(X),8.6,11055,11055,4990,45.1,4977,45.0,4526,40.9,1516,1516,895,59.0,3792,3792,2593,68.4
1063,6661,6661,2619,39.3,2619,39.3,2204,33.1,415,6.2,0,0.0,4042,60.7,2619,2619,(X),15.8,3586,3586,1316,36.7,1316,36.7,1173,32.7,610,610,488,80.0,1095,1095,623,56.9
1065,11857,11857,5813,49.0,5769,48.7,5083,42.9,686,5.8,44,0.4,6044,51.0,5769,5769,(X),11.9,6403,6403,2913,45.5,2913,45.5,2613,40.8,1048,1048,656,62.6,2003,2003,1505,75.1
1067,13980,13980,7372,52.7,7362,52.7,6868,49.1,494,3.5,10,0.1,6608,47.3,7362,7362,(X),6.7,7305,7305,3634,49.7,3634,49.7,3437,47.0,1077,1077,724,67.2,2124,2124,1585,74.6
1069,82833,82833,47797,57.7,47645,57.5,44291,53.5,3354,4.0,152,0.2,35036,42.3,47645,47645,(X),7.0,43917,43917,22884,52.1,22874,52.1,21323,48.6,7390,7390,4914,66.5,15415,15415,10989,71.3
1071,42344,42344,21471,50.7,21466,50.7,20189,47.7,1277,3.0,5,0.0,20873,49.3,21466,21466,(X),5.9,21961,21961,9643,43.9,9643,43.9,9110,41.5,2934,2934,1388,47.3,7382,7382,4059,55.0
1073,525347,525347,326611,62.2,326091,62.1,302428,57.6,23663,4.5,520,0.1,198736,37.8,326091,326091,(X),7.3,281586,281586,163138,57.9,163025,57.9,150704,53.5,47794,47794,34564,72.3,93472,93472,68992,73.8
1075,11160,11160,5803,52.0,5803,52.0,5338,47.8,465,4.2,0,0.0,5357,48.0,5803,5803,(X),8.0,5791,5791,2474,42.7,2474,42.7,2222,38.4,762,762,442,58.0,2016,2016,1248,61.9
1077,76107,76107,42473,55.8,42397,55.7,40130,52.7,2267,3.0,76,0.1,33634,44.2,42397,42397,(X),5.3,40202,40202,20205,50.3,20205,50.3,18997,47.3,5397,5397,3340,61.9,12186,12186,8139,66.8
1079,26741,26741,13353,49.9,13334,49.9,12568,47.0,766,2.9,19,0.1,13388,50.1,13334,13334,(X),5.7,13814,13814,5693,41.2,5685,41.2,5403,39.1,2200,2200,1153,52.4,4657,4657,2406,51.7
1081,128804,128804,78041,60.6,77367,60.1,72956,56.6,4411,3.4,674,0.5,50763,39.4,77367,77367,(X),5.7,66170,66170,36857,55.7,36806,55.6,34559,52.2,11039,11039,7186,65.1,21122,21122,15150,71.7
1083,74268,74268,42646,57.4,42552,57.3,39595,53.3,2957,4.0,94,0.1,31622,42.6,42552,42552,(X),6.9,37118,37118,19129,51.5,19129,51.5,17594,47.4,6121,6121,3969,64.8,14474,14474,9354,64.6
1085,8097,8097,3907,48.3,3907,48.3,3457,42.7,450,5.6,0,0.0,4190,51.7,3907,3907,(X),11.5,4294,4294,2017,47.0,2017,47.0,1786,41.6,707,707,390,55.2,1382,1382,695,50.3
1087,16058,16058,8309,51.7,8295,51.7,7289,45.4,1006,6.3,14,0.1,7749,48.3,8295,8295,(X),12.1,8799,8799,4360,49.6,4346,49.4,3822,43.4,992,992,653,65.8,2019,2019,1624,80.4
1089,287944,287944,184407,64.0,183263,63.6,172631,60.0,10632,3.7,1144,0.4,103537,36.0,183263,183263,(X),5.8,148505,148505,85790,57.8,85622,57.7,80267,54.1,24149,24149,15544,64.4,51027,51027,35847,70.3
1091,15703,15703,7269,46.3,7269,46.3,6563,41.8,706,4.5,0,0.0,8434,53.7,7269,7269,(X),9.7,8399,8399,3511,41.8,3511,41.8,3137,37.3,1122,1122,559,49.8,2833,2833,2149,75.9
1093,24333,24333,12710,52.2,12688,52.1,11980,49.2,708,2.9,22,0.1,11623,47.8,12688,12688,(X),5.6,12453,12453,5878,47.2,5878,47.2,5570,44.7,1640,1640,1062,64.8,4024,4024,2618,65.1
1095,74128,74128,41119,55.5,41088,55.4,38997,52.6,2091,2.8,31,0.0,33009,44.5,41088,41088,(X),5.1,37927,37927,18143,47.8,18143,47.8,17314,45.7,7109,7109,3712,52.2,14684,14684,9707,66.1
1097,327952,327952,186507,56.9,185743,56.6,174229,53.1,11514,3.5,764,0.2,141445,43.1,185743,185743,(X),6.2,173805,173805,92069,53.0,91987,52.9,86613,49.8,29965,29965,19367,64.6,61699,61699,42680,69.2
1099,17132,17132,7781,45.4,7781,45.4,6422,37.5,1359,7.9,0,0.0,9351,54.6,7781,7781,(X),17.5,9273,9273,3852,41.5,3852,41.5,3129,33.7,1451,1451,1004,69.2,2771,2771,1916,69.1
1101,179544,179544,110586,61.6,108842,60.6,100599,56.0,8243,4.6,1744,1.0,68958,38.4,108842,108842,(X),7.6,96238,96238,55528,57.7,55246,57.4,51232,53.2,17213,17213,12284,71.4,32714,32714,23374,71.4
1103,94987,94987,54363,57.2,54328,57.2,51513,54.2,2815,3.0,35,0.0,40624,42.8,54328,54328,(X),5.2,48615,48615,24936,51.3,24936,51.3,23614,48.6,7959,7959,5345,67.2,17528,17528,11592,66.1
1105,7699,7699,2658,34.5,2651,34.4,2325,30.2,326,4.2,7,0.1,5041,65.5,2651,2651,(X),12.3,4158,4158,1514,36.4,1514,36.4,1291,31.0,562,562,344,61.2,1372,1372,803,58.5
1107,16837,16837,7978,47.4,7978,47.4,7136,42.4,842,5.0,0,0.0,8859,52.6,7978,7978,(X),10.6,8925,8925,3284,36.8,3284,36.8,2975,33.3,1096,1096,756,69.0,2522,2522,1707,67.7
1109,27676,27676,15325,55.4,15319,55.4,14093,50.9,1226,4.4,6,0.0,12351,44.6,15319,15319,(X),8.0,14623,14623,7502,51.3,7496,51.3,6760,46.2,2109,2109,1236,58.6,4036,4036,2822,69.9
1111,18218,18218,9079,49.8,9079,49.8,8628,47.4,451,2.5,0,0.0,9139,50.2,9079,9079,(X),5.0,9495,9495,4153,43.7,4153,43.7,4013,42.3,1490,1490,938,63.0,3152,3152,1834,58.2
1113,45527,45527,26795,58.9,25550,56.1,23550,51.7,2000,4.4,1245,2.7,18732,41.1,25550,25550,(X),7.8,23793,23793,12832,53.9,12780,53.7,11686,49.1,4909,4909,3483,71.0,7980,7980,5570,69.8
1115,69474,69474,41104,59.2,41069,59.1,38881,56.0,2188,3.1,35,0.1,28370,40.8,41069,41069,(X),5.3,34978,34978,19385,55.4,19385,55.4,18357,52.5,6180,6180,3884,62.8,12815,12815,8833,68.9
1117,166663,166663,110274,66.2,110135,66.1,105724,63.4,4411,2.6,139,0.1,56389,33.8,110135,110135,(X),4.0,86796,86796,51582,59.4,51571,59.4,49451,57.0,14365,14365,9139,63.6,34110,34110,24131,70.7
1119,10765,10765,4799,44.6,4787,44.5,4207,39.1,580,5.4,12,0.1,5966,55.4,4787,4787,(X),12.1,5906,5906,2469,41.8,2469,41.8,2116,35.8,762,762,467,61.3,1591,1591,1008,63.4
1121,65443,65443,34131,52.2,34086,52.1,31082,47.5,3004,4.6,45,0.1,31312,47.8,34086,34086,(X),8.8,33977,33977,16801,49.4,16793,49.4,15458,45.5,4936,4936,3263,66.1,10959,10959,7527,68.7
1123,33023,33023,16838,51.0,16838,51.0,15083,45.7,1755,5.3,0,0.0,16185,49.0,16838,16838,(X),10.4,17202,17202,7921,46.0,7921,46.0,7111,41.3,2659,2659,1493,56.1,5351,5351,3218,60.1
1125,167611,167611,99830,59.6,99707,59.5,93450,55.8,6257,3.7,123,0.1,67781,40.4,99707,99707,(X),6.3,87737,87737,48811,55.6,48756,55.6,45713,52.1,14353,14353,9329,65.0,26552,26552,19269,72.6
1127,51826,51826,27108,52.3,27082,52.3,24707,47.7,2375,4.6,26,0.1,24718,47.7,27082,27082,(X),8.8,26858,26858,12443,46.3,12426,46.3,11208,41.7,4297,4297,2801,65.2,8848,8848,5708,64.5
1129,13563,13563,6055,44.6,6055,44.6,5538,40.8,517,3.8,0,0.0,7508,55.4,6055,6055,(X),8.5,6694,6694,2602,38.9,2602,38.9,2360,35.3,685,685,397,58.0,2457,2457,1516,61.7
1131,8573,8573,3437,40.1,3412,39.8,2882,33.6,530,6.2,25,0.3,5136,59.9,3412,3412,(X),15.5,4543,4543,1756,38.7,1756,38.7,1457,32.1,569,569,305,53.6,1471,1471,855,58.1
1133,19505,19505,9758,50.0,9740,49.9,9000,46.1,740,3.8,18,0.1,9747,50.0,9740,9740,(X),7.6,9897,9897,4262,43.1,4262,43.1,3851,38.9,1293,1293,696,53.8,3335,3335,2430,72.9
2013,3003,3003,2486,82.8,2482,82.7,2395,79.8,87,2.9,4,0.1,517,17.2,2482,2482,(X),3.5,1237,1237,968,78.3,968,78.3,927,74.9,126,126,88,69.8,338,338,313,92.6
2016,4878,4878,4028,82.6,3968,81.3,3889,79.7,79,1.6,60,1.2,850,17.4,3968,3968,(X),2.0,1857,1857,1327,71.5,1326,71.4,1288,69.4,270,270,171,63.3,600,600,467,77.8
2020,230429,230429,167429,72.7,159183,69.1,150201,65.2,8982,3.9,8246,3.6,63000,27.3,159183,159183,(X),5.6,113006,113006,76166,67.4,75045,66.4,71416,63.2,25537,25537,16317,63.9,43839,43839,31816,72.6
2050,12230,12230,7567,61.9,7559,61.8,6178,50.5,1381,11.3,8,0.1,4663,38.1,7559,7559,(X),18.3,5848,5848,3536,60.5,3533,60.4,2987,51.1,2127,2127,1350,63.5,3743,3743,2449,65.4
2060,720,720,544,75.6,531,73.8,488,67.8,43,6.0,13,1.8,176,24.4,531,531,(X),8.1,279,279,208,74.6,206,73.8,194,69.5,55,55,48,87.3,119,119,104,87.4
2068,2011,2011,1566,77.9,1523,75.7,1478,73.5,45,2.2,43,2.1,445,22.1,1523,1523,(X),3.0,1040,1040,771,74.1,755,72.6,724,69.6,50,50,11,22.0,184,184,106,57.6
2070,3602,3602,2298,63.8,2298,63.8,2024,56.2,274,7.6,0,0.0,1304,36.2,2298,2298,(X),11.9,1693,1693,1111,65.6,1111,65.6,1009,59.6,537,537,328,61.1,834,834,503,60.3
2090,77606,77606,56476,72.8,50069,64.5,46543,60.0,3526,4.5,6407,8.3,21130,27.2,50069,50069,(X),7.0,35092,35092,23367,66.6,22845,65.1,21396,61.0,9026,9026,5258,58.3,13838,13838,9335,67.5
2100,2008,2008,1380,68.7,1380,68.7,1329,66.2,51,2.5,0,0.0,628,31.3,1380,1380,(X),3.7,923,923,599,64.9,599,64.9,593,64.2,161,161,156,96.9,362,362,342,94.5
2105,1827,1827,1203,65.8,1198,65.6,1068,58.5,130,7.1,5,0.3,624,34.2,1198,1198,(X),10.9,856,856,547,63.9,547,63.9,496,57.9,129,129,108,83.7,187,187,127,67.9
2110,26168,26168,18944,72.4,18634,71.2,17562,67.1,1072,4.1,310,1.2,7224,27.6,18634,18634,(X),5.8,12835,12835,8958,69.8,8925,69.5,8503,66.2,2296,2296,1608,70.0,4383,4383,3487,79.6
2122,46420,46420,27880,60.1,27740,59.8,25564,55.1,2176,4.7,140,0.3,18540,39.9,27740,27740,(X),7.8,22088,22088,12646,57.3,12646,57.3,11863,53.7,4142,4142,2544,61.4,8614,8614,5665,65.8
2130,11024,11024,7714,70.0,7516,68.2,7017,63.7,499,4.5,198,1.8,3310,30.0,7516,7516,(X),6.6,5334,5334,3542,66.4,3515,65.9,3316,62.2,933,933,653,70.0,1923,1923,1466,76.2
2150,10417,10417,7880,75.6,7300,70.1,6919,66.4,381,3.7,580,5.6,2537,24.4,7300,7300,(X),5.2,4870,4870,3470,71.3,3398,69.8,3318,68.1,1350,1350,993,73.6,2108,2108,1708,81.0
2158,5184,5184,2945,56.8,2937,56.7,2088,40.3,849,16.4,8,0.2,2239,43.2,2937,2937,(X),28.9,2389,2389,1251,52.4,1251,52.4,981,41.1,1203,1203,725,60.3,1895,1895,1151,60.7
2164,1056,1056,705,66.8,705,66.8,594,56.3,111,10.5,0,0.0,351,33.2,705,705,(X),15.7,481,481,320,66.5,320,66.5,275,57.2,99,99,71,71.7,232,232,154,66.4
2170,78437,78437,48118,61.3,47536,60.6,43000,54.8,4536,5.8,582,0.7,30319,38.7,47536,47536,(X),9.5,37420,37420,20787,55.6,20745,55.4,18666,49.9,8416,8416,3940,46.8,18157,18157,10315,56.8
2180,6886,6886,4442,64.5,4397,63.9,3664,53.2,733,10.6,45,0.7,2444,35.5,4397,4397,(X),16.7,3203,3203,2109,65.8,2101,65.6,1822,56.9,1062,1062,720,67.8,2026,2026,1497,73.9
2185,7530,7530,6049,80.3,6004,79.7,5465,72.6,539,7.2,45,0.6,1481,19.7,6004,6004,(X),9.0,2616,2616,1849,70.7,1849,70.7,1688,64.5,912,912,658,72.1,1397,1397,949,67.9
2188,5279,5279,3241,61.4,3241,61.4,2636,49.9,605,11.5,0,0.0,2038,38.6,3241,3241,(X),18.7,2390,2390,1397,58.5,1397,58.5,1191,49.8,934,934,546,58.5,1556,1556,1036,66.6
2195,2597,2597,1657,63.8,1647,63.4,1577,60.7,70,2.7,10,0.4,940,36.2,1647,1647,(X),4.3,1262,1262,790,62.6,789,62.5,770,61.0,241,241,175,72.6,461,461,323,70.1
2198,5099,5099,3174,62.2,3174,62.2,2789,54.7,385,7.6,0,0.0,1925,37.8,3174,3174,(X),12.1,2301,2301,1420,61.7,1420,61.7,1291,56.1,457,457,313,68.5,897,897,598,66.7
2220,7058,7058,5045,71.5,4962,70.3,4746,67.2,216,3.1,83,1.2,2013,28.5,4962,4962,(X),4.4,3474,3474,2377,68.4,2377,68.4,2302,66.3,436,436,326,74.8,1270,1270,1067,84.0
2230,904,904,746,82.5,746,82.5,695,76.9,51,5.6,0,0.0,158,17.5,746,746,(X),6.8,417,417,332,79.6,332,79.6,310,74.3,68,68,53,77.9,106,106,99,93.4
2240,5186,5186,3354,64.7,3226,62.2,2896,55.8,330,6.4,128,2.5,1832,35.3,3226,3226,(X),10.2,2238,2238,1263,56.4,1261,56.3,1154,51.6,526,526,353,67.1,1215,1215,744,61.2
2261,7289,7289,5278,72.4,5079,69.7,4744,65.1,335,4.6,199,2.7,2011,27.6,5079,5079,(X),6.6,3389,3389,2332,68.8,2289,67.5,2218,65.4,615,615,247,40.2,1520,1520,1198,78.8
2275,2070,2070,1195,57.7,1195,57.7,1128,54.5,67,3.2,0,0.0,875,42.3,1195,1195,(X),5.6,976,976,534,54.7,534,54.7,504,51.6,111,111,83,74.8,338,338,234,69.2
2282,518,518,380,73.4,380,73.4,357,68.9,23,4.4,0,0.0,138,26.6,380,380,(X),6.1,222,222,158,71.2,158,71.2,149,67.1,66,66,35,53.0,116,116,75,64.7
2290,4092,4092,2629,64.2,2609,63.8,2118,51.8,491,12.0,20,0.5,1463,35.8,2609,2609,(X),18.8,1869,1869,1200,64.2,1200,64.2,1041,55.7,480,480,347,72.3,894,894,710,79.4
4001,54045,54045,20871,38.6,20870,38.6,18365,34.0,2505,4.6,1,0.0,33174,61.4,20870,20870,(X),12.0,27389,27389,10671,39.0,10671,39.0,9587,35.0,5368,5368,2262,42.1,12577,12577,6876,54.7
4003,101377,101377,50142,49.5,46439,45.8,43097,42.5,3342,3.3,3703,3.7,51235,50.5,46439,46439,(X),7.2,49854,49854,22735,45.6,21974,44.1,20435,41.0,8919,8919,4611,51.7,17129,17129,10355,60.5
4005,114113,114113,71820,62.9,71700,62.8,66310,58.1,5390,4.7,120,0.1,42293,37.1,71700,71700,(X),7.5,58357,58357,35514,60.9,35470,60.8,32931,56.4,8870,8870,5955,67.1,18504,18504,13075,70.7
4007,43569,43569,20214,46.4,20214,46.4,18162,41.7,2052,4.7,0,0.0,23355,53.6,20214,20214,(X),10.2,22227,22227,9656,43.4,9656,43.4,8706,39.2,3392,3392,2276,67.1,6105,6105,3681,60.3
4009,28750,28750,14166,49.3,14166,49.3,12837,44.7,1329,4.6,0,0.0,14584,50.7,14166,14166,(X),9.4,13044,13044,6751,51.8,6751,51.8,6207,47.6,3066,3066,1659,54.1,6295,6295,4060,64.5
