countyFIPS,Estimate!!COMMUTING TO WORK!!Workers 16 years and over,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over,"Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes)
8121,2264,2264,1708,75.4,213,9.4,0,0.0,63,2.8,21,0.9,259,11.4,24.1,(X)
8123,143802,143802,115182,80.1,14667,10.2,757,0.5,3051,2.1,1916,1.3,8229,5.7,27.3,(X)
8125,4998,4998,3489,69.8,734,14.7,2,0.0,256,5.1,9,0.2,508,10.2,14.9,(X)
9001,466283,466283,337006,72.3,37626,8.1,46650,10.0,11789,2.5,5202,1.1,28010,6.0,30.7,(X)
9003,439172,439172,356209,81.1,36910,8.4,14071,3.2,8504,1.9,4528,1.0,18950,4.3,23.3,(X)
9005,95382,95382,79997,83.9,5796,6.1,1224,1.3,2147,2.3,978,1.0,5240,5.5,27.8,(X)
9007,87502,87502,71411,81.6,6023,6.9,1200,1.4,2294,2.6,1072,1.2,5502,6.3,26.4,(X)
9009,420437,420437,328434,78.1,34722,8.3,17343,4.1,15052,3.6,5845,1.4,19041,4.5,25.3,(X)
9011,137429,137429,109641,79.8,12528,9.1,2054,1.5,4614,3.4,1700,1.2,6892,5.0,23.5,(X)
9013,77508,77508,61956,79.9,5129,6.6,1501,1.9,3567,4.6,830,1.1,4525,5.8,26.5,(X)
9015,56940,56940,47271,83.0,4793,8.4,304,0.5,1558,2.7,608,1.1,2406,4.2,26.5,(X)
10001,79753,79753,65608,82.3,7807,9.8,802,1.0,1492,1.9,944,1.2,3100,3.9,25.8,(X)
10003,269434,269434,215191,79.9,21866,8.1,10470,3.9,6742,2.5,2932,1.1,12233,4.5,25.8,(X)
10005,95721,95721,79566,83.1,6928,7.2,467,0.5,1284,1.3,1176,1.2,6300,6.6,25.8,(X)
11001,366168,366168,125462,34.3,19531,5.3,127530,34.8,48047,13.1,23193,6.3,22405,6.1,30.3,(X)
12001,121455,121455,91254,75.1,11452,9.4,4705,3.9,3538,2.9,4887,4.0,5619,4.6,22.0,(X)
12003,10356,10356,8659,83.6,1043,10.1,0,0.0,10,0.1,255,2.5,389,3.8,30.1,(X)
12005,82472,82472,67091,81.4,8542,10.4,863,1.0,1020,1.2,1924,2.3,3032,3.7,23.3,(X)
12007,9282,9282,7986,86.0,680,7.3,60,0.6,135,1.5,179,1.9,242,2.6,32.8,(X)
12009,242260,242260,196851,81.3,20024,8.3,1418,0.6,2398,1.0,6625,2.7,14944,6.2,24.8,(X)
12011,931338,931338,744593,79.9,83213,8.9,24663,2.6,10935,1.2,20928,2.2,47006,5.0,28.4,(X)
12013,4630,4630,3766,81.3,634,13.7,0,0.0,43,0.9,118,2.5,69,1.5,24.7,(X)
12015,59324,59324,46924,79.1,4734,8.0,147,0.2,628,1.1,1384,2.3,5507,9.3,24.9,(X)
12017,44564,44564,36820,82.6,3653,8.2,124,0.3,396,0.9,1086,2.4,2485,5.6,25.5,(X)
12019,93222,93222,77453,83.1,6896,7.4,108,0.1,1105,1.2,1905,2.0,5755,6.2,33.2,(X)
12021,150654,150654,112045,74.4,18278,12.1,3303,2.2,2129,1.4,3772,2.5,11127,7.4,24.7,(X)
12023,25449,25449,20899,82.1,2913,11.4,19,0.1,214,0.8,427,1.7,977,3.8,24.8,(X)
12027,13114,13114,9186,70.0,2325,17.7,517,3.9,203,1.5,169,1.3,714,5.4,24.7,(X)
12029,4583,4583,3345,73.0,659,14.4,2,0.0,76,1.7,96,2.1,405,8.8,26.6,(X)
12031,445117,445117,356131,80.0,42321,9.5,8160,1.8,7681,1.7,9380,2.1,21444,4.8,24.9,(X)
12033,141575,141575,107683,76.1,14433,10.2,901,0.6,3331,2.4,2632,1.9,12595,8.9,22.1,(X)
12035,40049,40049,33423,83.5,2983,7.4,154,0.4,80,0.2,545,1.4,2864,7.2,26.7,(X)
12037,4075,4075,3202,78.6,377,9.3,21,0.5,116,2.8,149,3.7,210,5.2,19.5,(X)
12039,16221,16221,13688,84.4,1432,8.8,44,0.3,177,1.1,405,2.5,475,2.9,31.7,(X)
12041,6626,6626,4963,74.9,1191,18.0,4,0.1,48,0.7,72,1.1,348,5.3,33.3,(X)
12043,3729,3729,2837,76.1,425,11.4,64,1.7,54,1.4,105,2.8,244,6.5,33.7,(X)
12045,5580,5580,4103,73.5,950,17.0,2,0.0,51,0.9,180,3.2,294,5.3,23.7,(X)
12047,3585,3585,2749,76.7,468,13.1,7,0.2,80,2.2,120,3.3,161,4.5,22.6,(X)
12049,9835,9835,7882,80.1,944,9.6,323,3.3,150,1.5,131,1.3,405,4.1,23.8,(X)
12051,16457,16457,10636,64.6,2646,16.1,1256,7.6,681,4.1,543,3.3,695,4.2,28.1,(X)
12053,65071,65071,53078,81.6,5614,8.6,213,0.3,633,1.0,1152,1.8,4381,6.7,30.2,(X)
12055,32095,32095,24999,77.9,3502,10.9,343,1.1,825,2.6,520,1.6,1906,5.9,19.9,(X)
12057,660016,660016,525398,79.6,58724,8.9,10045,1.5,9657,1.5,12409,1.9,43783,6.6,27.8,(X)
12059,6510,6510,5420,83.3,679,10.4,9,0.1,65,1.0,79,1.2,258,4.0,27.8,(X)
12061,55963,55963,44625,79.7,5264,9.4,185,0.3,576,1.0,1170,2.1,4143,7.4,22.4,(X)
12063,16271,16271,14277,87.7,1190,7.3,6,0.0,219,1.3,72,0.4,507,3.1,23.0,(X)
12065,5111,5111,4384,85.8,510,10.0,0,0.0,16,0.3,41,0.8,160,3.1,29.9,(X)
12067,2330,2330,1932,82.9,330,14.2,6,0.3,33,1.4,2,0.1,27,1.2,28.8,(X)
12069,133219,133219,108672,81.6,13471,10.1,440,0.3,1137,0.9,1539,1.2,7960,6.0,29.4,(X)
12071,293718,293718,234797,79.9,28660,9.8,2183,0.7,3056,1.0,8465,2.9,16557,5.6,27.3,(X)
12073,142705,142705,115269,80.8,12622,8.8,2530,1.8,3308,2.3,2861,2.0,6115,4.3,20.9,(X)
12075,14313,14313,11419,79.8,1790,12.5,15,0.1,153,1.1,112,0.8,824,5.8,30.5,(X)
12077,2363,2363,1898,80.3,280,11.8,0,0.0,25,1.1,103,4.4,57,2.4,31.5,(X)
12079,6031,6031,5033,83.5,484,8.0,30,0.5,143,2.4,186,3.1,155,2.6,27.2,(X)
12081,154220,154220,122197,79.2,14276,9.3,1138,0.7,1842,1.2,3215,2.1,11552,7.5,25.7,(X)
12083,120408,120408,96972,80.5,11921,9.9,554,0.5,1163,1.0,2173,1.8,7625,6.3,25.5,(X)
12085,64516,64516,50103,77.7,6225,9.6,141,0.2,705,1.1,1591,2.5,5751,8.9,25.5,(X)
12086,1280128,1280128,983419,76.8,113255,8.8,63929,5.0,25187,2.0,27338,2.1,67000,5.2,32.2,(X)
12087,40801,40801,28688,70.3,2918,7.2,594,1.5,1731,4.2,4330,10.6,2540,6.2,17.6,(X)
12089,36050,36050,29950,83.1,3060,8.5,55,0.2,814,2.3,597,1.7,1574,4.4,30.2,(X)
12091,95179,95179,79053,83.1,8175,8.6,321,0.3,1816,1.9,1943,2.0,3871,4.1,23.7,(X)
12093,14623,14623,11964,81.8,1773,12.1,20,0.1,250,1.7,245,1.7,371,2.5,23.5,(X)
12095,650883,650883,515955,79.3,63472,9.8,16294,2.5,7750,1.2,14085,2.2,33327,5.1,27.8,(X)
12097,152167,152167,123038,80.9,17683,11.6,1973,1.3,807,0.5,2451,1.6,6215,4.1,32.8,(X)
12099,658580,658580,515009,78.2,64918,9.9,11899,1.8,9721,1.5,14415,2.2,42618,6.5,25.6,(X)
12101,206221,206221,165813,80.4,17722,8.6,900,0.4,1863,0.9,3952,1.9,15971,7.7,31.8,(X)
12103,440128,440128,346066,78.6,35160,8.0,7663,1.7,7291,1.7,13143,3.0,30805,7.0,24.3,(X)
12105,269609,269609,222317,82.5,26963,10.0,1425,0.5,2789,1.0,4677,1.7,11438,4.2,26.8,(X)
12107,24624,24624,19947,81.0,2751,11.2,123,0.5,365,1.5,525,2.1,913,3.7,29.2,(X)
12109,107032,107032,86824,81.1,7017,6.6,143,0.1,1264,1.2,2573,2.4,9211,8.6,27.3,(X)
12111,124099,124099,97961,78.9,14644,11.8,431,0.3,1487,1.2,3376,2.7,6200,5.0,27.4,(X)
12113,73927,73927,61350,83.0,7046,9.5,64,0.1,513,0.7,1044,1.4,3910,5.3,29.6,(X)
12115,163591,163591,135128,82.6,10758,6.6,1176,0.7,1395,0.9,3123,1.9,12011,7.3,24.1,(X)
12117,224221,224221,182828,81.5,17553,7.8,1997,0.9,2178,1.0,3237,1.4,16428,7.3,27.2,(X)
12119,24403,24403,18260,74.8,1512,6.2,61,0.2,197,0.8,1721,7.1,2652,10.9,24.8,(X)
12121,16349,16349,12619,77.2,2285,14.0,0,0.0,391,2.4,423,2.6,631,3.9,27.0,(X)
12123,6380,6380,5235,82.1,869,13.6,2,0.0,55,0.9,163,2.6,56,0.9,23.2,(X)
12125,3662,3662,2866,78.3,426,11.6,63,1.7,107,2.9,63,1.7,137,3.7,22.6,(X)
12127,216779,216779,175042,80.7,17696,8.2,2189,1.0,2620,1.2,5298,2.4,13934,6.4,25.7,(X)
12129,13265,13265,11187,84.3,1365,10.3,4,0.0,184,1.4,59,0.4,466,3.5,33.9,(X)
12131,28839,28839,22880,79.3,2660,9.2,96,0.3,330,1.1,612,2.1,2261,7.8,28.2,(X)
12133,8441,8441,7349,87.1,658,7.8,21,0.2,47,0.6,154,1.8,212,2.5,30.8,(X)
13001,7227,7227,5898,81.6,974,13.5,24,0.3,93,1.3,99,1.4,139,1.9,22.8,(X)
13003,3135,3135,2633,84.0,294,9.4,0,0.0,83,2.6,111,3.5,14,0.4,22.5,(X)
13005,4122,4122,3441,83.5,473,11.5,19,0.5,76,1.8,27,0.7,86,2.1,19.4,(X)
13007,1223,1223,1070,87.5,101,8.3,0,0.0,24,2.0,0,0.0,28,2.3,27.4,(X)
13009,16988,16988,14520,85.5,1408,8.3,141,0.8,429,2.5,203,1.2,287,1.7,21.9,(X)
13011,7684,7684,6228,81.1,950,12.4,0,0.0,108,1.4,32,0.4,366,4.8,29.8,(X)
13013,35070,35070,29257,83.4,4033,11.5,95,0.3,182,0.5,302,0.9,1201,3.4,34.0,(X)
13015,47037,47037,38473,81.8,4478,9.5,384,0.8,361,0.8,674,1.4,2667,5.7,28.6,(X)
13017,6265,6265,5323,85.0,609,9.7,0,0.0,67,1.1,207,3.3,59,0.9,16.9,(X)
13019,7065,7065,5630,79.7,1055,14.9,15,0.2,78,1.1,132,1.9,155,2.2,24.7,(X)
13021,60737,60737,49843,82.1,6051,10.0,668,1.1,1680,2.8,773,1.3,1722,2.8,21.2,(X)
13023,4145,4145,3589,86.6,446,10.8,3,0.1,9,0.2,5,0.1,93,2.2,23.1,(X)
13025,6661,6661,5583,83.8,742,11.1,54,0.8,50,0.8,90,1.4,142,2.1,29.6,(X)
13027,5732,5732,4528,79.0,604,10.5,41,0.7,202,3.5,123,2.1,234,4.1,23.9,(X)
13029,16384,16384,13938,85.1,1237,7.6,0,0.0,244,1.5,443,2.7,522,3.2,30.9,(X)
13031,32760,32760,25907,79.1,3414,10.4,365,1.1,816,2.5,820,2.5,1438,4.4,21.7,(X)
13033,8877,8877,7708,86.8,567,6.4,66,0.7,86,1.0,77,0.9,373,4.2,26.8,(X)
13035,8772,8772,7980,91.0,378,4.3,0,0.0,12,0.1,37,0.4,365,4.2,32.1,(X)
13037,1602,1602,1237,77.2,196,12.2,3,0.2,35,2.2,4,0.2,127,7.9,23.5,(X)
13039,24619,24619,20599,83.7,1827,7.4,13,0.1,1339,5.4,384,1.6,457,1.9,22.5,(X)
13043,4185,4185,3492,83.4,529,12.6,3,0.1,44,1.1,30,0.7,87,2.1,21.2,(X)
13045,50294,50294,40899,81.3,6044,12.0,215,0.4,740,1.5,892,1.8,1504,3.0,27.7,(X)
13047,31215,31215,26616,85.3,3141,10.1,8,0.0,154,0.5,133,0.4,1163,3.7,23.8,(X)
13049,4157,4157,3318,79.8,533,12.8,24,0.6,11,0.3,75,1.8,196,4.7,32.5,(X)
13051,135521,135521,106131,78.3,13407,9.9,3467,2.6,3696,2.7,3369,2.5,5451,4.0,21.9,(X)
13053,6513,6513,3229,49.6,617,9.5,0,0.0,454,7.0,90,1.4,2123,32.6,14.8,(X)
13055,8740,8740,7469,85.5,838,9.6,13,0.1,218,2.5,82,0.9,120,1.4,25.8,(X)
13057,120992,120992,95444,78.9,11033,9.1,645,0.5,1019,0.8,1871,1.5,10980,9.1,35.5,(X)
13059,57180,57180,41869,73.2,5805,10.2,2802,4.9,2193,3.8,1575,2.8,2936,5.1,19.4,(X)
13061,860,860,586,68.1,167,19.4,7,0.8,38,4.4,16,1.9,46,5.3,29.7,(X)
13063,122364,122364,95222,77.8,14652,12.0,3772,3.1,1624,1.3,2519,2.1,4575,3.7,31.5,(X)
13065,2167,2167,1886,87.0,192,8.9,0,0.0,8,0.4,30,1.4,51,2.4,18.0,(X)
13067,382869,382869,303168,79.2,32137,8.4,4172,1.1,4101,1.1,8213,2.1,31078,8.1,31.9,(X)
13069,16386,16386,14051,85.8,1589,9.7,23,0.1,52,0.3,419,2.6,252,1.5,19.6,(X)
13071,18333,18333,13606,74.2,3334,18.2,222,1.2,286,1.6,345,1.9,540,2.9,22.6,(X)
13073,67902,67902,59562,87.7,5725,8.4,65,0.1,249,0.4,322,0.5,1979,2.9,25.5,(X)
13075,7014,7014,5839,83.2,713,10.2,6,0.1,103,1.5,40,0.6,313,4.5,24.2,(X)
13077,67339,67339,55492,82.4,6567,9.8,419,0.6,585,0.9,1405,2.1,2871,4.3,30.3,(X)
13079,4564,4564,4082,89.4,241,5.3,61,1.3,24,0.5,32,0.7,124,2.7,29.4,(X)
13081,8473,8473,6826,80.6,1143,13.5,32,0.4,106,1.3,157,1.9,209,2.5,19.9,(X)
13083,7143,7143,5475,76.6,721,10.1,29,0.4,505,7.1,44,0.6,369,5.2,27.0,(X)
13085,11197,11197,9040,80.7,1042,9.3,17,0.2,53,0.5,98,0.9,947,8.5,32.0,(X)
13087,9611,9611,7930,82.5,1161,12.1,65,0.7,47,0.5,265,2.8,143,1.5,22.9,(X)
13089,366211,366211,263002,71.8,38306,10.5,28452,7.8,5895,1.6,5970,1.6,24586,6.7,32.2,(X)
13091,7346,7346,6116,83.3,703,9.6,28,0.4,94,1.3,234,3.2,171,2.3,29.1,(X)
13093,4850,4850,3886,80.1,676,13.9,0,0.0,69,1.4,50,1.0,169,3.5,20.3,(X)
13095,34490,34490,27024,78.4,4114,11.9,565,1.6,958,2.8,315,0.9,1514,4.4,18.5,(X)
13097,66879,66879,55076,82.4,6042,9.0,511,0.8,488,0.7,1195,1.8,3567,5.3,32.8,(X)
13099,3729,3729,3332,89.4,191,5.1,0,0.0,88,2.4,98,2.6,20,0.5,24.3,(X)
13101,1667,1667,1445,86.7,131,7.9,8,0.5,16,1.0,0,0.0,67,4.0,25.0,(X)
13103,27838,27838,24176,86.8,2185,7.8,19,0.1,201,0.7,506,1.8,751,2.7,32.0,(X)
13105,7538,7538,6306,83.7,955,12.7,11,0.1,162,2.1,17,0.2,87,1.2,21.7,(X)
13107,8110,8110,6417,79.1,1080,13.3,191,2.4,111,1.4,64,0.8,247,3.0,28.5,(X)
13109,4122,4122,3248,78.8,344,8.3,13,0.3,54,1.3,331,8.0,132,3.2,24.8,(X)
13111,9236,9236,7272,78.7,1340,14.5,14,0.2,60,0.6,101,1.1,449,4.9,27.9,(X)
13113,52002,52002,41860,80.5,3940,7.6,393,0.8,200,0.4,1074,2.1,4535,8.7,31.2,(X)
13115,40700,40700,33364,82.0,3346,8.2,213,0.5,1146,2.8,673,1.7,1958,4.8,22.9,(X)
13117,107794,107794,84041,78.0,9114,8.5,585,0.5,675,0.6,1214,1.1,12165,11.3,33.3,(X)
13119,8441,8441,7190,85.2,592,7.0,33,0.4,192,2.3,102,1.2,332,3.9,25.2,(X)
13121,507981,507981,365351,71.9,36939,7.3,38134,7.5,13825,2.7,11147,2.2,42585,8.4,28.5,(X)
13123,12489,12489,8988,72.0,2434,19.5,20,0.2,222,1.8,186,1.5,639,5.1,30.0,(X)
13125,1336,1336,1147,85.9,141,10.6,0,0.0,3,0.2,18,1.3,27,2.0,32.3,(X)
13127,37521,37521,30769,82.0,3926,10.5,149,0.4,477,1.3,834,2.2,1366,3.6,19.6,(X)
13129,25238,25238,20381,80.8,2916,11.6,145,0.6,286,1.1,624,2.5,886,3.5,23.8,(X)
13131,9969,9969,7889,79.1,1657,16.6,0,0.0,120,1.2,111,1.1,192,1.9,25.5,(X)
13133,6222,6222,4879,78.4,583,9.4,25,0.4,41,0.7,216,3.5,478,7.7,26.8,(X)
13135,439684,439684,348148,79.2,50784,11.6,4929,1.1,3955,0.9,5684,1.3,26184,6.0,34.0,(X)
13137,17686,17686,14609,82.6,2160,12.2,96,0.5,211,1.2,300,1.7,310,1.8,27.3,(X)
13139,90431,90431,73180,80.9,10692,11.8,213,0.2,750,0.8,1931,2.1,3665,4.1,26.7,(X)
13141,1938,1938,1699,87.7,126,6.5,14,0.7,0,0.0,16,0.8,83,4.3,27.5,(X)
13143,12151,12151,10046,82.7,1517,12.5,0,0.0,17,0.1,186,1.5,385,3.2,33.8,(X)
13145,15152,15152,12977,85.6,1287,8.5,74,0.5,70,0.5,192,1.3,552,3.6,26.5,(X)
13147,9853,9853,8520,86.5,774,7.9,18,0.2,102,1.0,17,0.2,422,4.3,21.5,(X)
13149,4764,4764,4209,88.4,412,8.6,12,0.3,34,0.7,47,1.0,50,1.0,35.5,(X)
13151,101392,101392,82468,81.3,9165,9.0,879,0.9,542,0.5,1179,1.2,7159,7.1,33.8,(X)
13153,69477,69477,59474,85.6,7125,10.3,24,0.0,466,0.7,1012,1.5,1376,2.0,21.7,(X)
13155,3242,3242,2969,91.6,150,4.6,0,0.0,7,0.2,82,2.5,34,1.0,21.5,(X)
13157,29313,29313,24722,84.3,2721,9.3,69,0.2,83,0.3,320,1.1,1398,4.8,30.5,(X)
13159,5234,5234,4431,84.7,448,8.6,8,0.2,29,0.6,114,2.2,204,3.9,32.7,(X)
13161,5424,5424,4825,89.0,511,9.4,15,0.3,55,1.0,9,0.2,9,0.2,22.5,(X)
13163,5911,5911,4895,82.8,705,11.9,1,0.0,164,2.8,16,0.3,130,2.2,26.9,(X)
13165,3176,3176,2550,80.3,426,13.4,0,0.0,57,1.8,0,0.0,143,4.5,25.8,(X)
13167,4159,4159,3138,75.5,779,18.7,0,0.0,45,1.1,49,1.2,148,3.6,27.0,(X)
13169,11903,11903,9965,83.7,1389,11.7,14,0.1,43,0.4,90,0.8,402,3.4,26.6,(X)
13171,6947,6947,5689,81.9,679,9.8,3,0.0,243,3.5,68,1.0,265,3.8,26.8,(X)
13173,3727,3727,3408,91.4,129,3.5,2,0.1,93,2.5,41,1.1,54,1.4,25.0,(X)
13175,17043,17043,14771,86.7,1579,9.3,19,0.1,208,1.2,189,1.1,277,1.6,22.8,(X)
13177,13097,13097,11328,86.5,1236,9.4,0,0.0,38,0.3,41,0.3,454,3.5,21.5,(X)
13179,27436,27436,22404,81.7,2925,10.7,136,0.5,872,3.2,650,2.4,449,1.6,21.4,(X)
13181,3195,3195,2834,88.7,183,5.7,0,0.0,20,0.6,58,1.8,100,3.1,33.8,(X)
13183,6878,6878,5600,81.4,721,10.5,0,0.0,49,0.7,317,4.6,191,2.8,30.2,(X)
13185,48785,48785,41662,85.4,4071,8.3,161,0.3,778,1.6,591,1.2,1522,3.1,19.7,(X)
13187,15468,15468,13250,85.7,1017,6.6,23,0.1,457,3.0,130,0.8,591,3.8,28.7,(X)
13189,8397,8397,7351,87.5,610,7.3,0,0.0,55,0.7,192,2.3,189,2.3,26.0,(X)
13191,5880,5880,4754,80.9,761,12.9,24,0.4,72,1.2,13,0.2,256,4.4,27.6,(X)
13193,4342,4342,3449,79.4,629,14.5,4,0.1,107,2.5,84,1.9,69,1.6,26.7,(X)
13195,12311,12311,10251,83.3,1361,11.1,39,0.3,88,0.7,157,1.3,415,3.4,26.0,(X)
13197,3343,3343,2641,79.0,429,12.8,45,1.3,0,0.0,133,4.0,95,2.8,33.2,(X)
13199,7944,7944,6472,81.5,977,12.3,47,0.6,172,2.2,99,1.2,177,2.2,34.5,(X)
13201,2354,2354,2085,88.6,160,6.8,26,1.1,6,0.3,30,1.3,47,2.0,25.5,(X)
13205,7901,7901,6201,78.5,1249,15.8,38,0.5,153,1.9,119,1.5,141,1.8,23.7,(X)
13207,11148,11148,9772,87.7,929,8.3,60,0.5,41,0.4,89,0.8,257,2.3,27.9,(X)
13209,3417,3417,2763,80.9,468,13.7,14,0.4,91,2.7,41,1.2,40,1.2,22.3,(X)
13211,8006,8006,5775,72.1,1193,14.9,11,0.1,249,3.1,179,2.2,599,7.5,25.0,(X)
13213,16703,16703,14852,88.9,1344,8.0,29,0.2,219,1.3,168,1.0,91,0.5,27.3,(X)
13215,84653,84653,67337,79.5,8511,10.1,1271,1.5,1182,1.4,2077,2.5,4275,5.1,20.4,(X)
13217,45853,45853,37428,81.6,4828,10.5,214,0.5,274,0.6,1156,2.5,1953,4.3,32.3,(X)
13219,17872,17872,14718,82.4,1666,9.3,7,0.0,88,0.5,126,0.7,1267,7.1,23.4,(X)
13221,6604,6604,5454,82.6,778,11.8,10,0.2,67,1.0,42,0.6,253,3.8,28.2,(X)
13223,75750,75750,63785,84.2,5891,7.8,282,0.4,294,0.4,537,0.7,4961,6.5,37.8,(X)
13225,10424,10424,8186,78.5,1510,14.5,176,1.7,295,2.8,87,0.8,170,1.6,23.0,(X)
13227,13477,13477,10593,78.6,1429,10.6,79,0.6,136,1.0,192,1.4,1048,7.8,32.7,(X)
13229,7583,7583,6551,86.4,626,8.3,22,0.3,91,1.2,104,1.4,189,2.5,25.4,(X)
13231,7668,7668,6649,86.7,721,9.4,0,0.0,14,0.2,36,0.5,248,3.2,33.9,(X)
13233,17656,17656,15005,85.0,1419,8.0,65,0.4,309,1.8,229,1.3,629,3.6,27.5,(X)
13235,3661,3661,3243,88.6,202,5.5,0,0.0,135,3.7,0,0.0,81,2.2,21.6,(X)
13237,9059,9059,7152,78.9,1276,14.1,0,0.0,26,0.3,147,1.6,458,5.1,25.4,(X)
13239,784,784,625,79.7,130,16.6,0,0.0,6,0.8,11,1.4,12,1.5,25.3,(X)
13241,6047,6047,4639,76.7,1000,16.5,11,0.2,124,2.1,49,0.8,224,3.7,20.9,(X)
13243,2396,2396,1482,61.9,554,23.1,16,0.7,109,4.5,92,3.8,143,6.0,21.7,(X)
13245,84493,84493,68131,80.6,7994,9.5,1335,1.6,2832,3.4,2041,2.4,2160,2.6,21.2,(X)
13247,38626,38626,31109,80.5,4501,11.7,465,1.2,338,0.9,466,1.2,1747,4.5,30.6,(X)
13249,2092,2092,1806,86.3,147,7.0,1,0.0,16,0.8,63,3.0,59,2.8,26.7,(X)
13251,5402,5402,4557,84.4,530,9.8,2,0.0,69,1.3,76,1.4,168,3.1,31.2,(X)
13253,2800,2800,2360,84.3,291,10.4,34,1.2,36,1.3,25,0.9,54,1.9,25.0,(X)
13255,24458,24458,21392,87.5,1819,7.4,67,0.3,317,1.3,377,1.5,486,2.0,29.1,(X)
13257,10161,10161,8114,79.9,1153,11.3,0,0.0,325,3.2,73,0.7,496,4.9,21.8,(X)
13259,1508,1508,1268,84.1,190,12.6,0,0.0,48,3.2,0,0.0,2,0.1,29.3,(X)
13261,11554,11554,9469,82.0,1299,11.2,6,0.1,300,2.6,95,0.8,385,3.3,19.4,(X)
13263,2470,2470,2005,81.2,311,12.6,6,0.2,32,1.3,77,3.1,39,1.6,33.2,(X)
13265,580,580,435,75.0,118,20.3,0,0.0,7,1.2,5,0.9,15,2.6,33.7,(X)
13267,7366,7366,5414,73.5,805,10.9,10,0.1,103,1.4,447,6.1,587,8.0,24.9,(X)
13269,2946,2946,2594,88.1,275,9.3,9,0.3,6,0.2,28,1.0,34,1.2,29.5,(X)
13271,4867,4867,4368,89.7,161,3.3,1,0.0,118,2.4,105,2.2,114,2.3,22.0,(X)
13273,3286,3286,2662,81.0,404,12.3,20,0.6,39,1.2,22,0.7,139,4.2,25.5,(X)
13275,18129,18129,14601,80.5,2658,14.7,20,0.1,208,1.1,225,1.2,417,2.3,20.4,(X)
13277,17959,17959,15190,84.6,2029,11.3,46,0.3,233,1.3,212,1.2,249,1.4,19.5,(X)
13279,10292,10292,8454,82.1,1282,12.5,51,0.5,139,1.4,158,1.5,208,2.0,19.9,(X)
13281,4217,4217,3418,81.1,418,9.9,8,0.2,127,3.0,33,0.8,213,5.1,19.6,(X)
13283,2485,2485,1882,75.7,519,20.9,0,0.0,0,0.0,42,1.7,42,1.7,24.7,(X)
13285,29204,29204,24711,84.6,2995,10.3,59,0.2,346,1.2,693,2.4,400,1.4,23.5,(X)
13287,3082,3082,2639,85.6,333,10.8,5,0.2,28,0.9,11,0.4,66,2.1,22.6,(X)
13289,2598,2598,2105,81.0,239,9.2,27,1.0,26,1.0,53,2.0,148,5.7,31.8,(X)
13291,7866,7866,6448,82.0,819,10.4,0,0.0,76,1.0,76,1.0,447,5.7,25.7,(X)
13293,9771,9771,8604,88.1,877,9.0,45,0.5,19,0.2,124,1.3,102,1.0,23.0,(X)
13295,29079,29079,24676,84.9,2684,9.2,34,0.1,354,1.2,353,1.2,978,3.4,28.5,(X)
13297,39483,39483,32827,83.1,3948,10.0,54,0.1,548,1.4,471,1.2,1635,4.1,32.8,(X)
13299,12995,12995,11235,86.5,1142,8.8,77,0.6,180,1.4,77,0.6,284,2.2,20.2,(X)
13301,2126,2126,1888,88.8,143,6.7,2,0.1,36,1.7,7,0.3,50,2.4,25.8,(X)
13303,7347,7347,5845,79.6,1035,14.1,73,1.0,96,1.3,197,2.7,101,1.4,21.8,(X)
13305,10447,10447,8729,83.6,1121,10.7,0,0.0,32,0.3,332,3.2,233,2.2,24.7,(X)
13307,1055,1055,1004,95.2,22,2.1,0,0.0,2,0.2,22,2.1,5,0.5,27.1,(X)
13309,1922,1922,1766,91.9,82,4.3,0,0.0,45,2.3,12,0.6,17,0.9,27.3,(X)
13311,12199,12199,10242,84.0,1077,8.8,15,0.1,161,1.3,116,1.0,588,4.8,28.1,(X)
13313,46716,46716,39943,85.5,4810,10.3,19,0.0,424,0.9,543,1.2,977,2.1,20.9,(X)
13315,2375,2375,2044,86.1,210,8.8,9,0.4,52,2.2,9,0.4,51,2.1,27.5,(X)
13317,3980,3980,3261,81.9,451,11.3,4,0.1,147,3.7,16,0.4,101,2.5,25.7,(X)
13319,3188,3188,2781,87.2,259,8.1,10,0.3,31,1.0,25,0.8,82,2.6,27.8,(X)
