countyFIPS,Estimate!!COMMUTING TO WORK!!Workers 16 years and over,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over,"Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone","Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled","Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes)
47171,6796,6796,5500,80.9,518,7.6,82,1.2,152,2.2,212,3.1,332,4.9,21.3,(X)
47173,7114,7114,6092,85.6,610,8.6,2,0.0,12,0.2,47,0.7,351,4.9,33.2,(X)
47175,2081,2081,1742,83.7,93,4.5,8,0.4,0,0.0,45,2.2,193,9.3,28.5,(X)
47177,16601,16601,14155,85.3,1478,8.9,4,0.0,263,1.6,56,0.3,645,3.9,24.2,(X)
47179,56840,56840,48759,85.8,3427,6.0,357,0.6,756,1.3,1173,2.1,2368,4.2,20.4,(X)
47181,5681,5681,4791,84.3,577,10.2,0,0.0,5,0.1,192,3.4,116,2.0,30.3,(X)
47183,14164,14164,11954,84.4,1121,7.9,27,0.2,503,3.6,356,2.5,203,1.4,20.3,(X)
47185,9803,9803,8510,86.8,747,7.6,0,0.0,131,1.3,108,1.1,307,3.1,24.0,(X)
47187,108103,108103,87426,80.9,7737,7.2,428,0.4,849,0.8,1132,1.0,10531,9.7,27.7,(X)
47189,64767,64767,53339,82.4,5934,9.2,538,0.8,466,0.7,697,1.1,3793,5.9,30.9,(X)
48001,18980,18980,16400,86.4,1685,8.9,42,0.2,64,0.3,203,1.1,586,3.1,22.9,(X)
48003,8184,8184,6446,78.8,1552,19.0,0,0.0,6,0.1,40,0.5,140,1.7,23.2,(X)
48005,35176,35176,28429,80.8,4621,13.1,90,0.3,761,2.2,272,0.8,1003,2.9,18.9,(X)
48007,9765,9765,7669,78.5,1006,10.3,0,0.0,139,1.4,73,0.7,878,9.0,21.6,(X)
48009,4325,4325,3608,83.4,330,7.6,18,0.4,58,1.3,72,1.7,239,5.5,19.5,(X)
48011,948,948,642,67.7,172,18.1,0,0.0,44,4.6,3,0.3,87,9.2,24.7,(X)
48013,19554,19554,15299,78.2,2762,14.1,14,0.1,188,1.0,175,0.9,1116,5.7,30.3,(X)
48015,13594,13594,11381,83.7,1256,9.2,9,0.1,287,2.1,194,1.4,467,3.4,29.6,(X)
48017,3080,3080,2022,65.6,354,11.5,0,0.0,148,4.8,331,10.7,225,7.3,16.5,(X)
48019,8878,8878,6919,77.9,1059,11.9,9,0.1,202,2.3,36,0.4,653,7.4,36.2,(X)
48021,34234,34234,27523,80.4,4200,12.3,26,0.1,454,1.3,637,1.9,1394,4.1,34.4,(X)
48023,1486,1486,1286,86.5,133,9.0,0,0.0,24,1.6,20,1.3,23,1.5,8.4,(X)
48025,9319,9319,7606,81.6,1123,12.1,0,0.0,217,2.3,129,1.4,244,2.6,21.4,(X)
48027,154119,154119,124392,80.7,17906,11.6,656,0.4,3442,2.2,1777,1.2,5946,3.9,21.1,(X)
48029,889387,889387,704389,79.2,97039,10.9,21758,2.4,15940,1.8,12600,1.4,37661,4.2,25.3,(X)
48031,5066,5066,3992,78.8,416,8.2,0,0.0,116,2.3,63,1.2,479,9.5,28.6,(X)
48033,275,275,205,74.5,29,10.5,0,0.0,30,10.9,0,0.0,11,4.0,27.7,(X)
48035,7436,7436,6057,81.5,650,8.7,3,0.0,321,4.3,67,0.9,338,4.5,28.6,(X)
48037,36682,36682,32445,88.4,2219,6.0,133,0.4,281,0.8,652,1.8,952,2.6,17.8,(X)
48039,163265,163265,140646,86.1,14027,8.6,164,0.1,1355,0.8,1487,0.9,5586,3.4,29.7,(X)
48041,102302,102302,81218,79.4,10716,10.5,2117,2.1,2163,2.1,2900,2.8,3188,3.1,17.1,(X)
48043,4255,4255,2917,68.6,866,20.4,0,0.0,111,2.6,65,1.5,296,7.0,13.7,(X)
48045,678,678,545,80.4,26,3.8,0,0.0,9,1.3,14,2.1,84,12.4,21.2,(X)
48047,2305,2305,1950,84.6,206,8.9,2,0.1,114,4.9,0,0.0,33,1.4,18.9,(X)
48049,15732,15732,13468,85.6,1388,8.8,52,0.3,312,2.0,82,0.5,430,2.7,15.8,(X)
48051,7536,7536,6117,81.2,1007,13.4,24,0.3,78,1.0,50,0.7,260,3.5,28.9,(X)
48053,20099,20099,15359,76.4,2478,12.3,0,0.0,523,2.6,326,1.6,1413,7.0,24.9,(X)
48055,18137,18137,14543,80.2,1874,10.3,0,0.0,696,3.8,327,1.8,697,3.8,31.3,(X)
48057,9422,9422,7960,84.5,994,10.5,45,0.5,66,0.7,68,0.7,289,3.1,19.6,(X)
48059,5602,5602,4688,83.7,511,9.1,0,0.0,70,1.2,55,1.0,278,5.0,26.7,(X)
48061,155773,155773,132225,84.9,13545,8.7,930,0.6,2101,1.3,2368,1.5,4604,3.0,20.2,(X)
48063,5214,5214,4184,80.2,709,13.6,13,0.2,54,1.0,87,1.7,167,3.2,24.5,(X)
48065,2783,2783,2334,83.9,260,9.3,0,0.0,52,1.9,0,0.0,137,4.9,21.1,(X)
48067,11507,11507,10169,88.4,486,4.2,20,0.2,80,0.7,516,4.5,236,2.1,24.1,(X)
48069,3245,3245,2698,83.1,306,9.4,29,0.9,109,3.4,0,0.0,103,3.2,16.9,(X)
48071,17684,17684,15817,89.4,941,5.3,40,0.2,146,0.8,283,1.6,457,2.6,28.2,(X)
48073,20037,20037,16037,80.0,2904,14.5,29,0.1,308,1.5,192,1.0,567,2.8,24.7,(X)
48075,2758,2758,2241,81.3,333,12.1,0,0.0,107,3.9,11,0.4,66,2.4,13.6,(X)
48077,4269,4269,3596,84.2,377,8.8,0,0.0,93,2.2,31,0.7,172,4.0,27.6,(X)
48079,1197,1197,939,78.4,212,17.7,5,0.4,2,0.2,21,1.8,18,1.5,26.2,(X)
48081,1360,1360,1138,83.7,96,7.1,0,0.0,73,5.4,5,0.4,48,3.5,21.8,(X)
48083,3311,3311,2865,86.5,271,8.2,7,0.2,34,1.0,36,1.1,98,3.0,21.9,(X)
48085,486254,486254,395062,81.2,33384,6.9,5720,1.2,3942,0.8,6393,1.3,41753,8.6,28.9,(X)
48087,1306,1306,1047,80.2,194,14.9,0,0.0,51,3.9,0,0.0,14,1.1,14.1,(X)
48089,9409,9409,7969,84.7,881,9.4,66,0.7,141,1.5,87,0.9,265,2.8,21.8,(X)
48091,61044,61044,49838,81.6,4954,8.1,136,0.2,822,1.3,866,1.4,4428,7.3,30.9,(X)
48093,5563,5563,4540,81.6,629,11.3,0,0.0,90,1.6,90,1.6,214,3.8,23.9,(X)
48095,1224,1224,974,79.6,132,10.8,0,0.0,37,3.0,0,0.0,81,6.6,23.3,(X)
48097,18621,18621,14194,76.2,3018,16.2,31,0.2,290,1.6,247,1.3,841,4.5,24.9,(X)
48099,30380,30380,22156,72.9,3910,12.9,110,0.4,2137,7.0,547,1.8,1520,5.0,21.9,(X)
48101,639,639,464,72.6,106,16.6,2,0.3,45,7.0,5,0.8,17,2.7,16.2,(X)
48103,1975,1975,1605,81.3,312,15.8,38,1.9,15,0.8,0,0.0,5,0.3,27.3,(X)
48105,1741,1741,1455,83.6,207,11.9,0,0.0,18,1.0,0,0.0,61,3.5,23.0,(X)
48107,2405,2405,1996,83.0,170,7.1,0,0.0,60,2.5,113,4.7,66,2.7,21.8,(X)
48109,967,967,798,82.5,58,6.0,0,0.0,29,3.0,61,6.3,21,2.2,12.6,(X)
48111,3551,3551,3042,85.7,373,10.5,8,0.2,70,2.0,9,0.3,49,1.4,14.3,(X)
48113,1260913,1260913,991198,78.6,137376,10.9,34940,2.8,18948,1.5,23096,1.8,55355,4.4,27.4,(X)
48115,4635,4635,3579,77.2,738,15.9,9,0.2,114,2.5,55,1.2,140,3.0,18.1,(X)
48117,8251,8251,7059,85.6,804,9.7,83,1.0,21,0.3,48,0.6,236,2.9,13.9,(X)
48119,1943,1943,1707,87.9,129,6.6,7,0.4,17,0.9,26,1.3,57,2.9,33.8,(X)
48121,428520,428520,346802,80.9,35526,8.3,3660,0.9,5773,1.3,5899,1.4,30860,7.2,29.0,(X)
48123,7905,7905,6717,85.0,649,8.2,8,0.1,90,1.1,177,2.2,264,3.3,22.8,(X)
48125,740,740,529,71.5,86,11.6,2,0.3,49,6.6,46,6.2,28,3.8,17.9,(X)
48127,3521,3521,3031,86.1,263,7.5,16,0.5,108,3.1,41,1.2,62,1.8,20.3,(X)
48129,1465,1465,1129,77.1,157,10.7,0,0.0,75,5.1,8,0.5,96,6.6,22.6,(X)
48131,4008,4008,2881,71.9,708,17.7,1,0.0,112,2.8,84,2.1,222,5.5,32.4,(X)
48133,6428,6428,5484,85.3,630,9.8,19,0.3,167,2.6,87,1.4,41,0.6,20.4,(X)
48135,72511,72511,59342,81.8,9512,13.1,343,0.5,1031,1.4,511,0.7,1772,2.4,23.1,(X)
48137,865,865,567,65.5,147,17.0,0,0.0,0,0.0,6,0.7,145,16.8,16.8,(X)
48139,80286,80286,65616,81.7,8642,10.8,234,0.3,770,1.0,653,0.8,4371,5.4,29.7,(X)
48141,357382,357382,287523,80.5,38016,10.6,5210,1.5,6515,1.8,7592,2.1,12526,3.5,23.4,(X)
48143,19326,19326,15557,80.5,2010,10.4,25,0.1,554,2.9,80,0.4,1100,5.7,20.1,(X)
48145,5771,5771,4528,78.5,643,11.1,76,1.3,235,4.1,107,1.9,182,3.2,26.6,(X)
48147,13285,13285,10703,80.6,1380,10.4,0,0.0,275,2.1,205,1.5,722,5.4,30.4,(X)
48149,11057,11057,9424,85.2,802,7.3,0,0.0,312,2.8,100,0.9,419,3.8,22.0,(X)
48151,1683,1683,1358,80.7,215,12.8,0,0.0,27,1.6,18,1.1,65,3.9,20.3,(X)
48153,2322,2322,1959,84.4,176,7.6,24,1.0,50,2.2,0,0.0,113,4.9,17.7,(X)
48155,629,629,513,81.6,63,10.0,0,0.0,18,2.9,0,0.0,35,5.6,20.8,(X)
48157,347033,347033,284105,81.9,33507,9.7,5542,1.6,1659,0.5,3822,1.1,18398,5.3,32.9,(X)
48159,4441,4441,3650,82.2,370,8.3,36,0.8,26,0.6,53,1.2,306,6.9,25.4,(X)
48161,7164,7164,6078,84.8,745,10.4,4,0.1,64,0.9,41,0.6,232,3.2,26.0,(X)
48163,6654,6654,5795,87.1,494,7.4,0,0.0,86,1.3,28,0.4,251,3.8,18.5,(X)
48165,8181,8181,5976,73.0,1550,18.9,0,0.0,413,5.0,44,0.5,198,2.4,20.0,(X)
48167,150480,150480,122190,81.2,15552,10.3,1386,0.9,2696,1.8,2816,1.9,5840,3.9,27.7,(X)
48169,2120,2120,1674,79.0,402,19.0,0,0.0,21,1.0,20,0.9,3,0.1,17.4,(X)
48171,11727,11727,8496,72.4,1793,15.3,51,0.4,458,3.9,137,1.2,792,6.8,20.7,(X)
48173,691,691,494,71.5,37,5.4,0,0.0,86,12.4,7,1.0,67,9.7,19.1,(X)
48175,3017,3017,2361,78.3,386,12.8,0,0.0,130,4.3,0,0.0,140,4.6,30.0,(X)
48177,9024,9024,6921,76.7,1125,12.5,84,0.9,382,4.2,149,1.7,363,4.0,23.3,(X)
48179,9089,9089,7616,83.8,1055,11.6,0,0.0,175,1.9,182,2.0,61,0.7,19.2,(X)
48181,57662,57662,45233,78.4,7332,12.7,174,0.3,960,1.7,781,1.4,3182,5.5,25.1,(X)
48183,54692,54692,45884,83.9,5449,10.0,73,0.1,1059,1.9,484,0.9,1743,3.2,20.1,(X)
48185,10411,10411,8162,78.4,1490,14.3,0,0.0,257,2.5,86,0.8,416,4.0,26.7,(X)
48187,72415,72415,62096,85.8,5866,8.1,96,0.1,507,0.7,898,1.2,2952,4.1,26.7,(X)
48189,13828,13828,11376,82.3,1759,12.7,67,0.5,209,1.5,23,0.2,394,2.8,17.2,(X)
48191,1210,1210,940,77.7,154,12.7,0,0.0,40,3.3,20,1.7,56,4.6,16.9,(X)
48193,3497,3497,2504,71.6,592,16.9,0,0.0,238,6.8,9,0.3,154,4.4,20.2,(X)
48195,2256,2256,1907,84.5,179,7.9,7,0.3,68,3.0,67,3.0,28,1.2,17.0,(X)
48197,1630,1630,1259,77.2,334,20.5,0,0.0,11,0.7,26,1.6,0,0.0,15.3,(X)
48199,23368,23368,20292,86.8,2077,8.9,38,0.2,178,0.8,205,0.9,578,2.5,28.2,(X)
48201,2182197,2182197,1738303,79.7,229296,10.5,56681,2.6,30785,1.4,41882,1.9,85250,3.9,29.2,(X)
48203,28121,28121,24380,86.7,1792,6.4,0,0.0,256,0.9,452,1.6,1241,4.4,21.4,(X)
48205,1994,1994,1681,84.3,181,9.1,0,0.0,48,2.4,15,0.8,69,3.5,12.2,(X)
48207,2224,2224,1756,79.0,312,14.0,0,0.0,79,3.6,16,0.7,61,2.7,17.9,(X)
48209,102363,102363,80427,78.6,9845,9.6,708,0.7,2228,2.2,2229,2.2,6926,6.8,30.5,(X)
48211,1902,1902,1361,71.6,383,20.1,0,0.0,113,5.9,0,0.0,45,2.4,14.9,(X)
48213,31118,31118,25544,82.1,3612,11.6,49,0.2,359,1.2,193,0.6,1361,4.4,31.3,(X)
48215,314986,314986,253007,80.3,27058,8.6,931,0.3,3648,1.2,13121,4.2,17221,5.5,22.1,(X)
48217,14470,14470,11613,80.3,1733,12.0,5,0.0,231,1.6,237,1.6,651,4.5,28.4,(X)
48219,10166,10166,7964,78.3,1655,16.3,17,0.2,187,1.8,95,0.9,248,2.4,20.1,(X)
48221,23711,23711,20869,88.0,1298,5.5,55,0.2,115,0.5,217,0.9,1157,4.9,33.1,(X)
48223,15630,15630,13262,84.8,1603,10.3,42,0.3,156,1.0,109,0.7,458,2.9,23.9,(X)
48225,8135,8135,7046,86.6,693,8.5,0,0.0,76,0.9,40,0.5,280,3.4,26.2,(X)
48227,14298,14298,11477,80.3,2082,14.6,56,0.4,222,1.6,236,1.7,225,1.6,19.3,(X)
48229,1104,1104,816,73.9,59,5.3,0,0.0,55,5.0,7,0.6,167,15.1,27.6,(X)
48231,38783,38783,31539,81.3,4358,11.2,4,0.0,874,2.3,497,1.3,1511,3.9,30.8,(X)
48233,8857,8857,7408,83.6,1042,11.8,18,0.2,91,1.0,25,0.3,273,3.1,19.1,(X)
48235,658,658,557,84.7,18,2.7,3,0.5,16,2.4,0,0.0,64,9.7,24.2,(X)
48237,3210,3210,2787,86.8,217,6.8,0,0.0,21,0.7,23,0.7,162,5.0,28.9,(X)
48239,6474,6474,5086,78.6,865,13.4,127,2.0,101,1.6,53,0.8,242,3.7,26.0,(X)
48241,12925,12925,10855,84.0,1219,9.4,0,0.0,61,0.5,532,4.1,258,2.0,32.0,(X)
48243,870,870,606,69.7,129,14.8,0,0.0,55,6.3,0,0.0,80,9.2,21.3,(X)
48245,104361,104361,93697,89.8,6543,6.3,660,0.6,794,0.8,863,0.8,1804,1.7,20.1,(X)
48247,1735,1735,1329,76.6,378,21.8,11,0.6,8,0.5,9,0.5,0,0.0,34.0,(X)
48249,15971,15971,13580,85.0,1381,8.6,0,0.0,397,2.5,140,0.9,473,3.0,27.9,(X)
48251,74342,74342,65029,87.5,5303,7.1,115,0.2,882,1.2,627,0.8,2386,3.2,30.9,(X)
48253,4775,4775,3755,78.6,650,13.6,1,0.0,109,2.3,52,1.1,208,4.4,21.0,(X)
48255,5333,5333,4459,83.6,464,8.7,6,0.1,68,1.3,38,0.7,298,5.6,22.2,(X)
48257,54235,54235,44883,82.8,6146,11.3,153,0.3,279,0.5,907,1.7,1867,3.4,35.6,(X)
48259,19099,19099,15001,78.5,1633,8.6,26,0.1,472,2.5,286,1.5,1681,8.8,32.1,(X)
48261,216,216,208,96.3,0,0.0,0,0.0,8,3.7,0,0.0,0,0.0,14.4,(X)
48263,283,283,214,75.6,33,11.7,0,0.0,26,9.2,1,0.4,9,3.2,9.1,(X)
48265,21299,21299,17018,79.9,2805,13.2,13,0.1,351,1.6,156,0.7,956,4.5,20.0,(X)
48267,2065,2065,1501,72.7,366,17.7,7,0.3,81,3.9,14,0.7,96,4.6,25.7,(X)
48269,122,122,95,77.9,7,5.7,5,4.1,5,4.1,3,2.5,7,5.7,16.9,(X)
48271,1231,1231,1037,84.2,43,3.5,10,0.8,0,0.0,14,1.1,127,10.3,13.9,(X)
48273,13401,13401,10547,78.7,1622,12.1,0,0.0,806,6.0,195,1.5,231,1.7,19.6,(X)
48275,1410,1410,1124,79.7,195,13.8,0,0.0,18,1.3,3,0.2,70,5.0,17.5,(X)
48277,20890,20890,17173,82.2,1995,9.6,26,0.1,537,2.6,532,2.5,627,3.0,19.0,(X)
48279,5556,5556,4396,79.1,505,9.1,9,0.2,78,1.4,320,5.8,248,4.5,18.4,(X)
48281,8867,8867,6773,76.4,1357,15.3,0,0.0,204,2.3,217,2.4,316,3.6,29.1,(X)
48283,2730,2730,2373,86.9,193,7.1,0,0.0,66,2.4,29,1.1,69,2.5,24.3,(X)
48285,8899,8899,7283,81.8,1057,11.9,7,0.1,131,1.5,87,1.0,334,3.8,28.3,(X)
48287,7897,7897,6012,76.1,1103,14.0,8,0.1,236,3.0,77,1.0,461,5.8,26.9,(X)
48289,6383,6383,4798,75.2,686,10.7,0,0.0,206,3.2,356,5.6,337,5.3,30.4,(X)
48291,29487,29487,25758,87.4,2104,7.1,72,0.2,266,0.9,517,1.8,770,2.6,36.5,(X)
48293,8745,8745,7465,85.4,848,9.7,23,0.3,99,1.1,66,0.8,244,2.8,21.8,(X)
48295,1612,1612,1406,87.2,109,6.8,0,0.0,59,3.7,4,0.2,34,2.1,20.7,(X)
48297,4429,4429,3642,82.2,347,7.8,0,0.0,91,2.1,81,1.8,268,6.1,31.1,(X)
48299,7528,7528,5398,71.7,1308,17.4,0,0.0,115,1.5,191,2.5,516,6.9,27.2,(X)
48301,36,36,33,91.7,0,0.0,0,0.0,0,0.0,0,0.0,3,8.3,N,N
48303,146010,146010,116700,79.9,19243,13.2,1319,0.9,2847,1.9,1600,1.1,4301,2.9,17.2,(X)
48305,2284,2284,1746,76.4,394,17.3,0,0.0,54,2.4,0,0.0,90,3.9,18.6,(X)
48307,3612,3612,3043,84.2,354,9.8,2,0.1,98,2.7,65,1.8,50,1.4,18.5,(X)
48309,111590,111590,91848,82.3,11512,10.3,515,0.5,2253,2.0,1374,1.2,4088,3.7,19.6,(X)
48311,229,229,176,76.9,0,0.0,0,0.0,19,8.3,10,4.4,24,10.5,20.5,(X)
48313,4389,4389,3368,76.7,578,13.2,0,0.0,266,6.1,33,0.8,144,3.3,22.9,(X)
48315,3608,3608,3005,83.3,332,9.2,0,0.0,18,0.5,42,1.2,211,5.8,30.5,(X)
48317,2520,2520,2111,83.8,214,8.5,0,0.0,102,4.0,8,0.3,85,3.4,18.5,(X)
48319,2018,2018,1571,77.8,249,12.3,0,0.0,102,5.1,0,0.0,96,4.8,16.9,(X)
48321,15414,15414,12729,82.6,1574,10.2,129,0.8,253,1.6,182,1.2,547,3.5,22.1,(X)
48323,21069,21069,16329,77.5,3839,18.2,0,0.0,383,1.8,198,0.9,320,1.5,22.2,(X)
48325,20813,20813,16909,81.2,2829,13.6,8,0.0,245,1.2,130,0.6,692,3.3,32.6,(X)
48327,1091,1091,621,56.9,373,34.2,0,0.0,44,4.0,0,0.0,53,4.9,28.7,(X)
48329,82129,82129,70315,85.6,7778,9.5,137,0.2,764,0.9,892,1.1,2243,2.7,19.5,(X)
48331,9806,9806,7943,81.0,1292,13.2,35,0.4,42,0.4,38,0.4,456,4.7,29.2,(X)
48333,1858,1858,1444,77.7,216,11.6,0,0.0,141,7.6,18,1.0,39,2.1,14.7,(X)
48335,2734,2734,2387,87.3,239,8.7,0,0.0,46,1.7,0,0.0,62,2.3,22.2,(X)
48337,8100,8100,6887,85.0,763,9.4,50,0.6,95,1.2,18,0.2,287,3.5,24.1,(X)
48339,257431,257431,210318,81.7,23496,9.1,2583,1.0,1892,0.7,3058,1.2,16084,6.2,32.7,(X)
48341,9975,9975,7772,77.9,1610,16.1,30,0.3,250,2.5,224,2.2,89,0.9,16.4,(X)
48343,5001,5001,4345,86.9,247,4.9,16,0.3,24,0.5,123,2.5,246,4.9,25.0,(X)
48345,500,500,383,76.6,50,10.0,7,1.4,18,3.6,0,0.0,42,8.4,14.5,(X)
48347,27342,27342,21673,79.3,3499,12.8,25,0.1,1033,3.8,347,1.3,765,2.8,21.4,(X)
48349,20372,20372,16715,82.0,2384,11.7,70,0.3,195,1.0,132,0.6,876,4.3,26.7,(X)
48351,4819,4819,3880,80.5,552,11.5,17,0.4,21,0.4,181,3.8,168,3.5,40.3,(X)
48353,5990,5990,4746,79.2,859,14.3,0,0.0,160,2.7,123,2.1,102,1.7,16.4,(X)
48355,163788,163788,136726,83.5,15942,9.7,2199,1.3,2845,1.7,2168,1.3,3908,2.4,19.5,(X)
48357,4477,4477,3425,76.5,828,18.5,0,0.0,95,2.1,75,1.7,54,1.2,17.4,(X)
48359,789,789,564,71.5,122,15.5,0,0.0,66,8.4,6,0.8,31,3.9,20.1,(X)
48361,36355,36355,30854,84.9,3632,10.0,138,0.4,593,1.6,444,1.2,694,1.9,23.1,(X)
48363,11587,11587,9140,78.9,1216,10.5,56,0.5,210,1.8,307,2.6,658,5.7,23.7,(X)
48365,9707,9707,8537,87.9,688,7.1,45,0.5,173,1.8,76,0.8,188,1.9,26.3,(X)
48367,59408,59408,49407,83.2,5366,9.0,89,0.1,526,0.9,731,1.2,3289,5.5,31.4,(X)
48369,4402,4402,3391,77.0,555,12.6,39,0.9,108,2.5,212,4.8,97,2.2,14.6,(X)
48371,6015,6015,4947,82.2,659,11.0,31,0.5,128,2.1,56,0.9,194,3.2,17.0,(X)
48373,18290,18290,14589,79.8,2141,11.7,123,0.7,219,1.2,428,2.3,790,4.3,29.7,(X)
48375,52046,52046,42283,81.2,6567,12.6,322,0.6,969,1.9,621,1.2,1284,2.5,18.1,(X)
48377,2485,2485,1214,48.9,555,22.3,0,0.0,463,18.6,63,2.5,190,7.6,16.5,(X)
48379,4572,4572,3652,79.9,574,12.6,0,0.0,48,1.0,95,2.1,203,4.4,34.4,(X)
48381,69233,69233,58429,84.4,6800,9.8,217,0.3,929,1.3,665,1.0,2193,3.2,19.3,(X)
48383,1648,1648,1322,80.2,254,15.4,0,0.0,23,1.4,5,0.3,44,2.7,19.7,(X)
48385,1220,1220,836,68.5,115,9.4,0,0.0,60,4.9,30,2.5,179,14.7,16.7,(X)
48387,4847,4847,3967,81.8,443,9.1,0,0.0,153,3.2,67,1.4,217,4.5,29.4,(X)
48389,5562,5562,4503,81.0,751,13.5,0,0.0,106,1.9,68,1.2,134,2.4,17.4,(X)
48391,2732,2732,2304,84.3,267,9.8,0,0.0,76,2.8,5,0.2,80,2.9,23.1,(X)
48393,359,359,278,77.4,51,14.2,0,0.0,12,3.3,0,0.0,18,5.0,22.1,(X)
48395,7218,7218,5628,78.0,1039,14.4,0,0.0,248,3.4,108,1.5,195,2.7,26.4,(X)
48397,45523,45523,37037,81.4,4361,9.6,383,0.8,224,0.5,548,1.2,2970,6.5,33.9,(X)
48399,4314,4314,3470,80.4,562,13.0,13,0.3,122,2.8,36,0.8,111,2.6,22.6,(X)
48401,20458,20458,17696,86.5,1493,7.3,25,0.1,192,0.9,171,0.8,881,4.3,26.0,(X)
48403,2995,2995,2698,90.1,73,2.4,8,0.3,76,2.5,48,1.6,92,3.1,28.0,(X)
48405,2526,2526,2149,85.1,232,9.2,0,0.0,16,0.6,56,2.2,73,2.9,26.4,(X)
48407,9836,9836,8122,82.6,1055,10.7,0,0.0,144,1.5,234,2.4,281,2.9,39.8,(X)
48409,28654,28654,24354,85.0,2701,9.4,41,0.1,452,1.6,221,0.8,885,3.1,23.7,(X)
48411,2372,2372,1597,67.3,623,26.3,0,0.0,52,2.2,24,1.0,76,3.2,28.2,(X)
48413,1402,1402,1185,84.5,136,9.7,15,1.1,0,0.0,35,2.5,31,2.2,27.0,(X)
48415,6718,6718,5451,81.1,996,14.8,0,0.0,50,0.7,134,2.0,87,1.3,15.8,(X)
48417,1498,1498,1266,84.5,100,6.7,0,0.0,15,1.0,111,7.4,6,0.4,20.8,(X)
48419,9487,9487,7562,79.7,1345,14.2,0,0.0,128,1.3,114,1.2,338,3.6,25.6,(X)
48421,1582,1582,1205,76.2,220,13.9,0,0.0,109,6.9,20,1.3,28,1.8,21.6,(X)
48423,97783,97783,82262,84.1,8846,9.0,268,0.3,885,0.9,1956,2.0,3566,3.6,23.8,(X)
48425,3596,3596,2854,79.4,597,16.6,21,0.6,14,0.4,43,1.2,67,1.9,30.4,(X)
48427,20874,20874,14594,69.9,4010,19.2,73,0.3,972,4.7,77,0.4,1148,5.5,26.0,(X)
48429,3575,3575,2971,83.1,367,10.3,23,0.6,33,0.9,111,3.1,70,2.0,18.7,(X)
48431,582,582,471,80.9,9,1.5,0,0.0,2,0.3,73,12.5,27,4.6,15.9,(X)
48433,571,571,518,90.7,38,6.7,0,0.0,0,0.0,12,2.1,3,0.5,17.0,(X)
48435,1924,1924,1596,83.0,151,7.8,0,0.0,36,1.9,5,0.3,136,7.1,15.3,(X)
48437,2515,2515,2107,83.8,198,7.9,26,1.0,62,2.5,18,0.7,104,4.1,22.9,(X)
48439,981321,981321,808128,82.4,100919,10.3,5700,0.6,11896,1.2,10880,1.1,43798,4.5,27.2,(X)
48441,65972,65972,53011,80.4,6695,10.1,415,0.6,1541,2.3,634,1.0,3676,5.6,16.9,(X)
48443,344,344,307,89.2,16,4.7,0,0.0,0,0.0,0,0.0,21,6.1,31.9,(X)
48445,4588,4588,3419,74.5,890,19.4,17,0.4,91,2.0,3,0.1,168,3.7,19.0,(X)
48447,693,693,588,84.8,48,6.9,0,0.0,13,1.9,8,1.2,36,5.2,20.2,(X)
48449,14036,14036,11910,84.9,1454,10.4,32,0.2,105,0.7,330,2.4,205,1.5,19.1,(X)
48451,56180,56180,45185,80.4,5274,9.4,85,0.2,2268,4.0,1288,2.3,2080,3.7,17.6,(X)
48453,656028,656028,488609,74.5,60958,9.3,20441,3.1,13202,2.0,14979,2.3,57839,8.8,25.4,(X)
48455,4810,4810,3828,79.6,422,8.8,47,1.0,176,3.7,47,1.0,290,6.0,34.9,(X)
48457,6482,6482,5288,81.6,493,7.6,0,0.0,73,1.1,283,4.4,345,5.3,33.2,(X)
48459,16562,16562,13626,82.3,1840,11.1,9,0.1,145,0.9,234,1.4,708,4.3,27.8,(X)
48461,1433,1433,1243,86.7,120,8.4,6,0.4,20,1.4,0,0.0,44,3.1,23.7,(X)
48463,11099,11099,9299,83.8,1120,10.1,0,0.0,164,1.5,169,1.5,347,3.1,18.4,(X)
48465,20108,20108,15636,77.8,2595,12.9,57,0.3,545,2.7,686,3.4,589,2.9,19.3,(X)
48467,21915,21915,17746,81.0,2440,11.1,4,0.0,341,1.6,205,0.9,1179,5.4,35.4,(X)
